Title,Location,Link,Raised,Target,MostRecentDonation,Created,Organization,OrganizationDetails,DonationCount,Donations,Description,Complete
" The Scouse Fundraiser ","Liverpool, North West England, United Kingdom",https://www.gofundme.com/f/the-scouse-fundraiser,2000,101,2022-02-20,2022-02-02,,,8,"2022-02-20 15/2022-02-13 20/2022-02-10 13/2022-02-10 10/2022-02-10 10/2022-02-10 10/2022-02-09 13/2022-02-09 10","Hi everyone  we are putting on several events and challenges over the next 6 months or so  to try and raise much needed funds for charitable groups in Liverpool who look to alleviate poverty.   For the most part  with any money raised we will be supporting the following organisations:   1. Reaching Out - A homeless outreach community group   2. Aid to All - An independent emergency foodbank   3. Sefton Baby Baskets CIO - A charity supporting new mums and babies   4. Halle Obrien CIC - A CIC who provides children living in financial hardship with extra curricular activities to inspire them   We are running ‘Project Hygiene’ alongside this  and will be supporting the first 3 charitable groups through this initiative. I’m a nutshell  through this initiative we will be providing toiletries and household cleaning items to help alleviate hygiene poverty.   At the moment the event calendar is looking as follows:   Scouse Fundraiser 5-a-side Football Tournament - Sunday 6th March    Climb Mount Snowdon - Saturday 26th March   Yorkshire 3 Peak Challenge - Sunday 16th April  Liverpool Cathedral Abseil - Saturday 16th and 23rd July  ",False
" FOODBANK DONATIONS THIS CHRISTMAS ","Warrington, North West England, United Kingdom",https://www.gofundme.com/f/foodbank-donations-this-christmas,0,300,,2021-12-15,,,0,,"This year I want to raise money  to be able to do a big shop to help food banks this Christmas ",True
" Just wanna work! ","Leiston, East of England, United Kingdom",https://www.gofundme.com/f/fndtv4-just-wanna-work,0,3000,,2022-02-21,,,0,,"Hi  I’m currently a full time working single  mum who has fallen on bad times. I have had no option but to come on here as because I work I am entitled to no loans etc via the government. I am going to loose my car if I can’t pay them £3000 in 14 days. with out a car I have no job  currently I have no food and I can’t visit a food bank because they are only open during work time and I can’t get time off I know it’s a lot to ask but I really don’t have any other option    ",True
" Disabled Family-Creator Debt and Repairs ","Northampton, East Midlands, United Kingdom",https://www.gofundme.com/f/disabled-familycreator-debt-and-repairs,0,5000,,2022-02-14,,,0,,"Hi - I'm H4rrisH4wk  recently asked people to start calling me Kit but formerly known as Becca.   I am a disabled activist  content creator  and single parent. My son is also disabled (he has ADHD and behavioural problems- it's relevant to this).   This past year I've tried to start creating videos and streaming leftist/communist/anarchist content specifically through a disabled lens from a family with lots of disabled members (mum  uncles  grandparents  aunts... It's a lot with varying degrees of severity but leaning more toward severe than not). This has not been easy as I have three separate conditions that cause/have the symptom of fatigue.   I've been struggling for three years with either inconsistent or non-payment of child support which affects how much ""benefits"" I'm entitled to (as I am not capable of work under capitalistic conditions and never know when my health will be worse). This has lead to my having a large debt. A debt not helped by my son's disability leading to poor impulse control and angry outbursts leading him to break usually expensive electronics in the house. Before I'd even gotten out of debt enough to try and afford to replace the latest (of three) TVs he's destroyed he broke the PC (via downloading an unreasonable amount of viruses and backdoors to the point of almost totalling it) I desperately need for video production and streaming.   While I am so deep in debt as I am right now I'm afraid regularly of not having enough money for bills  my son is concerned/anxious about access to food (not unreasonable in the UK given how many food banks we have and the times we've been driven to needing support with it). Which means I can't even think about how long it would take me to try and afford replacement components for the computer - I have a third video I can't finish making for possibly indefinitely while I am without PC and due to being also a writer/touchtypist - I also feel like my fingers have been chopped off to a degree.   I also use games  especially on my PC  as a means of pain management. Without it my options for pain management go down leaving me more vulnerable to mobile games and their predatory microtransactions (which obviously wouldn't help with my debt - for more information on why succumbing to those tactics is not just personal failing please watch or listen to various reports from James Stephanie Sterling of the Jimquisition).   In short: I need help to regain any kind of stability right now  please  if you can - I'd appreciate it. So would my son. ",True
" Raising money for Leighton Linslade Helpers ","Leighton Buzzard, East of England, United Kingdom",https://www.gofundme.com/f/raising-money-for-leighton-linslade-helpers,0,2000,,2022-02-01,"LEIGHTON LINSLADE HELPERS","Registered nonprofitDonations eligible for Gift Aid.",0,,"You can make a difference by donating today to LEIGHTON LINSLADE HELPERS.   LEIGHTON LINSLADE HELPERS charity 1196332 provide a range of services  from food parcels  community fridge  prescription deliveries  welfare checks  counselling and listening  personal shopping  to many other ways of supporting the community.   Leighton Linslade Helpers is a collective of community volunteers who came together to support their community through the Covid 19 lockdown in their town and surrounding areas. It very quickly grew into an organisation that is continuing to support its community by forming a charity. (1196332)   What started off as an emergency food bank to those in hardship or those shielding  without access to food  has grown into a range of services  from food parcels  community fridge  prescription deliveries  counselling and listening  to many other ways of supporting families  the elderly and the isolated. We are now established in Leighton Buzzard High Street and will continue to support our community  other agencies and wider Bedfordshire.   Our group has been overwhelmed by the generosity of people and business  during this very difficult time for everyone  and we just know that this community spirit will continue. There is still much work to be done to help our community get through this pandemic and to rebuild their lives and lift their spirits  for which so many will be grateful. ",True
" Help Homeless people during Christmas ","Darlington, North East England, United Kingdom",https://www.gofundme.com/f/pc78g-help-homeless-people-during-christmas,0,500,,2021-12-18,,,0,,"I’m helping homeless people find shelter and food banks for christmas so they have supplies   Travelling around the NE to help in need !!!   There are people dying all around England during Christmas because of the harsh and awful environments that they must live within  shortage of food and awful weather causes the homeless population to decrease each year but cry for help of of the average   please help me today support food banks and homeless shelters and reduce this chritmas death .   It would make me so happy if we could reach our goal ready for the harsher weather due to come ",True
" The grinches little helpers ","Wolverhampton, West Midlands, United Kingdom",https://www.gofundme.com/f/the-grinches-little-helpers,0,150,,2021-12-06,,,0,,"Last year the grinches little helpers  Alfie 10  Archie 8  lily 2  and Tegan 16 raised an amazing amount of money to create massive food hampers to donate to local food banks and loads of shoe boxes full of toys for less fortunate children. In total last year we raised £300 at the grinches den. You can check out all the amazing work from the children on their Facebook page @ THE GRINCHES DEN. This year the children have a target of £500. Their chosen food bank this year is the well. However they have also been ask to set up their own food bank at a local community centre. We are currently exploring this opportunity and would like to try and raise as much as possible to be able to have to ability to set up a fully functioning food bank ran by the children to help our local community as we all know how hard times have been throughout the covid-19 pandemic. However if they do not set up a food bank the extra money raise shall be split between a number of local charities. The journey can be followed on their Facebook page. They have also been in the express and star to tell the world about them spreading Christmas magic and kindness around the local communities.",True
" Food packs for Christmas ","London, Greater London, United Kingdom",https://www.gofundme.com/f/food-packs-for-christmas,0,500,,2021-12-06,,,0,,"Alvina’s Food Bank have been helping families and individuals throughout the pandemic. We have provided over 1000 food packs and also during Eid and Christmas which was during the lockdown.   We have  won 3 awards in recognition of our work. We  are now planning to provide Christmas food packs to families and individuals. We know many have lost their job  and not entitled to any welfare benefits. We know people are still struggling.   We would like to provide food packs to families especially those with children and single parents.   Follow us on Facebook: Alvina’s Food Bank We provide culturally oriented and halal food.   We are seeking your support once again  some of us are extremely fortunate that we still have a job and roof over our head.    £25-£30 shopping will last a family for a week. ",True
" We need your support more know than we ever did. ","Margate, South East England, United Kingdom",https://www.gofundme.com/f/your-chance-to-help-people-in-your-community,0,5000,,2021-12-28,,,0,,"We have come a long way since June 2020  when we started Margate Independent Foodbank.   We need to thank the Union Methodist Church  Union Row  for all the support they gave us while we were there.   It was a shame we couldn't stay.   Ever since leaving the church we have still kept a look out for the right place  with no luck. In June 2021 we took a different approach and opened the Community Shop in Duck Street  Margate  which is proving popular. The members are able to buy food at subsidised prices.   Also  we still help the most needy in our community with free food or vouchers when needed. We still rely on the wider community for support  as having the shop means we have overheads like rent  electricity  water rates and insurance to pay. It takes a lot of time keeping the shop stocked and open. Without our wonderful volunteers  this would not be possible.     To keep going we need your continued support with donations  in both stock and cash donations.     Please help us carry on our work  which is needed now more than ever.   Thank you from everyone who is involved with Margate Independent Foodbank CIC and MICommunity Shop Margate.   ",True
" HELP FOODBANKS FEED PEOPLE DURING CORONAVIRUS ","Southend-on-Sea, East of England, United Kingdom",https://www.gofundme.com/f/help-foodbanks-feed-people-during-coronavirus,10000,87494,2022-01-20,2020-03-16,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",1000,"2022-01-20 20/2021-12-15 50/2021-02-17 5/2021-01-30 10/2021-01-26 30/2021-01-15 10/2021-01-13 15/2020-12-21 200/2020-12-02 9/2020-11-18 15/2020-11-15 90/2020-10-31 30/2020-10-31 20/2020-10-27 100/2020-10-27 50/2020-10-27 10/2020-10-27 20/2020-10-27 20/2020-10-26 50/2020-10-26 15/2020-10-26 10/2020-10-26 15/2020-10-26 16/2020-10-26 10/2020-10-26 10/2020-10-26 20/2020-10-26 25/2020-10-26 10/2020-10-26 7/2020-10-26 10/2020-10-26 25/2020-10-26 20/2020-10-26 15/2020-10-26 50/2020-10-26 50/2020-10-26 10/2020-10-26 10/2020-10-26 10/2020-10-26 50/2020-10-26 50/2020-10-26 20/2020-10-26 10/2020-10-26 20/2020-10-26 10/2020-10-26 20/2020-10-26 20/2020-10-26 10/2020-10-25 25/2020-10-25 10/2020-10-25 40/2020-10-25 20/2020-10-25 25/2020-10-25 10/2020-10-25 10/2020-10-25 10/2020-10-25 25/2020-10-25 20/2020-10-25 10/2020-10-25 10/2020-10-25 20/2020-10-25 40/2020-10-25 20/2020-10-25 50/2020-10-25 20/2020-10-25 20/2020-10-25 5/2020-10-25 20/2020-10-25 25/2020-10-25 15/2020-10-25 40/2020-10-25 20/2020-10-25 5/2020-10-25 50/2020-10-25 10/2020-10-25 10/2020-10-25 20/2020-10-25 20/2020-10-25 20/2020-10-25 30/2020-10-25 20/2020-10-25 20/2020-10-25 20/2020-10-25 50/2020-10-25 25/2020-10-25 10/2020-10-25 10/2020-10-25 5/2020-10-25 10/2020-10-25 30/2020-10-25 10/2020-10-25 15/2020-10-25 15/2020-10-25 20/2020-10-25 10/2020-10-25 25/2020-10-25 10/2020-10-25 10/2020-10-25 10/2020-10-25 10/2020-10-25 30/2020-10-25 20/2020-10-25 15/2020-10-25 5/2020-10-25 100/2020-10-25 20/2020-10-25 30/2020-10-24 50/2020-10-24 15/2020-10-23 100/2020-10-22 50/2020-10-01 100/2020-09-29 30/2020-08-03 20/2020-07-21 40/2020-07-13 50/2020-07-11 20/2020-07-10 35/2020-07-06 50/2020-07-04 50/2020-06-29 50/2020-06-19 100/2020-06-17 20/2020-06-17 30/2020-06-16 30/2020-06-16 100/2020-06-14 40/2020-06-12 10/2020-06-12 200/2020-06-12 50/2020-06-12 20/2020-06-08 20/2020-06-08 50/2020-06-07 50/2020-06-06 20/2020-06-06 20/2020-06-03 10/2020-05-31 20/2020-05-23 100/2020-05-23 10/2020-05-23 100/2020-05-22 20/2020-05-21 20/2020-05-19 20/2020-05-19 10/2020-05-12 10/2020-05-12 40/2020-05-09 25/2020-05-09 10/2020-05-08 50/2020-05-07 10/2020-05-06 25/2020-05-06 20/2020-05-05 15/2020-05-05 20/2020-05-05 10/2020-05-05 10/2020-05-04 10/2020-05-04 200/2020-05-04 30/2020-05-03 5/2020-05-03 10/2020-05-03 10/2020-05-03 25/2020-05-03 30/2020-05-02 20/2020-05-02 10/2020-05-01 20/2020-05-01 100/2020-05-01 27/2020-05-01 9/2020-05-01 5/2020-04-30 25/2020-04-30 10/2020-04-30 50/2020-04-30 25/2020-04-28 25/2020-04-28 8/2020-04-27 20/2020-04-24 10/2020-04-24 10/2020-04-23 30/2020-04-23 30/2020-04-23 40/2020-04-23 5/2020-04-23 9/2020-04-22 30/2020-04-22 5/2020-04-22 100/2020-04-21 10/2020-04-21 20/2020-04-21 20/2020-04-21 100/2020-04-21 10/2020-04-21 20/2020-04-21 10/2020-04-21 20/2020-04-21 25/2020-04-21 10/2020-04-21 10/2020-04-21 30/2020-04-20 5/2020-04-20 25/2020-04-20 100/2020-04-19 5/2020-04-19 5/2020-04-19 5/2020-04-19 180/2020-04-18 100/2020-04-18 40/2020-04-18 15/2020-04-18 50/2020-04-18 20/2020-04-18 10/2020-04-18 20/2020-04-18 65/2020-04-18 5/2020-04-18 25/2020-04-17 10/2020-04-17 200/2020-04-17 25/2020-04-17 10/2020-04-17 50/2020-04-17 15/2020-04-17 50/2020-04-17 10/2020-04-17 50/2020-04-17 10/2020-04-16 50/2020-04-16 50/2020-04-16 5/2020-04-16 5/2020-04-16 5/2020-04-16 20/2020-04-16 20/2020-04-15 5/2020-04-15 20/2020-04-14 50/2020-04-14 100/2020-04-14 5/2020-04-14 5/2020-04-14 10/2020-04-14 15/2020-04-14 50/2020-04-13 50/2020-04-13 30/2020-04-13 40/2020-04-12 30/2020-04-12 30/2020-04-12 100/2020-04-12 11/2020-04-12 50/2020-04-12 30/2020-04-12 10/2020-04-11 10/2020-04-11 50/2020-04-11 20/2020-04-11 100/2020-04-11 6/2020-04-11 40/2020-04-11 20/2020-04-11 37/2020-04-11 5/2020-04-11 10/2020-04-11 50/2020-04-11 50/2020-04-11 60/2020-04-11 50/2020-04-11 30/2020-04-11 25/2020-04-11 50/2020-04-10 20/2020-04-10 30/2020-04-10 20/2020-04-09 50/2020-04-09 50/2020-04-09 50/2020-04-09 20/2020-04-09 5/2020-04-09 50/2020-04-09 100/2020-04-09 50/2020-04-09 10/2020-04-09 10/2020-04-08 50/2020-04-08 10/2020-04-08 100/2020-04-08 10/2020-04-08 30/2020-04-08 20/2020-04-08 100/2020-04-08 10/2020-04-08 50/2020-04-08 20/2020-04-07 25/2020-04-07 20/2020-04-07 20/2020-04-07 20/2020-04-07 25/2020-04-07 20/2020-04-07 30/2020-04-06 50/2020-04-06 25/2020-04-06 100/2020-04-06 25/2020-04-05 25/2020-04-05 10/2020-04-05 25/2020-04-05 15/2020-04-05 100/2020-04-04 5/2020-04-04 10/2020-04-04 100/2020-04-04 5/2020-04-03 100/2020-04-03 10/2020-04-03 10/2020-04-03 8/2020-04-03 50/2020-04-03 200/2020-04-03 150/2020-04-03 10/2020-04-03 100/2020-04-03 50/2020-04-03 15/2020-04-03 50/2020-04-03 100/2020-04-02 40/2020-04-02 20/2020-04-02 50/2020-04-02 10/2020-04-02 50/2020-04-02 100/2020-04-02 10/2020-04-02 10/2020-04-02 10/2020-04-01 30/2020-04-01 25/2020-04-01 30/2020-04-01 30/2020-04-01 50/2020-04-01 30/2020-04-01 50/2020-04-01 20/2020-04-01 20/2020-03-31 15/2020-03-31 10/2020-03-31 50/2020-03-31 30/2020-03-31 50/2020-03-31 20/2020-03-31 20/2020-03-31 20/2020-03-31 45/2020-03-31 50/2020-03-31 20/2020-03-31 35/2020-03-31 20/2020-03-31 20/2020-03-31 15/2020-03-31 50/2020-03-31 100/2020-03-31 10/2020-03-31 10/2020-03-31 10/2020-03-31 10/2020-03-30 25/2020-03-30 10/2020-03-30 10/2020-03-30 50/2020-03-30 100/2020-03-30 50/2020-03-30 20/2020-03-30 50/2020-03-30 25/2020-03-30 50/2020-03-29 100/2020-03-29 10/2020-03-29 10/2020-03-29 5/2020-03-29 30/2020-03-29 40/2020-03-29 10/2020-03-29 200/2020-03-29 5/2020-03-29 100/2020-03-29 7/2020-03-29 50/2020-03-29 10/2020-03-29 100/2020-03-28 20/2020-03-28 200/2020-03-28 20/2020-03-28 10/2020-03-28 5/2020-03-28 48/2020-03-28 10/2020-03-28 50/2020-03-28 10/2020-03-28 50/2020-03-28 20/2020-03-28 20/2020-03-28 20/2020-03-27 5/2020-03-27 20/2020-03-27 25/2020-03-27 50/2020-03-27 20/2020-03-27 8/2020-03-27 100/2020-03-27 50/2020-03-27 50/2020-03-27 85/2020-03-26 10/2020-03-26 5/2020-03-26 25/2020-03-26 20/2020-03-26 5/2020-03-26 50/2020-03-26 50/2020-03-26 60/2020-03-26 10/2020-03-26 20/2020-03-26 20/2020-03-25 20/2020-03-25 100/2020-03-25 10/2020-03-25 20/2020-03-25 20/2020-03-25 10/2020-03-25 20/2020-03-25 30/2020-03-25 30/2020-03-25 70/2020-03-25 5/2020-03-25 100/2020-03-25 30/2020-03-24 5/2020-03-24 20/2020-03-24 20/2020-03-24 5/2020-03-24 10/2020-03-24 30/2020-03-24 25/2020-03-24 20/2020-03-24 15/2020-03-24 10/2020-03-24 50/2020-03-24 20/2020-03-24 25/2020-03-24 30/2020-03-24 10/2020-03-23 5/2020-03-23 30/2020-03-23 20/2020-03-23 150/2020-03-23 10/2020-03-23 10/2020-03-23 50/2020-03-23 15/2020-03-23 10/2020-03-23 5/2020-03-23 20/2020-03-23 20/2020-03-23 20/2020-03-23 30/2020-03-23 50/2020-03-23 30/2020-03-23 50/2020-03-23 20/2020-03-23 20/2020-03-23 50/2020-03-23 20/2020-03-23 10/2020-03-23 25/2020-03-23 25/2020-03-22 50/2020-03-22 10/2020-03-22 50/2020-03-22 30/2020-03-22 5/2020-03-22 20/2020-03-22 30/2020-03-22 10/2020-03-22 30/2020-03-22 30/2020-03-22 25/2020-03-22 10/2020-03-22 30/2020-03-22 50/2020-03-22 150/2020-03-22 5/2020-03-22 5/2020-03-22 19/2020-03-22 30/2020-03-22 10/2020-03-22 100/2020-03-22 100/2020-03-22 20/2020-03-22 100/2020-03-22 100/2020-03-22 150/2020-03-22 100/2020-03-22 20/2020-03-22 50/2020-03-22 10/2020-03-22 20/2020-03-22 5/2020-03-22 50/2020-03-22 20/2020-03-22 20/2020-03-22 20/2020-03-21 10/2020-03-21 10/2020-03-21 50/2020-03-21 10/2020-03-21 20/2020-03-21 5/2020-03-21 10/2020-03-21 30/2020-03-21 10/2020-03-21 20/2020-03-21 10/2020-03-21 20/2020-03-21 10/2020-03-21 100/2020-03-21 30/2020-03-21 50/2020-03-21 10/2020-03-21 10/2020-03-21 20/2020-03-21 5/2020-03-21 21/2020-03-21 100/2020-03-21 5/2020-03-21 10/2020-03-21 10/2020-03-21 20/2020-03-21 10/2020-03-21 20/2020-03-21 10/2020-03-21 25/2020-03-21 17/2020-03-21 9/2020-03-21 10/2020-03-21 20/2020-03-21 25/2020-03-21 10/2020-03-21 20/2020-03-21 100/2020-03-21 20/2020-03-21 50/2020-03-21 10/2020-03-21 50/2020-03-21 30/2020-03-21 15/2020-03-21 50/2020-03-21 10/2020-03-21 30/2020-03-21 15/2020-03-21 5/2020-03-21 100/2020-03-21 10/2020-03-21 50/2020-03-21 100/2020-03-21 10/2020-03-21 20/2020-03-21 20/2020-03-21 665/2020-03-21 30/2020-03-21 20/2020-03-21 20/2020-03-21 10/2020-03-21 20/2020-03-21 20/2020-03-21 50/2020-03-21 25/2020-03-21 10/2020-03-21 20/2020-03-21 10/2020-03-21 25/2020-03-21 10/2020-03-21 50/2020-03-21 10/2020-03-21 10/2020-03-21 20/2020-03-21 5/2020-03-21 10/2020-03-21 10/2020-03-21 10/2020-03-21 10/2020-03-21 10/2020-03-21 50/2020-03-21 5/2020-03-21 10/2020-03-21 10/2020-03-21 10/2020-03-21 30/2020-03-21 30/2020-03-21 10/2020-03-20 10/2020-03-20 9/2020-03-20 15/2020-03-20 10/2020-03-20 10/2020-03-20 40/2020-03-20 20/2020-03-20 20/2020-03-20 5/2020-03-20 10/2020-03-20 300/2020-03-20 10/2020-03-20 100/2020-03-20 20/2020-03-20 10/2020-03-20 25/2020-03-20 25/2020-03-20 200/2020-03-20 25/2020-03-20 20/2020-03-20 20/2020-03-20 20/2020-03-20 50/2020-03-20 20/2020-03-20 100/2020-03-20 10/2020-03-20 50/2020-03-20 30/2020-03-20 25/2020-03-20 50/2020-03-20 50/2020-03-20 100/2020-03-20 10/2020-03-20 50/2020-03-20 10/2020-03-20 25/2020-03-20 50/2020-03-20 250/2020-03-20 20/2020-03-20 5/2020-03-20 20/2020-03-20 50/2020-03-20 20/2020-03-20 100/2020-03-20 10/2020-03-20 10/2020-03-20 10/2020-03-20 10/2020-03-20 5/2020-03-20 50/2020-03-20 13/2020-03-20 20/2020-03-20 10/2020-03-20 10/2020-03-20 10/2020-03-20 50/2020-03-20 5/2020-03-20 10/2020-03-20 20/2020-03-20 30/2020-03-20 5/2020-03-20 10/2020-03-20 10/2020-03-20 9/2020-03-20 20/2020-03-20 20/2020-03-20 10/2020-03-20 20/2020-03-20 20/2020-03-20 5/2020-03-20 20/2020-03-20 15/2020-03-20 10/2020-03-20 20/2020-03-20 50/2020-03-20 25/2020-03-20 30/2020-03-20 50/2020-03-20 100/2020-03-20 50/2020-03-20 100/2020-03-20 20/2020-03-20 20/2020-03-20 5/2020-03-20 10/2020-03-20 10/2020-03-20 50/2020-03-20 24/2020-03-20 50/2020-03-20 20/2020-03-20 40/2020-03-20 10/2020-03-20 50/2020-03-20 25/2020-03-20 10/2020-03-20 50/2020-03-20 50/2020-03-20 23/2020-03-20 10/2020-03-20 30/2020-03-20 25/2020-03-20 30/2020-03-20 50/2020-03-20 40/2020-03-20 100/2020-03-20 25/2020-03-20 20/2020-03-20 10/2020-03-20 20/2020-03-20 50/2020-03-20 100/2020-03-20 10/2020-03-20 100/2020-03-20 50/2020-03-20 100/2020-03-20 20/2020-03-20 10/2020-03-20 100/2020-03-20 20/2020-03-20 250/2020-03-20 10/2020-03-20 35/2020-03-20 10/2020-03-20 20/2020-03-20 500/2020-03-20 40/2020-03-20 30/2020-03-20 40/2020-03-20 20/2020-03-20 20/2020-03-20 20/2020-03-20 20/2020-03-20 50/2020-03-20 20/2020-03-20 5/2020-03-20 50/2020-03-20 20/2020-03-20 20/2020-03-20 50/2020-03-20 50/2020-03-20 10/2020-03-20 50/2020-03-20 15/2020-03-20 10/2020-03-20 5/2020-03-20 10/2020-03-20 100/2020-03-20 10/2020-03-20 10/2020-03-20 50/2020-03-20 5/2020-03-20 20/2020-03-20 30/2020-03-20 20/2020-03-19 50/2020-03-19 10/2020-03-19 20/2020-03-19 30/2020-03-19 20/2020-03-19 300/2020-03-19 10/2020-03-19 50/2020-03-19 20/2020-03-19 50/2020-03-19 100/2020-03-19 30/2020-03-19 20/2020-03-19 10/2020-03-19 40/2020-03-19 5/2020-03-19 10/2020-03-19 20/2020-03-19 50/2020-03-19 15/2020-03-19 20/2020-03-19 100/2020-03-19 10/2020-03-19 10/2020-03-19 50/2020-03-19 50/2020-03-19 50/2020-03-19 20/2020-03-19 10/2020-03-19 10/2020-03-19 20/2020-03-19 10/2020-03-19 10/2020-03-19 10/2020-03-19 30/2020-03-19 20/2020-03-19 20/2020-03-19 30/2020-03-19 25/2020-03-19 20/2020-03-19 50/2020-03-19 20/2020-03-19 30/2020-03-19 10/2020-03-19 30/2020-03-19 20/2020-03-19 100/2020-03-19 50/2020-03-19 20/2020-03-19 20/2020-03-19 10/2020-03-19 50/2020-03-19 15/2020-03-19 30/2020-03-19 20/2020-03-19 50/2020-03-19 5/2020-03-19 20/2020-03-19 30/2020-03-19 40/2020-03-19 100/2020-03-19 30/2020-03-19 10/2020-03-19 30/2020-03-19 20/2020-03-19 50/2020-03-19 25/2020-03-19 10/2020-03-19 30/2020-03-19 20/2020-03-19 10/2020-03-19 25/2020-03-19 40/2020-03-19 5/2020-03-19 10/2020-03-19 50/2020-03-19 40/2020-03-19 25/2020-03-19 25/2020-03-19 10/2020-03-19 10/2020-03-19 20/2020-03-19 10/2020-03-19 10/2020-03-19 20/2020-03-19 5/2020-03-19 20/2020-03-19 30/2020-03-19 20/2020-03-19 10/2020-03-19 10/2020-03-19 10/2020-03-19 10/2020-03-19 25/2020-03-19 5/2020-03-19 10/2020-03-19 10/2020-03-19 10/2020-03-19 10/2020-03-19 20/2020-03-19 50/2020-03-19 10/2020-03-19 550/2020-03-19 10/2020-03-19 56/2020-03-19 50/2020-03-19 25/2020-03-19 50/2020-03-19 50/2020-03-19 15/2020-03-19 30/2020-03-19 20/2020-03-19 100/2020-03-19 20/2020-03-19 10/2020-03-19 50/2020-03-19 10/2020-03-19 100/2020-03-19 20/2020-03-19 1000/2020-03-19 50/2020-03-19 50/2020-03-19 50/2020-03-19 10/2020-03-19 30/2020-03-19 50/2020-03-19 25/2020-03-19 10/2020-03-19 20/2020-03-19 20/2020-03-19 5/2020-03-19 15/2020-03-19 50/2020-03-19 100/2020-03-19 10/2020-03-19 50/2020-03-19 50/2020-03-19 20/2020-03-19 50/2020-03-19 30/2020-03-19 5/2020-03-19 10/2020-03-19 10/2020-03-19 20/2020-03-19 200/2020-03-19 25/2020-03-19 15/2020-03-19 10/2020-03-19 20/2020-03-19 100/2020-03-19 50/2020-03-19 25/2020-03-19 10/2020-03-19 15/2020-03-19 50/2020-03-19 10/2020-03-19 30/2020-03-19 10/2020-03-19 25/2020-03-19 30/2020-03-19 20/2020-03-19 50/2020-03-19 150/2020-03-19 10/2020-03-19 10/2020-03-19 50/2020-03-19 30/2020-03-19 25/2020-03-19 10/2020-03-19 25/2020-03-19 100/2020-03-19 20/2020-03-19 20/2020-03-19 50/2020-03-19 20/2020-03-19 300/2020-03-19 10/2020-03-19 20/2020-03-18 5/2020-03-18 20/2020-03-18 10/2020-03-18 50/2020-03-18 18/2020-03-18 150/2020-03-18 10/2020-03-18 25/2020-03-18 30/2020-03-18 30/2020-03-18 20/2020-03-18 50/2020-03-18 9/2020-03-18 100/2020-03-18 20/2020-03-18 100/2020-03-18 5/2020-03-18 10/2020-03-18 15/2020-03-18 15/2020-03-18 30/2020-03-18 20/2020-03-18 30/2020-03-18 20/2020-03-18 20/2020-03-18 30/2020-03-18 10/2020-03-18 10/2020-03-18 50/2020-03-18 20/2020-03-18 25/2020-03-18 20/2020-03-18 10/2020-03-18 20/2020-03-18 100/2020-03-18 55/2020-03-18 5/2020-03-18 10/2020-03-18 10/2020-03-18 5/2020-03-18 25/2020-03-18 30/2020-03-18 10/2020-03-18 10/2020-03-18 20/2020-03-18 20/2020-03-18 20/2020-03-18 10/2020-03-18 7/2020-03-18 20/2020-03-18 10/2020-03-18 5/2020-03-18 10/2020-03-18 5/2020-03-18 5/2020-03-18 5/2020-03-18 10/2020-03-18 10/2020-03-18 10/2020-03-18 20/2020-03-18 25/2020-03-18 60/2020-03-18 10/2020-03-18 30/2020-03-18 50/2020-03-18 20/2020-03-18 10/2020-03-18 10/2020-03-18 50","WE ARE IN THE MIDST OF A GLOBAL PANDEMIC. SUPERMARKET SHELVES ARE EMPTY. BUSINESSES ARE CLOSING. PEOPLE ARE LOSING WORK.     1.3 MILLION FOOD BANK PARCELS WERE HANDED OUT BY THE TRUSSELL TRUST IN EMERGENCY SITUATIONS LAST YEAR  to people who would have gone hungry if not for charitable help.    I've been a food bank user myself. I'm only here today because of the kindness of strangers - donating food  distributing it  identifying that I was struggling and helping me out.     And now the supermarket shelves are empty. People are filling up their own trollies and cupboards to try to deal with the panic of an unknown pandemic - and food banks up and down the country are running out of food.    As the impact of coronavirus takes hold  and the knock on effect of unpaid work  unfulfilled contracts  zero hours workers getting literally zero hours  new universal credit claims (currently a six week delay  who knows how much longer it will be with so many new claims to process?!)  More and more people are going to find themselves at the door of the food bank  only to find that their shelves are empty too.    It's my birthday today (17th March) and I'm sitting here on my sofa at half past midnight truly thankful to be seeing another birthday at all. But all I want - really - is for people to dig as deep as they can and help restock struggling food banks so that the most vulnerable people in our neighbourhoods can access a little help in this precarious and difficult time.    People who can't afford to stockpile. People who buy their shopping in meagre amounts day to day. People who were already struggling who now won't be able to make ends meet.    We don't know how Covid19 is going to end up. We have no idea of the impact on our economy  society  communities. But poverty is already isolating  lonely  and exhausting. If we all turn inwards and only look after ourselves  more and more people are going to slip through the cracks.    All the money raised here does directly to the TRUSSELL Trust who will use it to support people in need and at risk of food insecurity and hunger throughout the UK.    If you can't afford to donate - sharing it on social media is free. Thankyou for your support.    The Trussell Trust  in conjunction with local communities  develops and runs sustainable projects in the UK tackling poverty and exclusion. Through the UK Foodbank Network and Community Enterprises we work with marginalised people in real need  providing practical care and support. www.trusselltrust.org.    All the best    Jack Monroe. ",False
