Title,Location,Link,Raised,Target,MostRecentDonation,Created,Organization,OrganizationDetails,DonationCount,Donations,Description,Complete
" The Sincil Foodbank ","Lincoln, East Midlands, United Kingdom",https://www.gofundme.com/f/the-sincil-foodbank,2500,1415,2021-08-03,2019-08-16,,,41,"2021-08-03 25/2021-08-03 10/2021-08-02 20/2021-04-22 20/2021-01-11 200/2020-12-10 11/2020-12-07 50/2020-12-01 20/2020-11-19 50/2020-11-01 20/2020-10-26 100/2020-10-05 20/2020-06-13 40/2020-06-11 100/2020-06-05 100/2020-05-21 10/2020-05-14 30/2020-05-14 20/2020-05-05 10/2020-05-02 5/2020-04-22 20/2020-04-01 20/2020-03-31 5/2020-03-24 9/2020-03-20 21/2020-03-20 10/2020-03-20 10/2020-03-20 100/2020-03-20 50/2020-03-20 10/2020-03-19 30/2020-03-19 100/2020-03-19 10/2020-03-19 100/2020-03-19 9/2020-03-19 5/2020-03-19 10/2020-03-19 10/2020-03-19 10/2020-03-19 5/2020-03-19 10","In some areas of Lincolnshire 2 in 5 children face the fact they may not get a hot meal that day.     The Sincil Food bank has been set up to halt the hunger in Lincolnshire.     All donations to this cause will stay in the Lincolnshire area.    Proceeds will go towards benefiting those in crisis who cannot afford a hot meal or the most basic of sanitary products.     They need our help.    Follow us on twitter @sincilfoodbank or facebook /sincilfoodbank",False
" Help Kirkby Food Bank help Kirkby people ","Liverpool, North West England, United Kingdom",https://www.gofundme.com/f/help-kirkby-food-bank-help-kirkby-people,5000,4420,2021-07-27,2020-04-05,"NORTHWOOD CHAPEL","Registered nonprofitDonations eligible for Gift Aid.",105,"2021-07-27 30/2021-07-19 30/2021-07-05 30/2021-06-30 30/2021-06-25 20/2021-06-25 30/2021-04-20 10/2021-04-14 10/2021-02-23 30/2021-02-06 200/2021-01-20 140/2021-01-08 25/2020-12-23 20/2020-12-18 10/2020-10-25 20/2020-10-23 35/2020-10-11 160/2020-07-16 20/2020-07-15 20/2020-07-14 500/2020-07-13 20/2020-07-06 30/2020-06-24 180/2020-06-05 15/2020-05-31 30/2020-05-27 30/2020-05-22 20/2020-05-17 30/2020-05-14 20/2020-05-09 165/2020-05-08 200/2020-05-05 100/2020-05-01 20/2020-04-30 5/2020-04-29 10/2020-04-25 50/2020-04-25 20/2020-04-22 5/2020-04-20 145/2020-04-18 10/2020-04-18 5/2020-04-17 250/2020-04-16 85/2020-04-16 10/2020-04-15 10/2020-04-15 50/2020-04-11 30/2020-04-11 30/2020-04-10 30/2020-04-10 20/2020-04-10 50/2020-04-10 5/2020-04-10 20/2020-04-10 10/2020-04-09 10/2020-04-09 20/2020-04-09 100/2020-04-08 5/2020-04-08 25/2020-04-08 10/2020-04-08 20/2020-04-08 10/2020-04-08 20/2020-04-08 5/2020-04-08 20/2020-04-08 10/2020-04-08 20/2020-04-08 50/2020-04-07 20/2020-04-07 125/2020-04-07 20/2020-04-07 20/2020-04-07 10/2020-04-06 10/2020-04-06 5/2020-04-06 10/2020-04-06 20/2020-04-06 10/2020-04-06 10/2020-04-06 20/2020-04-06 50/2020-04-06 20/2020-04-06 20/2020-04-06 25/2020-04-06 170/2020-04-06 20/2020-04-06 20/2020-04-06 5/2020-04-06 20/2020-04-05 20/2020-04-05 50/2020-04-05 10/2020-04-05 20/2020-04-05 25/2020-04-05 50/2020-04-05 10/2020-04-05 10/2020-04-05 20/2020-04-05 15/2020-04-05 25/2020-04-05 20/2020-04-05 20/2020-04-05 30/2020-04-05 10/2020-04-05 50","Do you want to join me in making a difference? I'm raising money in aid of Kirkby Food Bank at NORTHWOOD CHAPEL and every donation will help. Thank you in advance for your contribution to this cause that means so much to me.",False
" Support Seahaven Foodbank ","Newhaven, South East England, United Kingdom",https://www.gofundme.com/f/seahaven-foodbank,15000,12609,2021-07-12,2020-04-16,"Sussex Community Development Association","Registered nonprofitDonations eligible for Gift Aid.",173,"2021-07-12 100/2021-06-13 200/2021-03-24 100/2021-03-05 30/2021-02-26 100/2021-02-17 500/2021-02-14 100/2021-02-13 10/2021-02-13 40/2021-02-12 10/2021-02-12 20/2021-02-11 10/2021-02-10 25/2021-02-10 20/2021-02-10 10/2021-02-10 10/2021-02-10 10/2021-02-10 10/2021-02-05 100/2021-02-05 100/2021-02-04 10/2021-02-04 30/2021-02-03 10/2021-02-03 20/2021-02-03 20/2021-02-03 45/2021-02-03 27/2021-02-03 100/2021-02-03 5/2021-01-31 45/2021-01-17 90/2021-01-14 30/2021-01-12 200/2021-01-10 250/2021-01-07 50/2021-01-05 100/2021-01-04 100/2021-01-01 20/2020-12-31 100/2020-12-29 100/2020-12-24 100/2020-12-22 25/2020-12-21 50/2020-12-21 10/2020-12-21 15/2020-12-21 400/2020-12-18 20/2020-12-18 30/2020-12-18 50/2020-12-17 100/2020-12-17 20/2020-12-14 20/2020-12-12 100/2020-12-09 200/2020-12-09 200/2020-12-09 150/2020-12-09 100/2020-12-08 37/2020-12-07 30/2020-12-07 30/2020-12-04 20/2020-12-03 20/2020-12-03 30/2020-12-03 100/2020-12-01 100/2020-11-30 20/2020-11-30 20/2020-11-26 100/2020-11-25 10/2020-11-25 100/2020-11-25 100/2020-11-23 30/2020-11-22 25/2020-11-21 20/2020-11-18 200/2020-11-16 150/2020-11-16 100/2020-11-10 100/2020-11-09 100/2020-11-06 50/2020-11-06 100/2020-11-03 100/2020-11-01 100/2020-10-31 15/2020-10-30 50/2020-10-30 50/2020-10-29 20/2020-10-26 20/2020-10-26 15/2020-10-26 20/2020-10-25 100/2020-10-25 25/2020-10-24 20/2020-10-23 200/2020-10-21 50/2020-10-03 40/2020-09-12 30/2020-09-09 100/2020-09-04 120/2020-09-01 50/2020-08-21 10/2020-08-06 50/2020-08-03 100/2020-08-01 50/2020-07-31 100/2020-07-19 50/2020-07-19 100/2020-07-18 47/2020-07-17 10/2020-07-15 425/2020-07-01 100/2020-07-01 20/2020-06-30 60/2020-06-28 600/2020-06-27 100/2020-06-27 100/2020-06-24 25/2020-06-17 50/2020-06-11 50/2020-06-10 10/2020-06-08 50/2020-06-01 50/2020-05-27 20/2020-05-27 20/2020-05-27 100/2020-05-26 50/2020-05-26 55/2020-05-23 100/2020-05-22 1000/2020-05-22 25/2020-05-21 60/2020-05-19 20/2020-05-19 20/2020-05-18 20/2020-05-16 30/2020-05-15 25/2020-05-15 20/2020-05-15 20/2020-05-15 50/2020-05-14 20/2020-05-14 10/2020-05-14 18/2020-05-13 760/2020-05-13 50/2020-05-12 10/2020-05-12 10/2020-05-12 25/2020-05-12 10/2020-05-08 10/2020-05-01 25/2020-05-01 5/2020-04-30 30/2020-04-29 45/2020-04-29 90/2020-04-27 20/2020-04-27 50/2020-04-27 30/2020-04-27 50/2020-04-27 20/2020-04-26 100/2020-04-24 20/2020-04-24 10/2020-04-24 20/2020-04-23 30/2020-04-22 10/2020-04-21 20/2020-04-21 20/2020-04-21 20/2020-04-21 20/2020-04-20 25/2020-04-19 50/2020-04-16 10/2020-04-16 10","Seahaven Foodbank  also known as Newhaven Foodbank  provides food parcels to families and individuals in Newhaven  Sussex  and the surrounding areas.    The fall off in food donations caused by the Covid-19 crisis and the jump in demand that we have seen for the service has meant that we have had to start buying food and other essential products. This  together with the need to move to a delivery model and the widening of the geographical area served  has increased our costs significantly. A financial donation will enable supplies to be purchased and distributed to those who are struggling and vulnerable. A food parcel for an individual for one week costs £14  or £18 with toiletries. All donations will go directly to purchasing items for food parcels.     More information about Sussex Community Development Association: SCDA works across East Sussex delivering community based services aimed at addressing the needs of the most vulnerable in the community  including Young people's activities  youth club  specialist counselling Info and Advice Hub in Newhaven Seahaven Food Bank Counselling services Support for survivors of suicide Safe from Harm Community activities  courses and events Employability projects Denton Island Nursery Family and children's activities Activities and events for BAME communities    See www.sussexcommunity.org.uk for more information.",False
" We Care Food Bank Christmas appeal ","London, Greater London, United Kingdom",https://www.gofundme.com/f/we-care-food-bank-christmas-appeal,10000,1864,2021-07-15,2020-10-24,,,69,"2021-07-15 50/2021-07-08 20/2021-05-08 50/2021-04-16 300/2021-04-15 6/2021-04-15 30/2021-04-14 11/2021-04-14 15/2021-04-07 5/2021-03-31 15/2021-03-24 16/2021-03-03 20/2021-02-14 10/2021-02-11 5/2021-02-11 30/2021-02-08 20/2021-02-06 5/2021-01-30 30/2021-01-30 5/2021-01-26 11/2021-01-24 20/2021-01-17 25/2021-01-15 20/2021-01-14 10/2021-01-04 80/2020-12-26 20/2020-12-23 20/2020-12-23 10/2020-12-23 5/2020-12-20 70/2020-12-18 20/2020-12-17 10/2020-12-15 250/2020-12-15 30/2020-12-11 10/2020-12-08 10/2020-12-06 10/2020-11-29 20/2020-11-29 25/2020-11-26 5/2020-11-20 20/2020-11-17 10/2020-11-15 10/2020-11-15 50/2020-11-15 10/2020-11-12 20/2020-11-07 50/2020-11-06 10/2020-11-06 10/2020-11-05 5/2020-11-01 20/2020-10-31 10/2020-10-31 10/2020-10-30 30/2020-10-27 10/2020-10-27 25/2020-10-26 25/2020-10-26 10/2020-10-25 20/2020-10-25 20/2020-10-25 50/2020-10-25 20/2020-10-25 10/2020-10-25 10/2020-10-25 20/2020-10-25 20/2020-10-24 10/2020-10-24 5/2020-10-24 20","Marcus Rashford has done a brilliant job in highlighting the crisis that many people face during normal times when their children qualify for free school meals  but are left to go hungry during the school holidays. GoFundMe https://gf.me/u/x8m3fw Since We Care was launched as the UK's largest independent food bank and advice and support hub in Lewisham in 2014  we have always ensured that  during school holidays and Christmas  children and the hungry families they come from do not have to worry about putting food on the table. This half term  however  and over this coming Christmas  we truly need your help to feed the new wave of people and pets from across London who are in crisis and will be coming through our doors this winter at Kath's Place  50 Friendly Street  Deptford SE8 4DR.    Can you imagine losing up to 40% of your monthly income? That is the reality for so many people in the present crisis. Rents are so high in our area that people in work do not have enough cash to pay the rent and  probably for the first time in their lives  are having to trade a visit to their local coffee shop for a visit to the We Care Food Bank and Food Pantry for help  advice  support and solidarity. Embarrased and even ashamed  but even more desperate and distraught that their kids are going hungry  mums tell us that they can go days without food  and  on average  it takes people at least a week of going hungry before they finally come through our doors and ask for help. We really do need your donation this Christmas GoFundMe https://gf.me/u/x8m3fw . Becasue we help everyone and anyone and do not focus on one particular group (such as refugees or the homeless) we get absolutely NO national or local government funding or any other type of funding. Anyone and everyone in crisis is welcome at We Care  #homeless #refugees #elderly #temporayhousing #lgbtq #bame #disabled #selfemployed #endchildfoodpoverty.    If YOu need help come see us  if you can spare the cost of a cup of coffee PLEASE donate GoFundMe https://gf.me/u/x8m3fw .    The Crisis in poverty in the Uk estimated at 12 million and rising by the Government  lead to Kath Duncan Equality & Civil rights Network to launch this Parliament petition calling on the Government and all political parties to appoint a Minister 4 Poverty to insure all public policies are monitored and how they impact on Health. Housing. Education. Overseas Aid  in taking people out of poverty this crisis and beyond. ( please sign here and share -email across your network) https://petition.parliament.uk/petitions/328533) because a parliament petition is the only platform the Government has a legal obligation to respond.    I think you should check out this book  ""Food Bank Britain"" by Ray Barron-Woolford.          Start reading it for free: http://amzn.eu/7djhJg8          Please watch & share short film about #WeCare #foodbank new #Foodpantry open 2 all at our new #Deptford #Community #Shop #Advice #Food & #Support hub https://t.co/zFzVDS4Th3.https://t.co/SlPG8W26HL    https://twitter.com/Raywoolford/status/1314256751060045824?s=20    #This Campaign has been supported by grassroots community organisations across the UK and led by www.kathduncan-equality-civilrights-network.co.uk  whose work you can discover more about on this website link  and do check out its webshop selling ethically produced T-shirts #blacklivesmatter #metoo #animalshaverights #QueerLivesMatter #KathDuncan #RefugeesHaveHuman Rights #makepovertyhistory that fund our work and make great gifts. This Project is bought about by the people behind We Care Food Bank. Corona Community Support Network. #Chrissysentus homeless outreach.     The Crisis in poverty in the Uk estimated at 12 million and rising by the Government  lead to Kath Duncan Equality & Civil rights Network to launch this Parliament petition calling on the Government and all political parties to appoint a Minister 4 Poverty to insure all public policies are monitored and how they impact on Health. Housing. Education. Overseas Aid  in taking people out of poverty this crisis and beyond. ( please sign here and share -email across your network) https://petition.parliament.uk/petitions/328533) because a parliament petition is the only platform the Government has a legal obligation to respond.    I think you should check out this book  ""Food Bank Britain"" by Ray Barron-Woolford.          Start reading it for free: http://amzn.eu/7djhJg8",False
" Half Marathon for Barrow Foodbank ","Barrow-in-Furness, North West England, United Kingdom",https://www.gofundme.com/f/half-marathon-for-barrow-food-bank,1000,1862,2021-05-10,2021-02-03,"BARROW FOOD BANK LIMITED","Registered nonprofitDonations eligible for Gift Aid.",101,"2021-05-10 10/2021-05-04 110/2021-05-03 40/2021-05-01 20/2021-05-01 20/2021-04-29 30/2021-04-28 10/2021-04-25 10/2021-04-25 20/2021-04-25 5/2021-04-24 10/2021-04-24 10/2021-04-24 10/2021-04-24 5/2021-04-24 21/2021-04-24 5/2021-04-24 10/2021-04-24 10/2021-04-24 15/2021-04-24 11/2021-04-24 20/2021-04-23 30/2021-04-23 10/2021-04-23 20/2021-04-23 20/2021-04-22 10/2021-04-22 5/2021-04-21 10/2021-04-19 25/2021-04-18 25/2021-04-13 5/2021-04-12 10/2021-04-11 20/2021-04-11 10/2021-04-11 10/2021-04-11 5/2021-04-07 20/2021-04-04 20/2021-04-02 20/2021-04-02 10/2021-04-02 20/2021-04-01 35/2021-03-24 20/2021-03-22 10/2021-03-22 10/2021-03-22 10/2021-03-22 10/2021-03-18 20/2021-03-14 10/2021-03-14 5/2021-03-14 25/2021-03-13 25/2021-03-07 100/2021-03-03 10/2021-02-28 25/2021-02-28 40/2021-02-27 10/2021-02-27 10/2021-02-24 15/2021-02-24 15/2021-02-24 70/2021-02-24 100/2021-02-23 50/2021-02-22 20/2021-02-22 10/2021-02-22 20/2021-02-17 10/2021-02-16 10/2021-02-13 30/2021-02-13 10/2021-02-13 10/2021-02-12 10/2021-02-12 10/2021-02-12 20/2021-02-11 10/2021-02-11 10/2021-02-11 10/2021-02-11 20/2021-02-11 15/2021-02-11 15/2021-02-11 10/2021-02-11 10/2021-02-11 20/2021-02-10 10/2021-02-10 10/2021-02-10 15/2021-02-10 15/2021-02-10 5/2021-02-10 20/2021-02-10 5/2021-02-10 10/2021-02-10 10/2021-02-10 20/2021-02-10 50/2021-02-10 10/2021-02-10 10/2021-02-10 20/2021-02-10 5/2021-02-10 20/2021-02-10 10/2021-02-10 5","Every day people in the UK go hungry for reasons ranging from redundancy to receiving an unexpected bill on a low income. A simple box of food makes a big difference  with foodbanks helping prevent crime  housing loss  family breakdown and mental health problems. Barrow Foodbank is a project founded by local churches and community groups  working together towards stopping hunger in our local area. There has never been a more crucial time to help those who are less fortunate than us - which is why I have organised this event.     The Covid-19 effect   Well before Covid-19 hit the UK  food banks in the Trussell Trust network had been seeing year-on-year increases in levels of need  with 1.9 million emergency food parcels given out in 2019/20. As Covid-19 hit the UK  the Trussell Trust saw an immediate and sustained surge in need across its food banks. In April there was an 89% increase in the number of emergency food parcels given out compared with the same month in 2019. This included a 107% increase in the number of parcels given to children  compared to the same period last year. New findings show that almost 100 000 households received support from a food bank in the Trussell Trust network for the very first time between April and June 2020. It's no secret that the pandemic has had a significant impact on people's jobs and finances - increasing the use of foodbanks nationwide.     What are we doing?   Since March 2020  many people (including myself) have adopted a new hobby in running. Whether it is to pass time  get out of the house  keep fit whilst the gyms are closed or a tool to manage your mental health. Everyone has their individual reasons for running and it would be fantastic to use this as an opportunity to help and support our local foodbank through completing a half marathon challenge (13.1 miles or 21.09 kilometres).     When?  Those who are taking part will complete the run on either Friday 23rd April  Saturday 24th April or Sunday 25th April - uploading their run to the page when complete.     Donations  There is a group target amount of £1 000 and every penny donated is hugely appreciated. However  I am conscious of the financial difficulties that many people face due to the current situation  therefore  it is absolutely fine if you are unable to donate - you can always share this page instead!     If you would like more information or if you would like to take part  please message me directly.     https://barrow.foodbank.org.uk/    https://www.trusselltrust.org/    ",False
" Support Lewisham Local Food Bank born from Barbers ","London, Greater London, United Kingdom",https://www.gofundme.com/f/support-lewisham-local-food-bank-born-from-barbers,4000,2780,2021-06-08,2020-04-22,,,74,"2021-06-08 40/2021-05-11 30/2021-05-05 25/2021-05-05 25/2021-05-04 25/2021-03-25 100/2021-02-26 100/2021-02-26 200/2021-02-24 20/2021-02-23 50/2021-02-08 30/2021-02-06 20/2021-02-06 10/2021-02-05 10/2021-02-04 20/2021-02-04 10/2021-02-03 10/2021-02-01 15/2021-01-29 20/2021-01-28 200/2021-01-25 15/2021-01-06 250/2020-12-07 50/2020-12-07 10/2020-11-26 25/2020-11-16 30/2020-11-10 30/2020-10-27 50/2020-10-20 50/2020-08-27 50/2020-08-06 20/2020-07-22 50/2020-07-04 10/2020-07-03 25/2020-07-03 25/2020-07-03 50/2020-07-02 20/2020-07-02 50/2020-07-02 30/2020-07-01 5/2020-07-01 5/2020-07-01 30/2020-07-01 10/2020-07-01 10/2020-07-01 20/2020-07-01 25/2020-06-11 20/2020-06-09 25/2020-06-09 10/2020-06-09 15/2020-06-09 15/2020-06-09 50/2020-06-08 10/2020-06-08 20/2020-06-08 30/2020-06-08 20/2020-06-08 100/2020-05-30 135/2020-05-25 20/2020-05-25 20/2020-05-15 50/2020-05-10 50/2020-05-08 25/2020-05-06 100/2020-04-27 20/2020-04-26 30/2020-04-24 10/2020-04-24 20/2020-04-24 10/2020-04-24 10/2020-04-24 25/2020-04-23 20/2020-04-22 5/2020-04-22 10","Ziggy  the owner of Progress Barbers in Catford  Lewisham has done something well out of the ordinary...        Due to the pandemic  countless numbers of small and local businesses have been forced to close - with barbershops/hair salons being examples of the businesses that are suffering the most. Now  the normal response for the owner of a business like this would be to take advantage of rate relief  seek bridge funding for the business and also look for financial support being offered to people that are self-employed.    But not Ziggy...        Ziggy has converted the Barbershop into a Food Bank that is specifically focused on helping the elderly and other vulnerable members of the local community to have access to the food and sustenance they need in a time when it may be challenging to make trips to supermarkets or go shopping themselves.    We all know that local businesses like barbershops are massive pillars within communities as they are connected to so many people and aware of a range of local issues. So  who better and where better for a Food Bank to support vulnerable people to come from?        As it stands  Ziggy is not only travelling (on his own dime) to his shop  to the homes of people who cannot make it to his Food Bank and even spending his own money to buy food if he is short on donations from local people that are aware his Food Bank Exists. ALL WHILST HE IS LOSING MONEY AS HE CANNOT TRADE AND RUN HIS BUSINESS AS NORMAL.    So  now we need to support this local hero by helping to alleviate the financial pressure that comes from still having to maintain the utility costs at the shop  the transport costs that come with running the Food Bank and also to help access further food to support vulnerable local people.",False
" Broxtowe Community Projects Food bank ","Beeston, East Midlands, United Kingdom",https://www.gofundme.com/f/fund-a-food-bank-premises,10000,880,2021-05-22,2020-09-21,,,28,"2021-05-22 5/2021-03-13 5/2021-03-03 10/2021-02-22 100/2021-01-23 10/2021-01-22 30/2021-01-09 10/2021-01-06 50/2021-01-06 20/2020-12-23 20/2020-12-21 25/2020-12-02 15/2020-11-29 15/2020-11-29 50/2020-11-21 5/2020-11-02 100/2020-10-29 25/2020-10-26 150/2020-10-24 5/2020-10-22 15/2020-10-22 45/2020-10-19 30/2020-10-16 5/2020-10-16 5/2020-10-12 100/2020-10-12 10/2020-10-11 10/2020-09-21 10","Over the past six months we’ve been operating as the Broxtowe Labour Hub foodbank and to date we’ve made more than 3000 deliveries  providing food for over 8000 people in the Broxtowe area. We never imagined that six months on we would still be working on the foodbank  the need has not gone away - if anything it’s needed now more than ever. ⠀ The food bank team are now launching a new charity to carry on this important work  as well as aiming to deliver some other exciting new projects. The new group is called ‘Broxtowe Community Projects’ and we are currently fundraising to secure our own premises and continue funding the much needed food parcels. Today we had some really exciting news about a premises and now launching the charity has become a reality. ⠀ We are asking people to contribute to the running costs of this charity in order to keep our shelves stocked and to help us invest in important community projects which will improve the lives and opportunities for the people of Broxtowe. We are fortunate to have secured a premises rent free  but the need for food is increasing so funds are needed now more than ever. The £10000 we are hoping to raise will keep our shelves well stocked for the next six months and allow us to invest in a range of training for our volunteers  introduce more grants and support schemes for our service users and maybe even secure a van to enable our service to travel. We are fairly unique amongst food banks in that we do not limit the number of food parcels someone can access in a year  we accept self referrals and also offer fresh food that includes fruit and vegetables  cheese  milk and a range of frozen foods in addition to the usual ambient packets. We also try and offer our service users a degree of choice to ensure a sense of dignity and we provide advice  guidance and onward referrals where needed. Please if you can  give generously so we can continue to do this important work. Thank you  Broxtowe Community Projects Team. ",False
" Mini food banks - hand made can donation banks ","London, Greater London, United Kingdom",https://www.gofundme.com/f/28wedtc3pc,2000,1720,2021-05-18,2021-01-08,,,44,"2021-05-18 10/2021-05-15 100/2021-05-07 15/2021-05-01 15/2021-05-01 50/2021-04-08 10/2021-04-05 20/2021-03-27 50/2021-03-26 15/2021-03-24 50/2021-03-23 10/2021-03-22 5/2021-03-21 150/2021-03-16 20/2021-03-16 30/2021-03-15 20/2021-03-15 40/2021-03-07 20/2021-03-04 20/2021-02-27 10/2021-02-25 20/2021-02-24 20/2021-02-24 20/2021-02-19 122/2021-02-18 150/2021-02-16 30/2021-02-04 40/2021-01-19 40/2021-01-19 10/2021-01-17 8/2021-01-17 335/2021-01-16 10/2021-01-16 5/2021-01-15 20/2021-01-15 150/2021-01-14 5/2021-01-14 5/2021-01-13 10/2021-01-13 10/2021-01-13 10/2021-01-13 10/2021-01-13 10/2021-01-13 10/2021-01-11 10","I’m making mini donation boxes for Pl84u Al Suffa foodbank in wood st.     Designed to look like miniature highly detailed East London style stores complete with lights  to be placed on a selection of fences in Waltham Forest.       The Artist Sean Rodrigo has previously decorated a Tiny Street Library in Walthamstow as a hand painted Edwardian home  and also completed a community project called The Mini Morris Project connecting the children of E17 with 500 free paintable hand-cast plaster sculpture kits of William Morris.     The boxes will serve as a donation point for canned food  where members can donate or talk cans from the box when they need it  and also for the food bank charity to pickup when the boxes are full.     Food banks are currently very busy as people are being hit hard by work instability caused by COVID 19. PL84U Al Suffa Food bank’s mission is to Serve the community of the Elderly  Homeless and those ‘In need’ people of faith and non-faith groups who are living in conditions of social-economic  cultural deprivation and isolation. Providing a free meal and friendly environment for the elderly people in need & homeless in east London. They offer weekly fresh quality foodbank sessions for shopping for families and individuals.    For more information or to donate directly please visit www.pl84u-alsuffa.org        We hope these boxes give people an approachable way to get food without the stigma of visiting a food bank and also as a way to enrich the streets with a beautiful new mini landmark.     The intention is to cover the cost of building the boxes  paint  lights  tools and 3D printing material for 7 boxes     UPDATE - We are extending the project to add functionality to the boxes to allow the charity to be notified when the boxes are full and ready for pickup.",False
" Raise the Rent for Canterbury Food Bank ","Canterbury, South East England, United Kingdom",https://www.gofundme.com/f/raise-the-rent-for-canterbury-food-bank,16000,11718,2021-07-23,2021-05-13,"Canterbury Food Bank","Registered nonprofitDonations eligible for Gift Aid.",41,"2021-07-23 18/2021-07-21 20/2021-07-16 1000/2021-06-25 45/2021-06-25 18/2021-06-24 5/2021-06-23 20/2021-06-23 20/2021-06-15 24/2021-06-15 15/2021-06-11 1333/2021-06-11 5000/2021-05-29 10/2021-05-28 2000/2021-05-21 1000/2021-05-19 200/2021-05-17 50/2021-05-17 100/2021-05-15 20/2021-05-15 18/2021-05-15 10/2021-05-15 20/2021-05-15 20/2021-05-15 20/2021-05-15 75/2021-05-14 100/2021-05-14 20/2021-05-14 22/2021-05-14 50/2021-05-14 25/2021-05-14 20/2021-05-14 20/2021-05-14 100/2021-05-14 50/2021-05-14 50/2021-05-14 25/2021-05-14 100/2021-05-14 50/2021-05-14 10/2021-05-14 10/2021-05-14 5","Over the pandemic  Canterbury Food Bank has supported thousands of local residents facing food insecurity. Now  we need your support more than ever.    Due to massive demand and the end of the lease on our current Warehouse we are moving to a brand new home that will help us increase our capacity and speed up our operations  helping us to continue to put food donated by the community straight into the hands of those who need it.     This is an exciting chapter in Canterbury Food Bank’s history  and a brilliant opportunity for us to grow and change in response to new challenges. But it is also an expensive chapter; our previous premises were occupied on a peppercorn lease of £10 a month  so by paying the market rate for a suitable property our rental costs have been multiplied 133 times.     We are asking our community to help us raise a year of rent - £16 000 - up front so that all other funds can be used to buy and deliver food. Please donate and share this appeal widely to secure the future of the Food Bank as a key charity in the district.     PRESS RELEASE -    Canterbury Food Bank today launched a campaign to help pay for its new building - after its rent multiplied 133 times.     The charity is moving to another warehouse  specially converted to suit its needs  because the lease on its current premises has come to an end.    CFB had been paying a peppercorn rent of £10 a month for the old building  but will now have to pay market rate of £16 000 a year.     Its Raise the Rent campaign aims to cover the rental costs so that all other funds can be used to buy and deliver food. The new  bigger warehouse  near Whitstable  secures the future of CFB as a key charity in the district.     Demand in the past 12 months has at times more than trebled year-on-year and in December it provided enough food to make more than 10 000 meals.     The economic downturn caused by the Covid-19 crisis  and the uncertainty of Brexit  are the main reasons behind the spike.    The charity has signed a five-year lease on the 3 780 square foot  two storey warehouse  which will be used to store donations of food and as an office.     CFB chair Martin Ward said: “We’re pleased and relieved to have secured our long-term future at a time when our services have never seen such high demand.     “It has become clear over the past year that  even more than ever  a backstop is needed to help those who can not afford food.     “We are that backstop and it is our intention to remain so for as long as we are required.     “These are difficult times for many people and we ask the public to help us support those most in need.”    CFB provides emergency three-day food parcels to individuals and families in financial need across Canterbury  Whitstable  Herne Bay and surrounding villages.    It has donation baskets in all leading supermarkets including Sainsbury’s  Tesco  Asda and Morrisons  where people can leave dried or tinned food items. ",False
" Leyland Food Bank ","Lostock Hall, North West England, United Kingdom",https://www.gofundme.com/f/leyland-food-bank,1000,1086,2021-07-07,2020-11-27,,,19,"2021-07-07 50/2021-07-05 30/2021-05-31 40/2021-04-21 9/2021-04-21 10/2021-04-09 30/2021-03-17 10/2021-03-04 20/2021-02-08 500/2021-02-04 12/2021-01-28 30/2021-01-23 100/2021-01-12 100/2021-01-02 20/2020-12-22 25/2020-12-11 50/2020-12-06 20/2020-12-03 20/2020-12-01 10","We set up this page to make fundraising and donating easier (although we still accept Paypal donations via our Facebook page - link below - as well). We are all volunteers  so every penny donated gets used to help the people of Leyland who need it most.     Food donations are always most welcome  but they are sometimes not practical for people  while cash donations are a great help  as they mean not only we can buy in particular items when we run short of them   to help make up balanced parcels  they also act as a much-needed fall-back fund when food donations are low  so we can still maintain our service every week.    If you do choose to donate to this fundraiser  please accept our deepest thanks and gratitude  on behalf of ourselves and all the people we help. If you decide not to  then thanks for looking anyway.    Stay safe and well everybody. XXX    Facebook link: https://www.facebook.com/leylandfoodbank/",False
