Activities,Address,Charity,CharityDescription,Complete,Created,Donations,Link,MostRecentDonation,Operates,Postcode,Raised
,"St. Basil,Heath Mill Lane  Birmingham,  B9 4AX","St Basils","St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils.Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness.  ",False,2021-07-19,"2021-08-02 20/2021-07-30 15/2021-07-29 20/2021-07-28 15/2021-07-27 5/2021-07-27 30/2021-07-27 20/2021-07-27 30/2021-07-26 10/2021-07-26 20/2021-07-26 5/2021-07-26 5/2021-07-26 5/2021-07-25 20/2021-07-25 5/2021-07-24 10/2021-07-24 20/2021-07-24 20/2021-07-24 50/2021-07-24 15/2021-07-24 20/2021-07-24 15/2021-07-23 15/2021-07-23 15/2021-07-23 10/2021-07-23 30/2021-07-21 20/2021-07-21 10/2021-07-20 20/2021-07-20 10/2021-07-20 20/2021-07-19 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=BeckiLister&pageUrl=1,2021-08-02,,,560
,"Flat 15,Edgar Court  Sycamore Grove,New Malden  KT3 3DQ","Youth With A Mission, Bolivia - Operation Restoration","Operation Restoration -  Youth With A Mission Bolivia  Bringing hope to children living on the streets of Bolivia though  street work,  a reception house,  restoration homes  and  reintegration homes",False,2020-09-03,"2020-10-08 50/2020-10-04 10/2020-10-03 15/2020-10-02 50/2020-09-29 200/2020-09-29 30/2020-09-22 80/2020-09-21 50/2020-09-18 15/2020-09-17 50/2020-09-15 115/2020-09-08 30/2020-09-03 75",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=BillOConnor&pageUrl=2,2020-10-08,,,1110
,"St. Basil,Heath Mill Lane  Birmingham,  B9 4AX","St Basils","St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils.Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness.  ",True,,,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=BipinUka&pageUrl=1,,,,0
,"St. Basil,Heath Mill Lane  Birmingham,  B9 4AX","St Basils","St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils.Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness.  ",False,2021-06-25,"2021-08-02 20/2021-07-31 10/2021-07-23 20/2021-07-01 15/2021-06-30 15/2021-06-28 10/2021-06-26 20/2021-06-26 10/2021-06-26 15/2021-06-25 20/2021-06-25 20/2021-06-25 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=CarolBeresford&pageUrl=1,2021-08-02,,,210
,"Baptist Church,Victoria Street  Windsor,Berkshire  SL4 1EH","Windsor Homeless Project","  The Windsor Homeless Project  Enabling homeless and vulnerable people to rebuild their lives.  Our ambition is that every person in our community should have the chance to live a settled, self-supporting and fulfilling life.   We are here to provide a mixture of immediate and long term support to anyone who reaches out for help.  Most of our clients meet us at our drop-in day centre, which is open to anyone. Guests will be greeted with a warm welcome from our wonderful volunteers, a delicious hot meal, and the chance to ask for help.  We will then work with our clients, empowering them to work towards their own goals - whatever they may be - and taking the steps they need to, to rebuild their lives. This might include finding housing, finding employment or voluntary work, working towards better financial health, improving their health, or improving relationships. Whatever it is, we are here to support.  We could not be here without the fantastic support of our local community. Whether you're able to donate just once, or to donate once a month - thank you.  All our Supporters who donate on a monthly basis receive news and updates on how your generous donations have been used to help engage, empower, and rebuild the lives of some of the most vulnerable people in our community.  For more information, please feel free to drop us a line at info@windsorhomelessproject.org    Thank you.  ",True,2021-05-20,"2021-05-21 50/2021-05-20 25",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=ChrissieSimons&pageUrl=1,2021-05-21,,,75
,"St. Basil,Heath Mill Lane  Birmingham,  B9 4AX","St Basils","St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils.Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness.  ",True,2021-07-18,"2021-07-24 20/2021-07-24 50/2021-07-23 20/2021-07-23 50/2021-07-23 100/2021-07-23 10/2021-07-21 20/2021-07-18 25",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=Cornerstone&pageUrl=1,2021-07-24,,,295
,"St. Basil,Heath Mill Lane  Birmingham,  B9 4AX","St Basils","St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils.Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness.  ",True,2021-07-21,"2021-08-08 10/2021-07-23 20/2021-07-23 30/2021-07-22 20/2021-07-21 10/2021-07-21 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=WalsallWanderers&pageUrl=1,2021-08-08,,,100
,"22 Waghorn Street,  Chatham,  ME4 5LT","One Big Family - Helping The Homeless","Thank you for visiting our profile. One Big Family - Helping the Homeless help those who are homeless or in need. We operate in Medway, Maidstone and Yorkshire. We offer on street outreach giving food, sleeping bags, drinks, hygeine items etc.  We assist people with appointments for housing, benefits, addiction etc aswell as signposting to other services. In Medway we run a homeless Emergency Winter Refuge in Chatham which provides a safe place to stay and support to rough sleepers every Friday/Saturday and Sunday plus any night where the temperature is forecast zero degrees or below.  Over the last 2 years we have provided over 2000 beds.",True,2021-08-11,"2021-08-11 100",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=DarrenShaw7&pageUrl=5,2021-08-11,,,100
,"88 Old Street,  London,  EC1V 9HU",Shelter," We work to alleviate the distress caused by homelessness and bad housing by giving advice, information and advocacy to people in housing need, and by campaigning for lasting political change to end the housing crisis for good.   Shelter will help anyone with a housing problem, whether they are a home-owner struggling to pay their mortgage, a tenant in conflict with their landlord or a homeless person looking for a roof over their head. Our housing experts give advice and support by phone or email, or face-to-face at our network of housing aid centres and in county courts and outreach centres.   We also have specialist projects that provide long term support to people who are trying to escape bad housing and homelessness.   Shelter tackles the root causes of bad housing by lobbying government and local authorities for new laws and policies, and more investment, to improve the lives of homeless and badly housed people.  Our influential campaigns bring aspects of bad housing to the attention of the media and the public, who  help us fight for solutions.   Shelter believes that everybody needs a home in a place they can thrive. Our work won’t stop until there is a home for everyone.",True,2021-07-09,"2021-08-17 50/2021-08-16 50/2021-08-09 30/2021-08-09 50/2021-08-09 50/2021-08-09 100/2021-08-04 50/2021-07-30 50/2021-07-24 20/2021-07-14 100/2021-07-09 50/2021-07-09 30",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=FuLongTing&pageUrl=1,2021-08-17,,,630
,"St. Basil,Heath Mill Lane  Birmingham,  B9 4AX","St Basils","St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils.Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness.  ",True,2021-07-25,"2021-07-28 20/2021-07-26 50/2021-07-26 30/2021-07-25 15/2021-07-25 10/2021-07-25 50/2021-07-25 50",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=GaryHall&pageUrl=6,2021-07-28,,,225
,"Whitechapel Mission,212 Whitechapel Road  London,  E1 1BJ","The Whitechapel Mission","The Whitechapel Mission has been serving the homeless and marginalised for 144 years – including a day centre, skills training and career advice, activity programmes and specialist support for complex needs. Our centre in Whitechapel is open every day providing free; food, clothing, showers and advice. We are open to all, and we provide help face to face, by telephone and online. We believe everyone deserves chance, regardless of their background, race or religion.   Our goal is to help people to help themselves, giving them the confidence they need to become independent, which we do through practical support and advice and by teaching the life skills they need to succeed.      We believe in keeping promises, which we use to guide our work, 365 days of the year:",False,2021-04-10,"2021-07-25 20/2021-07-24 10/2021-07-24 10/2021-07-23 30/2021-07-21 10/2021-07-20 50/2021-07-20 10/2021-07-20 30/2021-07-19 15/2021-07-19 50/2021-04-27 30/2021-04-23 40/2021-04-10 30",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=GordonWilhelm&pageUrl=1,2021-07-25,,,365
,"PO Box 2488,  Watford,Hertfordshire  WD18 1YL","Al-Mizan Charitable Trust","Al-Mizan Charitable Trust (charity no. 1135752) supports people living in poverty across the UK, regardless of their faith or cultural background.  Although Britain is seen as a wealthy country, one in five people live below the official poverty line and struggle with the rising costs of living.  The Trust provides small grants, which help with the costs of education and training, employment and enterprise, household items, medical and mobility, and subsistence. The Trust also distributes Food Parcels, Back to School Backpacks, Winter Warmer Packs, and Mother & Baby Kits.",False,2021-07-02,"2021-07-02 100/2021-07-02 20/2021-07-02 30/2021-07-02 25/2021-07-02 30/2021-07-02 20/2021-07-02 100/2021-07-02 20/2021-07-02 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=HammadKhan1&pageUrl=1,2021-07-02,,,385
,"1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX","Herts Young Homeless","Herts Young Homeless – making a difference to the lives of young homeless people  At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently. We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment.  hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this. Where will the money go?  All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.       ",False,2021-04-17,"2021-06-07 10/2021-05-25 20/2021-05-13 5/2021-05-13 10/2021-05-12 10/2021-05-12 10/2021-05-07 10/2021-05-04 10/2021-04-23 50/2021-04-17 20/2021-04-17 5/2021-04-17 20/2021-04-17 100/2021-04-17 20/2021-04-17 20/2021-04-17 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=OutRunHomelessnessHannahAndGeorgie&pageUrl=1,2021-06-07,,,345
,"St. Basil,Heath Mill Lane  Birmingham,  B9 4AX","St Basils","St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils.Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness.  ",False,2021-07-09,"2021-08-03 100/2021-07-29 20/2021-07-28 15/2021-07-27 20/2021-07-27 20/2021-07-27 15/2021-07-27 20/2021-07-27 20/2021-07-27 20/2021-07-26 20/2021-07-26 20/2021-07-26 30/2021-07-26 20/2021-07-26 20/2021-07-25 50/2021-07-24 20/2021-07-24 50/2021-07-24 30/2021-07-24 20/2021-07-24 15/2021-07-24 10/2021-07-24 10/2021-07-24 100/2021-07-24 25/2021-07-24 10/2021-07-24 50/2021-07-24 100/2021-07-24 15/2021-07-24 20/2021-07-23 5/2021-07-23 30/2021-07-23 15/2021-07-22 15/2021-07-22 15/2021-07-22 50/2021-07-22 30/2021-07-22 20/2021-07-22 50/2021-07-22 40/2021-07-22 50/2021-07-22 50/2021-07-22 40/2021-07-20 25/2021-07-19 30/2021-07-19 25/2021-07-18 30/2021-07-16 50/2021-07-16 48/2021-07-16 50/2021-07-16 50/2021-07-15 20/2021-07-15 20/2021-07-15 15/2021-07-12 50/2021-07-09 50",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=IMProperties&pageUrl=1,2021-08-03,,,1788
,"St. Basil,Heath Mill Lane  Birmingham,  B9 4AX","St Basils","St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils.Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness.  ",True,,,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=JaneBagnall2&pageUrl=1,,,,0
