Title,Location,Link,Raised,Target,MostRecentDonation,Created,Organization,OrganizationDetails,DonationCount,Donations,Description,Complete
"The Big Sleepout","Duston, East Midlands, United Kingdom",https://uk.gofundme.com/f/65n3v-the-big-sleepout,1000,1760,,2020-01-05,,,0,,"A team of us are taking part in the Big Sleepout at the end of January. We are sleeping out at Franklin’s garden for the night to raise awareness and funds for those who are at risk of  or actually sleeping rough night after night in our town. Half of what we raise will go to the Hope centre who support the homeless in Northampton. It costs roughly £2000 a day to support the 100 plus people using their services so this is vital to them. The other half of the amount raised will go to our Tuesday night team. Our street service is again a vital support to the vulnerable people of our town and we need the funds to help us continue to provide food  drink  clothing and toiletries each week. This is a serious challenge we are taking part in and we hope you can support us by sponsoring us. Thank you so much.",False
"Get Pete the care he desperately needs","Birmingham, West Midlands, United Kingdom",https://uk.gofundme.com/f/get-pete-the-care-he-desperately-needs,2000,2130,,2019-04-19,,,0,,"Please help me to raise money for my dear friend Pete who unless he receives care soon  is likely to die on the streets of Birmingham. Pete is lovely guy with a huge heart but he didn't have the easiest ride in life. Pete has been street homeless for many years and his last stretch of this dreadful predicament has left him dangerously unwell. Pete has H.I.V hepatitis C  Pneumonia  Renal problems and weeping abscesses among other things. Austerity measures carried out by callous ideology and cruel indifference mean that Pete is not receiving anywhere near the care he needs. I have spoken to a friend who is the manager of a residential service that can give Pete the care he desperately needs and he has agreed that if I can raise £2000  the organisation will cover the rest.  We have all seen the horrendous rise in homeless people on the streets of our cities and no doubt wondered what can be done. Please give generously to this cause today so that not only can Pete receive the care he needs but so that we as a people can send a message to the lawmakers that if they don't act  we will! Maybe soon they will realise that something needs to be done but for now let's not let another person die on our streets",False
"Harry Thredders fundraising for a friend in need","Saltburn-by-the-Sea, North East England, United Kingdom",https://uk.gofundme.com/f/harry-thredders-fundraising-for-a-friend-in-need,500,795,,2020-10-03,,,0,,"As someone who has applied to join but has come upon hard times  we as a royal navy family want to help and make sure he realises that we are one massive family and we look after each other  below is the original post that was posted on Facebook.     https://m.facebook.com/groups/2725106881091799?view=permalink&id=2750524345216719    Post copied from above link below :     Right listen up!    A random person from a careers office got in touch with me not long ago because he'd seen my story when I was the star of Britain's biggest warship episode 2 (it's online  treat yourself) and knew I used to be homeless.     He's getting some lad that's fallen on hard times in asap and put me in touch with him.     He's in the Southampton area of anyone can help him out. I'm not expecting someone to home him but even equipment to keep him warm until he gets in would help.     Message was posted by Ricky Gleeson.",False
"Get Gareth Home!","Brighton, South East England, United Kingdom",https://uk.gofundme.com/f/get-gareth-home,1000,1624,,2020-05-23,,,0,,"Hi there! Recently  whilst travelling and also performing throughout the cities and towns of Spain   our very close friend ended up doing himself quite the mischief  and unfortunately shattered both of his ankles through a freak accident whilst on his journey  rendering him unable to walk for the next three months.    Due to the current political climate (BREXIT)  he is unable to stay in Spanish hospitals to fully recover and has until Monday to work out where he will : stay  financially support himself and a place to receive medical treatment. The only other option he has been offered  would be for him to stay in a homeless shelter preventing him from being able to work.    So we are here to raise money to get our very good friend back home and make a swift recovery.     The money donated will go to getting Gareth a wheelchair and making sure he can get home in the fastest and safest way possible. We understand that we are in the middle of the pandemic and this makes it worse for our friend who is trapped out there by himself and will not  by Monday  have a hospital bed to fully recover in.    Most of us know Gareth by performing from London to the whole south coast. The man has a heart of gold and only wants the best for everyone else. So now it's our time to return the favour and...    BRING GARETH HOME! FINANCIAL BREAK DOWN  € 500 - wheelchair  €300 for travel home  €200 for provisions such as food  hygiene and PPE     http://garethcarey.bandcamp.com/    https://www.youtube.com/watch?v=7P-UOGkmh8M    https://www.youtube.com/watch?v=jTKMgDtI-hs    http://www.soundcloud.com/garethcareymusic      ",False
"CIIDSII WALAALKAA (DARBI JIIFKA)","Edgware, Greater London, United Kingdom",https://uk.gofundme.com/f/1zz8cs9eeo,2095,-1,,2020-05-06,,,0,,"Assalamu Alaykum Warahmatullahi Wabarakatuh Brothers and sisters It is that time of the year again. We are in the blessed month of Ramadan. Many of us will be celebrating Eid-Al Fitr when Ramadan ends  with our loved ones. However there are many children who are homeless (Darbijiif) who do not have the means to celebrate Eid. This year we are starting ‘Ciidsii Walaalkaa’ campaign (support your brothers to celebrate Eid) to ensure that the homeless children in both Somalia/Somaliland have a smile on their faces on the day of Eid. These children have either gone through war  drought or displacement and are victims through no fault of their own. They shouldn’t have to worry about whether they will be celebrating Eid or not. We will use your donations for Eid gifts  clothes and food for those children. Brothers and sisters please help this campaign by donating. Every little donation will have an impact  In sha Allah. ",False
"Newham Talks","London, Greater London, United Kingdom",https://uk.gofundme.com/f/NewhamTalks,10000,10470,,2020-09-01,"Newham Community Renewal Programme Ltd","Registered nonprofitDonations eligible for Gift Aid.",0,,"“Growing up in Newham  made me the artist  and the man that I am today. Newham is one of the most culturally rich but economically one of the poorest boroughs in London  and as the effects of COVID 19 continue to hit the community hard we must come together and do what we can to help. With other Newham raised artists and cultural pioneers  I’ve started a conversation - through ‘Newham Talks’  we aim to raise both awareness and funds to support this brilliant community  that has supported so many of us.” - Kano     Background  A combination of issues  including intergenerational households  long standing health inequalities and language barriers  mean the effects of COVID 19 continue to hit Newham hard. The borough has the second-worst mortality rate in England and Wales  with 201.6 deaths per 100 000 population.     Newham Talks - How it will work  On 4 September  the first of eight episodes will be uploaded to YouTube and here. Each episode will feature Kano and a different Newham native - Ghetts  Posty  D Double E  Footsie  Christine Ohuruogu  Idris Elba  Joy White  King Cook and Chris Hughton - discussing growing up in the borough  the road to success  lessons learned along the way and more.     Episodes will be uploaded every Monday and Friday until the end of the month.     Whilst they are free to watch  a voluntary donation is encouraged.     The Beneficiary   All the money raised will go directly to The Renewal Programme   which will then equally split the funds between themselves  and additional Newham based charities Caritas Anchor House and Bonny Downs Community Association .     What the Money Will Do  The Renewal Programme will use donations to carry on their essential youth services  including a wide range of activities valued by young people  from IT skills to career advice and guidance on how to cook healthily on a budget.     Caritas Anchor House will use the money to continue their work as Newham’s largest and longest established homeless provider for single adults  and the Bonny Downs Community Association will continue to support those experiencing homelessness and fighting food poverty.    Whilst the initial target is £10k  the hope is to surpass it.     Thank you     #NewhamTalks",False
"Support Feline Friends London","London, Greater London, United Kingdom",https://uk.gofundme.com/f/xxqppx-support-feline-friends-london,10000,4494,,2020-04-01,"FELINE FRIENDS LONDON","Registered nonprofitDonations eligible for Gift Aid.",0,,"Feline Friends London is in urgent need of funds to help the many cats now dependent on us as we are still operational during the COVID 19 pandemic.    We have recently taken in injured cats and unwell cats and have a number of cats in our care with chronic health conditions and who are on long-term medication. As a result this is putting a huge strain on our already meagre resources and that we are desperate for more funds so that we can meet the veterinary costs of all the cats in need who come into our care.     One of our recent cases is Sammy    The handsome and loveable Sammy  a 3-year-old semi longhaired black cat  came into Feline Friends’ care after his owner developed mental health problems and threw him out on the streets. A neighbour took pity on the young cat and took him but her own cats made poor Sammy feel unwelcome and refused to let him stay so Sammy was homeless again. She called Feline Friends who took him on and he is now in the care of one of our long-time fosterers who said Sammy is “the sweetest cat she ever cared for”. Sammy has thrived in her care. He is playful and trusting and loves the company of humans.     A week or so ago Sammy’s back legs  which always had a slightly bowed appearance  suddenly started to give way  especially when he tried to walk up or down the stairs.    Sammy was rushed to a vet who gave him painkillers. He then had an X-ray at Celia Hammond Animal Trust  which confirmed ‘bilateral patella luxation’ or dislocated knee caps  which will require two operations to get the bilateral femoral head excisions corrected. We are very grateful that an experienced orthopedic vet at Celia Hammond Animal Trust is able to do the operation for a non-commercial fee of 1530 pounds.     Without this surgery  Sammy will remain in severe discomfort and suffer the frustration of periods of not being able to walk properly. The prognosis for young cats like Sammy is quite good. And the playful Sammy could see the fun side of life again and enjoy the freedom of movement he enjoyed until recently.     Sammy is one of several of our foster cats needing surgery or complex treatment to ensure quality of life and  in some cases  to save their life.      Please donate to us to help Sammy and our other rescue cats in need of treatment. Every penny donated to us goes on the care of our cats since Feline Friends is entirely run by volunteers. We are a ‘no-kill’ cat charity and are committed to ensuring each cat in our care receives whatever treatment he or she needs to ensure their quality of life.      THANK YOU!",False
"Black LGBTQIA Therapy Fund","London, Greater London, United Kingdom",https://uk.gofundme.com/f/black-lgbtqia-therapy-fund,65000,77833,,2020-06-02,,,0,,"Hi all  we'd like to say thank you for simply clicking on this link and giving us your time.    We would just like to let everyone know who may be having a hard time right now that you are not alone and you are not forgotten.    At present  we are in the middle of a worldwide pandemic  Black people are fighting for the right to live and Black LGBTQIA+ people are having to explain that we exist and that the two co exist as part of our identities. Amongst a number of other things  Black LGBTQIA+ people been isolated from their families  made homeless and have not been able to exist in their true identities in front of family. This is taking a huge toll on the mental health of a number of us.     We are creating this fundraiser to raise £1000 to pay for therapy sessions for 2 Black LGBTQIA+ persons aged 18+. In order for the best care to be given  we are in talks with mental health professionals who are advising us of the best ways for us to deliver this. We will also be contacting a select number of LGBTQIA+ charities to find the 2 recipients of this fund.     We really hope this a cause you can get behind and donate to. Please share with your networks.    If you have any questions we can be reached via [email redacted]    Thank you so much.    Black LGBTQIA+ Therapy Fund     x",False
"A gift for Kelly’s children xxx","Pontypridd, Wales, United Kingdom",https://uk.gofundme.com/f/x2rvn-kelly,1000,730,,2020-10-03,,,0,,"On Tuesday 6th of October we lost beautiful Kelly Griffiths from our community  she will be truly missed by many of us.  Kelly’s family have been left devastated & heartbroken from the loss of a gentle  kind  crazy  friendly  fun loving lady.   Everyone knew her for her fantastic crazy laugh which would cheer anyone up after hearing it. I personally knew her for her kindness  always giving to help people in need  such as the homeless & the foodbank.      We all feel helpless because there’s nothing we can do or say to help ease the pain that Kelly’s children & family have in their hearts.    If anyone would like to help give some support for Kelly’s children  I’ve set up this Gofundme page.    Any money kindly given will be entrusted into their Bamp’s bank account  and will be used for things they may need in the future.   Thank you all  stay safe     Natalie xx ",False
"Shipping containers into homes for the homeless","Horfield, South West England, United Kingdom",https://uk.gofundme.com/f/Helpthehomelesszacandjay,6714,-1,,2018-12-05,,,0,,"We are raising money and awareness for Help Bristol's Homeless  founded by Jasper Thompson.     If you want to donate less than £5 please use this page: https://www.crowdfunder.co.uk/help-the-homeless-34    Jasper started out handing out food  then went onto a caravan mobile home and now runs a space with a bus with 10 beds along with 20 fully converted shipping containers that are now safe  stable and comfortable homes.     Our friends at Dazed  a Bristol based events company  have already raised £2 000 from the charity event they ran that featured drum and bass legends Roni Size and Danny Byrd who both gave up their time and skills for the cause.     It can be easy to feel alone around Christmas time on the streets but people like Jasper remind homeless people and everyone else  that they're willing to fight for you even if no-one else seems to be.     Let's do the same for Jasper with this. If you can help  please do - £5 can make a big difference.    We will be giving the money to Jasper via a cheque once we have reached our target. To provide transparency we will post a photo update of this.",False
#helpinghands,"London, Greater London, United Kingdom",https://uk.gofundme.com/f/helpinghands-for-covid19,50000,111001,,2020-03-14,"BEAUTY BANKS","Registered nonprofitDonations eligible for Gift Aid.",0,,"PLEASE JOIN (VIRTUAL) HANDS WITH US TO SUPPORT PEOPLE IN THE UK WHO CAN’T AFFORD TO KEEP THEMSELVES AND THEIR FAMILIES AS SAFE FROM CORONAVIRUS (COVID-19) AS OTHERS.    Every moment matters. As the virus spreads in the UK  people living in poverty are among the most vulnerable to the worst outcomes of the virus  because they:      - Can’t afford basic hygiene essentials like hand wash  soap and hand sanitiser that will help protect them from infection.    - Can’t afford to stockpile essential everyday items    - Rely on food banks for their basic hygiene essentials  and due to public stockpiling  food banks’ supplies are dwindling fast     - Live or stay in crowded environments like homeless shelters  refuges and safe-houses    - Live in densely populated areas    - Work in low-income jobs in highly populated public spaces    - Don’t have a home to live in    Beauty Banks  the people-powered movement that supports people living in hygiene poverty in the UK has joined (virtual) hands with crowd-funding platform  GoFundMe to support those who can’t afford to take extra precautions to help keep them safe from what has been labelled ‘the worst public health crisis for a generation’  coronavirus (COVID-19).    Your support will help us to provide emergency hygiene parcels that will help protect those at higher risk and more vulnerable to being infected by the virus.       YOUR DONATION WILL BE SPENT ON:    - SOAP (adult & baby)  - BODYWASH  - HANDWASH  - HAND SANTISER  - LAUNDRY DETERGENT    All donations will be shared with Beauty Banks’ UK registered charity partners that include food banks  homeless shelters  domestic abuse refuges  youth centres  NHS trusts and refugee centres across the UK.     We have two hands - one to help ourselves and one to help others. Please donate today.",False
