Key,Activities,Address,Charity,Complete,Created,Description,Donations,Link,MostRecentDonation,Operates,Postcode,Raised
10,"To promote the advancement of Christianity by
a) the preaching of the gospel
b) the relief of persons who are in conditions of need or hardship
c) the provision of Christian education and training","3 Thomas More Square,  London,  E1W 1YW","St Mungo's",True,2021-02-07,"As a homelessness charity and housing association our clients are at the heart of what we do. We provide a bed and support to more than 2,800 people a night who are either homeless or at risk, and work to prevent homelessness, helping about 25,000 people a year.     We support men and women through more than 300 projects including: We believe in our clients' potential.  We are committed to every individual's sustainable recovery We currently work across London and the south of England including in Bristol, Reading, Milton Keynes, Oxfordshire and Sussex, as well as managing major homelessness sector projects such as StreetLink and the Combined Homelessness and Information Network (CHAIN).","2021-02-08 20/2021-02-07 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=DaariahPryceKennedy&pageUrl=1,2021-02-08,"Throughout England And Wales","CV12 0GL",40
11,,"Crofters House,Moss Brook Road  Harpurhey,Manchester  M9 5PG","Manchester and Cheshire Dogs' Home",False,2020-12-09,"Manchester & District Home for Lost Dogs was founded in 1893 by a group of Manchester Businessmen who were concerned about the large number of stray dogs roaming the City. Over the years the City of Manchester has grown around Manchester Dogs' Home and it is now very much an inner city rescue centre.  To off set the inner city environment of our Manchester Home we regenerated a run down site that is now know as Cheshire Dogs' Home In 1999 we purchased a former run down boarding kennels, this has become the flagship of the two homes and a Centre of Excellence. The site is 11.5 acres in total with a Specialist Care Unit for dogs that provides intense care for the dogs that need it the most, pregnant bitches, nursing mums and dogs that do not adjust well to the traditional kennel environment at Manchester Dogs' Home.   The work we do We take in and care for over 5,000 dogs every year, many of these dogs are never reclaimed by their owners and require a great degree of emotional and physical support during their stay with us.   In addition to the Specialist Care Unit at our Cheshire Home, we also utilise a wide range of behavioural and mentally stimulating activities at both Homes to ensure each dog receives personal care and attention.   Once the dogs are fit and healthy they are made available for adoption, we are always looking for caring permanent and foster homes for our dogs and often have over 250 dogs that are waiting to find that perfect family.","2020-12-09 1",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=DeepthiReddy&pageUrl=1,2020-12-11,,,2
12,,"Crisis,66 Commercial Street  London,London  E1 6LT",Crisis,True,," Crisis is the national charity for homeless people. We are committed to ending homelessness.  Every day we see the devastating impact homelessness has on people’s lives. Every year we work side by side with thousands of homeless people, to help them rebuild their lives and leave homelessness behind for good. Through our pioneering research into the causes and consequences of homelessness and the solutions to it, we know what it will take to end it. Together with others who share our resolve, we bring our knowledge, experience and determination to campaign for the changes that will solve the homelessness crisis once and for all. We bring together a unique volunteer effort each Christmas, to bring warmth, companionship and vital services to people at one of the hardest times of the year, and offer a starting point out of homelessness.  We know that homelessness is not inevitable. We know that together we can end it. Registered Charity Numbers: E&W1082947, SC040094     ",,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=FaunusTechLtd&pageUrl=1,,India,"E13 0PY",0
13,,"1 John Street,  Swindon,Wiltshire  SN1 1RT",Threshold,True,2020-11-19,"Threshold is a Swindon based charity for single homeless people providing quality caring services and supportive hostel accommodation with resettlement programmes.     Threshold Strategic Objectives are: 1) To prevent homelessness 2) To alleviate the associated social exclusion of homelessness and actively assist recovery from its effects 3) Influence policy that affects homeless and socially excluded people  We support over 750 people each year. We do this through our street outreach service which helps those sleeping on the Swindon's streets and through our move-on projects and  resettlement hostels.  Welcoming vulnerable homeless people into our projects is only part of our role; preparing them to live independently is just as important. Our sources of income are grants from government and charitable foundations and trusts and licence fee income. However, we also rely upon the continued generosity of members of the public and our supporters just like you. Please help us continue to give homeless people the chance to change.","2020-12-28 10/2020-12-12 15/2020-12-12 20/2020-12-11 100/2020-12-11 10/2020-11-30 50/2020-11-21 20/2020-11-21 20/2020-11-20 10/2020-11-19 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=GillAckling&pageUrl=1,2020-12-28,"Devon, Dorset",,265
14,"THE OBJECT OF THE ORGANIZATION IS TO HELP YOUNG PEOPLE ESPECIALLY, BUT NOT EXCLUSIVELY, THROUGH LEISURE TIME ACTIVITIES SO AS TO DEVELOP THEIR PHYSICAL, MENTAL AND SPRITUAL CAPABILITIES THAT THEY MAY GROW TO FULL MATURITY AS INDIVIDUALS AND MEMBERS OF SOCIETY","Action Homeless Ltd,Ridgeway House  Newton Lane,Wigston  LE18 3SE","Action Homeless (leicester) Limited",False,2020-11-30,"Everyone Deserves a Place to Call Home After efforts to get ‘Everyone In’ at the beginning of the pandemic, Action Homeless are approaching 2021 with the aim of ensuring everyone can find their own home. Over 500 people have been placed into temporary accommodation as a result of pandemic, and partners in the city have identified 150 at risk of homelessness if they are not provided with support to find a permanent home. The charity is making an important first step towards this goal as they open a new house in December that will provide accommodation to 13 people with experience of rough sleeping. However they need help to make sure it feels like a home. The charity believes that making a house feel like a home and connecting with local community can be the difference to someone maintaining their accommodation and breaking the cycle of homelessness. To aid with this, the charity are appealing to the public to give this festive season. Funds raised will provide people with mobile phones and tablets to keep them connected, help each house feels like a home and ensure everyone has food on the table and a gift to open this Christmas. Mark Grant, Chief Executive of Action Homeless, said; ‘Sadly more people than ever before are in need of safe and secure housing. There has been an incredible effort in Leicester this year to respond to the crisis and support people experiencing homelessness. However, now Action Homeless want to look ahead so, rather than simply responding to crisis, we are working towards our key aim of breaking the cycle of homelessness in Leicester. As we reach the end of a difficult year, we are delighted to be able to open a new house that will provide a home to 13 more people. The funds we raise this festive season will enable us to help people as they move into new homes and ensure we can provide the support they need to reach their goals and leave homelessness behind for good.” Every night of the year, the charity is home to 204 people who would otherwise have nowhere else to go. Where possible it aims to give people and families long term affordable homes and the support they need so they can start to rebuild their lives. The charity believes it is only when people feel stable and secure in their homes, and when they are able to stop worrying about where they are sleeping from one week to the next, that they can really turn their lives around. 100% of money donated by the public, will go towards supporting local people affected by homelessness.    ","2020-12-24 15/2020-12-22 50/2020-12-18 15/2020-12-18 10/2020-12-17 5/2020-12-17 20/2020-12-10 60/2020-12-09 15/2020-11-30 5/2020-11-30 15/2020-11-30 2",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=GTLeicester&pageUrl=2,2020-12-24,Kent,"ME14 4PG",217
15,,"131 Bosty Lane,  Walsall,  WS9 0JX","Midland Langar Seva Society",False,2020-11-17,"Midland Langar Seva Societyis a charity to help the homeless and those in need around the UK.  The charity was established October 2013 in Walsall providing hot food and drink to those living on the street and those on the poverty line.   MLSS operates on Sikh based ethos, where we help and support all people from all cultures and backgrounds. MLSS UK MLSS over last 5 years expanded its services, and now works tirelessly across all major cities in the UK.  We have over 30k service users in the UK who need help and support in addition MLSS have formed many links with other charities, businesses and government / religious organisations combating homelessness together to make a better Britain.  Please visit our website for a list of areas in UK. MLSS distributes over 23k feeds per week across the UK alone with over 500 service volunteers and a fleet of vehicles to help support making it one of the largest homeless charities in the UK.  The food served is vegetarian so it is catered for all people from all backgrounds.  Along with food MLSS distribute clothes, blankets, footwear, winterwear and hygiene products.   Expanding on new initiatives such as period poverty, school breakfast clubs, women refuge centres, Army Veteran support and recently 24hr emergency parcel drop off. In 2017 MLSS launched ‘Guru Nanak Dev Ji Langar Bus’ where MLSS bus now go to poverty-stricken areas and distribute with service-users coming onboard making use of the facilities in a warm and safe environment.  In time the bus will be used in disaster areas such as the Grenfell incident.  Over the years MLSS have received many awards for the contribution and service to Britain: - Local Awards across UK - 2013 - 2019 TSB Local Pride of Birmingham  - April 2017 Queens Award for Voluntary Service Group MBE - June 2018 Prime ministers Point of Light Award  - Jan 2018 Cross City Heroes Award - May 2019 Guru Nanak Asra Project, housing orphans and elderly in Punjab - Nov 2019 Christmas Eve party for service users in Birmingham - Dec 2019 Donation of Jaguar car from Jaguar Land Rover - Feb 2020   MLSS Worldwide As a result of the handwork in the UK, MLSS has successfully put projects abroad and subsequently the ‘Midlands’ on the world map.  MLSS are now operating in Germany, Bangkok, and made regular trips to Greece, France (Calais) and recently Thailand. MLSS have progressed in India in Punjab serving those children / families who have been abandoned, displaced or become refugees.  Providing free education, clothing and support including their families.  In Sep this year MLSS provided assistance in marrying couples from poor backgrounds providing them with memorable days and a means of earning a honest living. MLSS Donations MLSS relies on donations from donators, businesses and the public to support the charity and require need regular income, any donation received can be chosen to our UK or World projects.  MLSS do not pay any volunteers.  Any donation is greatly received just as important please get in touch with us so you can also experience this service. MLSS is truly humbled by this opportunity presented and we move forward together with your support. Langar is the term used in the Sikh religion or in Punjab for general or common kitchen / canteen where food is served for free, without prejudice regardless of race, religion, and background.  Truth is high but higher still is truthful living.(5) – Guru Nanak Dev Ji - Ang62 Guru Granth Sahib Ji  Find us on Social Media Facebook YouTube Instagram Twitter    ","2020-12-15 10/2020-12-15 10/2020-12-14 10/2020-12-13 5/2020-12-11 5/2020-12-10 123/2020-12-07 10/2020-12-04 10/2020-11-28 10/2020-11-28 20/2020-11-26 10/2020-11-24 40/2020-11-24 10/2020-11-24 10/2020-11-24 10/2020-11-24 5/2020-11-23 20/2020-11-22 10/2020-11-22 10/2020-11-21 100/2020-11-21 20/2020-11-21 20/2020-11-21 5/2020-11-21 10/2020-11-21 15/2020-11-21 10/2020-11-21 15/2020-11-21 50/2020-11-17 25",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=GurdevKaur&pageUrl=1,2020-12-15,,,640
16,"Making music and teaching brass instruments","4 Chelker Way,  Loughborough,  LE11 4SX","The Rotary Club Of Loughborough Santa Fun Run",True,2020-12-01,"The Rotary Club of Loughborough organisers of the  ""Loughborough Santa Fun Run & Walk"" Loughborough's premier event raising money for Local Charities. This is a fun event, everybody gets a santa suit and a medal. All the money raised goes to local charities and you can select which of our featured charities gets your sponorship  money. Use this event to raise money for your Charity, we will pass on all money raised to your nonminated cause. This Years Main Charities are Loros     Rainbows    Prostaid    Dementia Uk    ","2020-12-01 5/2020-12-01 10/2020-12-01 5/2020-12-01 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=HayleyHollis&pageUrl=1,2020-12-01,"Cheshire East, Cheshire West & Chester, Derbyshire","SK6 5AG",30
17,,"The Offices (northwest) Ltd,53 King Street  Manchester,  M2 4LQ",Coffee4craig,True,2021-02-12," Follow this link to find out more about our charity https://www.youtube.com/watch?v=8rn5Yef9OGw&t Coffee4Craig is a small grassroots charity,   based in Manchester's Northern Quarter.  In the heart of the city Working 7 nights a week with the homeless community, One person at a time; We were set up in 2013 after the sudden loss of Craig White, at 37 he took his own life after enduring a mental health breakdown and homelessness for 4 years. Craig's sister and brother-in-law, Risha and Hendrix Lancaster, felt more could be done and needed his legacy to go on, even if he could not.     ""Homelessness is not the problem, it is the symptom of a problem.""  Hendrix Lancaster    What we do; At C4C we offer a 7 night a week, 365* days a year drop-in service offering; hot food, showers, respite, support and advice for those experiencing street homelessness, in times of crisis and as a prevention.    We are a small staff team, backed up by a huge volunteer team to make the service possible. Your support and donations really do make a huge difference to the service we are able to offer. As our guests needs change, so does our service...We really are always evolving and are proud to be dynamic, just like our home city of Manchester!!      “This is Manchester, we do things differently here.”  Tony Wilson    If you would like to get involved, here's how you can help;  Thank you for supporting us, if you'd like more info drop us a line or check out our social media sites for more information.    ","2021-02-15 50/2021-02-14 20/2021-02-14 10/2021-02-14 10/2021-02-14 10/2021-02-12 100",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=HelenMiller46&pageUrl=1,2021-02-15,,,200
18,,"Crisis,66 Commercial Street  London,London  E1 6LT",Crisis,False,2020-12-09," Crisis is the national charity for homeless people. We are committed to ending homelessness.  Every day we see the devastating impact homelessness has on people’s lives. Every year we work side by side with thousands of homeless people, to help them rebuild their lives and leave homelessness behind for good. Through our pioneering research into the causes and consequences of homelessness and the solutions to it, we know what it will take to end it. Together with others who share our resolve, we bring our knowledge, experience and determination to campaign for the changes that will solve the homelessness crisis once and for all. We bring together a unique volunteer effort each Christmas, to bring warmth, companionship and vital services to people at one of the hardest times of the year, and offer a starting point out of homelessness.  We know that homelessness is not inevitable. We know that together we can end it. Registered Charity Numbers: E&W1082947, SC040094     ","2020-12-20 25/2020-12-19 100/2020-12-16 20/2020-12-12 10/2020-12-10 20/2020-12-10 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=JessicaLewis12&pageUrl=2,2020-12-20,India,"E13 0PY",864
19,"Provision of awards to post-graduate students in the fields of science and technology at five nominated universities.","Virgin Atlantic Airways Ltd,The Office  Manor Royal,Crawley  RH10 9NU","Virgin Atlantic Foundation",True,,"The Virgin Atlantic Foundation was set up in 2003 for Virgin Atlantic employees, partners and customers to raise money for projects at home and overseas. Since then, we're proud to have raised over £9 million through our Change for Children onboard appeal. On behalf of the Virgin Atlantic Foundation, thank you for your generous fundraising. What can I do to help? There are so many things you can do to help raise money by either joining in companywide initiatives or arranging your own 'fun' raising activity – every single penny counts. Please contact us at community.investment@fly.virgin.com",,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=KarolWisniewski2&pageUrl=1,,"Bristol City, Kensington And Chelsea, Manchester City, Nottingham City, Surrey","SO24 0BB",0
20,,"Crisis,66 Commercial Street  London,London  E1 6LT",Crisis,False,2019-12-05," Crisis is the national charity for homeless people. We are committed to ending homelessness.  Every day we see the devastating impact homelessness has on people’s lives. Every year we work side by side with thousands of homeless people, to help them rebuild their lives and leave homelessness behind for good. Through our pioneering research into the causes and consequences of homelessness and the solutions to it, we know what it will take to end it. Together with others who share our resolve, we bring our knowledge, experience and determination to campaign for the changes that will solve the homelessness crisis once and for all. We bring together a unique volunteer effort each Christmas, to bring warmth, companionship and vital services to people at one of the hardest times of the year, and offer a starting point out of homelessness.  We know that homelessness is not inevitable. We know that together we can end it. Registered Charity Numbers: E&W1082947, SC040094     ","2020-10-23 150/2019-12-05 60",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=LPCSingers&pageUrl=3,2020-10-23,India,"E13 0PY",291
21,,"303 Ormeau Road,  Belfast,County Antrim  BT7 3GG","MACS Supporting Children and Young People",False,2020-11-09,"MACS works with children and young people aged 11–25, who haven’t had a fair deal. They may be care experienced or be experiencing or at risk of homelessness, substance abuse, self-harm, mental health or other personal challenges. We support children & young people through Supported Housing; Floating Support; Wellbeing Support and a Participation Programme. Mission To provide a range of support services for children and young people who haven’t had a fair deal, tackling issues in relation to housing, homelessness, education and unemployment, mental health and isolation. Our Values We believe that with the right opportunities and support, young people can turn their lives around and build successful , fulfilling independent futures. Company Overview  MACS Supporting Children & Young People was formed in 1990 and is a registered charity with the Charity Commission NI, Charity No XR13060 and is a Company Limited by Guarantee (NI044482). Description of Services   MACS works with children & young people aged 11-25 experiencing a range of issues including homelessness, substance abuse, self harm/suicide, care leavers, not engaged in education or training (N.E.E.T) or who are vulnerable or generally at risk. We also work in the areas ofhighest deprivation across Belfast, Lisburn and Co. Down (based on national deprivation indicators for Northern Ireland). ","2020-11-25 30/2020-11-22 30/2020-11-22 20/2020-11-22 30/2020-11-22 20/2020-11-21 50/2020-11-21 2/2020-11-21 10/2020-11-21 15/2020-11-21 50/2020-11-21 10/2020-11-19 50/2020-11-13 20/2020-11-10 20/2020-11-10 30/2020-11-10 40/2020-11-10 20/2020-11-10 15/2020-11-09 10/2020-11-09 15/2020-11-09 20/2020-11-09 15/2020-11-09 20/2020-11-09 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=LarryBurns&pageUrl=1,2020-11-25,,,582
22,"The aftercare of ex-offenders in Leicestershire by the provision of grants to enable their re-integration into society.","Chester Road,Higher Walton  Warrington,Cheshire  WA4 6TB","Walton Lea Partnership Limited",True,,,,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=LeahHurst3&pageUrl=2,,"Leicester City, Leicestershire",,0
23,,"Lea Rowing Club,The Boathouse  Spring Hill,London  E5 9BL","Lea Rowing Club Limited",True,,,,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=LeahHurst3&pageUrl=1,,Devon,,0
