CharityAddress,CharityAreaOfBenefit,CharityAreaOfOperation,CharityId,CharityName,Complete,Created,DonationCount,DonationDetailCount,Donations,Link,MostRecentDonation,Raised,Target,Title
,,,SC043981,"Glasgow SE Foodbank",False,2018-11-07,62,62,"2018-12-05 10/2018-11-22 10/2018-11-21 5/2018-11-21 10/2018-11-20 20/2018-11-20 10/2018-11-20 30/2018-11-20 30/2018-11-19 20/2018-11-19 10/2018-11-19 10/2018-11-19 5/2018-11-18 10/2018-11-18 12/2018-11-16 35/2018-11-16 5/2018-11-16 5/2018-11-16 5/2018-11-15 10/2018-11-15 10/2018-11-12 35/2018-11-10 5/2018-11-10 10/2018-11-10 10/2018-11-10 10/2018-11-09 10/2018-11-09 10/2018-11-09 15/2018-11-09 10/2018-11-09 20/2018-11-09 20/2018-11-09 10/2018-11-08 20/2018-11-08 10/2018-11-08 20/2018-11-08 15/2018-11-08 10/2018-11-08 20/2018-11-08 10/2018-11-08 10/2018-11-08 10/2018-11-08 20/2018-11-08 20/2018-11-08 5/2018-11-08 40/2018-11-08 5/2018-11-08 10/2018-11-08 10/2018-11-07 30/2018-11-07 10/2018-11-07 20/2018-11-07 20/2018-11-07 10/2018-11-07 5/2018-11-07 5",https://www.justgiving.com/The-Strathclyde-University-Foodbank-Society,2018-12-05,810,900,"The Strathclyde University's Sponsored Fast "
,,,516297,"New Life Trust- Newport Foodbank",True,2020-12-08,0,0,,https://www.justgiving.com/Safran-Seats-Christmas-Foodbank-Collection,,0,1450,"Danielle 's Safran Seats Christmas Foodbank Collection"
,,,1149883,"Cambridge City Foodbank",True,2020-12-02,3,3,"2020-12-09 20/2020-12-04 30/2020-12-02 10",https://www.justgiving.com/Irina-Barova,2020-12-09,60,500,"Morgan Sindall Cambridge Office - Donate Funds to our local Foodbank"
,,,SC048112,"West Lothian Foodbank",True,2020-12-11,0,0,,https://www.justgiving.com/Skyfoodbank,,0,200,"Raise money for West Lothian foodbank"
,,,298528,inHope.,True,2020-12-07,3,3,"2020-12-11 100/2020-12-11 20/2020-12-11 30",https://www.justgiving.com/UoBScifoodbank,2020-12-11,150,1500,"Science Faculty Christmas Foodbank Fundraising"
,,,1136965,"Oasis Hub - Waterloo",True,2020-12-08,6,6,"2020-12-09 20/2020-12-08 20/2020-12-08 20/2020-12-08 50/2020-12-08 20/2020-12-08 20",https://www.justgiving.com/Nicholas-Ostrowski,2020-12-09,150,250,"Nick Ostrowski donating to Waterloo Foodbank"
,,,1110522,"The Trussell Trust",False,2020-05-12,31,31,"2020-11-29 100/2020-07-23 100/2020-06-28 30/2020-06-17 10/2020-06-12 10/2020-06-11 10/2020-06-09 10/2020-06-09 10/2020-06-09 10/2020-06-09 20/2020-06-09 10/2020-06-09 5/2020-06-08 30/2020-06-05 50/2020-06-05 10/2020-06-05 20/2020-06-05 10/2020-06-05 10/2020-06-04 10/2020-06-04 5/2020-06-03 200/2020-05-29 10/2020-05-21 50/2020-05-19 10/2020-05-15 10/2020-05-12 10/2020-05-12 10/2020-05-12 300",https://www.justgiving.com/South-Essex-College-FE-Foodbank-Friday,2020-11-29,1130,1000,"South Essex College supporting FE Foodbank Friday"
,,,1154363,"Leeds South & East Foodbank",False,2020-11-27,20,20,"2020-12-11 15/2020-12-10 20/2020-12-10 30/2020-12-10 10/2020-12-10 10/2020-12-10 10/2020-12-10 20/2020-12-10 20/2020-12-10 30/2020-12-10 20/2020-12-04 20/2020-12-03 30/2020-12-03 20/2020-12-03 20/2020-12-03 20/2020-12-03 20/2020-12-03 10/2020-12-03 10",https://www.justgiving.com/Stickyeyesfoodbank,2020-12-11,343,1000,"Stickyeyes Christmas Foodbank Donations"
,,,1181129,"The Davies Foundation",True,2020-12-07,5,5,"2020-12-11 5/2020-12-11 10/2020-12-11 5/2020-12-11 10/2020-12-11 10",https://www.justgiving.com/legalsolutions-foodbank-chorley,2020-12-11,40,650,"Legal Solutions Bolton - Christmas foodbank appeal"
,,,1110522,"The Trussell Trust",True,2020-12-08,16,16,"2020-12-11 20/2020-12-11 20/2020-12-09 30/2020-12-09 20/2020-12-09 20/2020-12-08 25/2020-12-08 30/2020-12-08 20/2020-12-08 100/2020-12-08 25/2020-12-08 100/2020-12-08 25/2020-12-08 20/2020-12-08 20/2020-12-08 25/2020-12-08 50",https://www.justgiving.com/Peter-Cockerill-Christmas-Foodbank-fundraiser,2020-12-11,550,1000,"Let's donate the cost of Christmas dinner to Trussell Trust foodbanks"
,,,1081252,"The Hastings Community Trust",True,2020-12-07,0,0,,https://www.justgiving.com/GCVAChristmasOpenHouse-HastingsFoodbank,,0,500,"GCVA Christmas Open House - Hastings Foodbank"
,,,1110522,"The Trussell Trust",True,2020-12-08,0,0,,https://www.justgiving.com/Peter-Cockerill-Trussell-Trust-Foodbank,,0,2350,"Peter's Let's donate the cost of Christmas dinner to foodbanks"
,,,1181129,"The Davies Foundation",True,2020-12-07,1,1,"2020-12-11 20",https://www.justgiving.com/davies-stoke-foodbank,2020-12-11,20,400,"Davies Stoke - Christmas appeal for Stoke Foodbank"
,,,1181129,"The Davies Foundation",False,2020-12-07,8,8,"2020-12-11 20/2020-12-10 20/2020-12-09 20/2020-12-09 20/2020-12-07 20",https://www.justgiving.com/legalsolutions-glasgow-foodbank,2020-12-11,130,600,"Legal Solutions Glasgow - Christmas appeal for Glasgow Foodbank"
,,,1154363,"Leeds South & East Foodbank",False,2020-11-23,20,20,"2020-12-11 2/2020-12-11 10/2020-12-09 10/2020-12-08 10/2020-12-08 10/2020-12-03 10/2020-12-02 10/2020-12-02 10/2020-12-02 10/2020-12-01 10/2020-12-01 10/2020-12-01 10/2020-11-27 10/2020-11-27 10/2020-11-26 10/2020-11-26 10/2020-11-25 10/2020-11-25 10/2020-11-25 20",https://www.justgiving.com/Sharon-Best1,2020-12-11,198,100,"2020 Christmas Foodbank Appeal"
,,,1110522,"The Trussell Trust",True,2020-12-10,10,10,"2020-12-11 20/2020-12-11 40/2020-12-11 30/2020-12-10 10/2020-12-10 20/2020-12-10 20/2020-12-10 10/2020-12-10 10/2020-12-10 30/2020-12-10 30",https://www.justgiving.com/Smartodds2020,2020-12-11,220,500,"Smartodds Christmas Foodbank Donation 2020"
,,,SC044200,"Renfrewshire Foodbank",True,2020-12-12,0,0,,https://www.justgiving.com/Prolifefitnesscentre,,0,1500,"Prolife Fitness Centre raising money for Renfrewshire Foodbank"
,,,1181129,"The Davies Foundation",True,2020-12-11,0,0,,https://www.justgiving.com/davies-nevada-foodappeal,,0,100,"Christmas foodbank appeal - Davies Nevada"
,,,1136965,"Oasis Hub - Waterloo",True,2020-12-02,0,0,,https://www.justgiving.com/Salisbury-House1,,0,1000,"Waterloo Foodbank"
,,,1110522,"The Trussell Trust",False,2020-12-03,12,12,"2020-12-10 100/2020-12-09 660/2020-12-09 200/2020-12-09 50/2020-12-09 500/2020-12-08 200/2020-12-08 200/2020-12-07 20/2020-12-04 100",https://www.justgiving.com/CBRL-Foodbank,2020-12-10,2100,2000,"Cruden Foodbank Appeal"
,,,298528,inHope.,True,2020-12-05,6,6,"2020-12-09 20/2020-12-08 30/2020-12-08 10/2020-12-06 10/2020-12-06 10/2020-12-05 20",https://www.justgiving.com/Debra-Newrick,2020-12-09,100,100,"East Bristol Xmas Foodbank Appeal"
,,,1142714,"Bridgend Foodbank",False,2020-12-03,18,18,"2020-12-10 10/2020-12-10 10/2020-12-10 20/2020-12-09 20/2020-12-09 20/2020-12-07 20/2020-12-07 10/2020-12-04 20/2020-12-04 20/2020-12-04 20/2020-12-04 10/2020-12-04 10/2020-12-04 10/2020-12-04 20/2020-12-04 10/2020-12-04 10/2020-12-04 10",https://www.justgiving.com/Keryl-Jones,2020-12-10,275,500,"Valleys to Coast's Foodbank Festive Fundraiser"
,,,1151705,"Mid Cheshire Foodbank",True,2020-12-06,0,0,,https://www.justgiving.com/sandiwaysingalong,,0,250,"St John Sandiway Singalong - Donations to Mid Cheshire Foodbank"
,,,801819,Pecan,False,2020-11-20,26,26,"2020-12-11 50/2020-12-11 20/2020-12-11 30/2020-12-11 20/2020-12-11 20/2020-12-11 30/2020-12-03 10/2020-12-03 10/2020-12-03 10/2020-12-02 20/2020-12-02 20/2020-12-02 100/2020-12-02 20/2020-12-02 20/2020-12-02 30/2020-12-01 50/2020-12-01 12/2020-12-01 25/2020-12-01 30/2020-12-01 25/2020-12-01 25/2020-12-01 25",https://www.justgiving.com/Acxiom-foodbank-2020,2020-12-11,665,500,"Tom's Acxiom foodbank collection 2020"
,,,1154363,"Leeds South & East Foodbank",False,2020-12-10,4,4,"2020-12-10 5/2020-12-10 10/2020-12-10 20",https://www.justgiving.com/Faculty-of-Biological-Sciences-University-of-Leeds2,2020-12-10,45,100,"Leeds S&E Foodbank - FBS PGR and Postdoc Christmas Quiz"
,,,1110522,"The Trussell Trust",True,2020-12-02,1,1,"2020-12-02 5",https://www.justgiving.com/Exeter-University-Netball-Club,2020-12-02,5,500,"EUNC's Foodbank Fundraiser"
,,,1137819,"First Love Foundation",False,2020-07-17,9,9,"2020-08-10 5/2020-08-07 5/2020-08-06 5/2020-08-05 20/2020-08-05 10/2020-07-30 10/2020-07-30 10/2020-07-28 50",https://www.justgiving.com/Ema-Gombos,2020-08-10,123,50,"Supporting FoodBank "
,,,250275,UKIM,False,2015-12-20,7,0,,https://www.justgiving.com/foodbank01,,58,300,Snowdon4Water
,,,SC045121,"Glasgow South West Foodbank",False,2020-11-12,14,14,"2020-12-04 20/2020-11-30 10/2020-11-30 20/2020-11-30 10/2020-11-30 20/2020-11-26 20/2020-11-26 30/2020-11-25 20/2020-11-17 20/2020-11-17 20/2020-11-17 10",https://www.justgiving.com/CoSE-College-Office,2020-12-04,250,100,"Christmas Foodbank Collection"
,,,1157605,"Manchester Central Foodbank",True,2020-12-03,3,3,"2020-12-09 10/2020-12-09 30/2020-12-08 10",https://www.justgiving.com/WorleyStockport,2020-12-09,50,300,"Manchester Central Foodbank Fundraiser"
,,,1110522,"The Trussell Trust",True,2020-12-10,0,0,,https://www.justgiving.com/United-Welsh-christmascardsforcash,,0,250,"Christmas Cards for Cash"
,,,1136965,"Oasis Hub - Waterloo",True,2020-12-02,9,9,"2020-12-11 100/2020-12-11 21/2020-12-11 20/2020-12-09 20/2020-12-08 30/2020-12-07 50/2020-12-07 50/2020-12-03 30/2020-12-03 20",https://www.justgiving.com/THFitnessFundraiser,2020-12-11,341,1000,"Oasis Hub Waterloo Foodbank"
,,,1157605,"Manchester Central Foodbank",True,2020-11-16,3,3,"2020-11-20 10/2020-11-19 5/2020-11-16 5",https://www.justgiving.com/Rebecca-Greenwood77,2020-11-20,20,100,"Festive season fundraiser for Manchester Foodbank"
,,,SC044200,"Renfrewshire Foodbank",True,2020-11-21,12,12,"2020-11-30 20/2020-11-23 10/2020-11-22 10/2020-11-21 10/2020-11-21 10/2020-11-21 10/2020-11-21 10/2020-11-21 10/2020-11-21 20/2020-11-21 10/2020-11-21 10/2020-11-21 10",https://www.justgiving.com/Ultras-Paisley,2020-11-30,140,100,"Ultras's Foodbank Fundraiser"
,,,1110522,"The Trussell Trust",False,2020-11-17,37,37,"2020-12-10 10/2020-12-09 30/2020-12-08 10/2020-12-04 50/2020-11-30 10/2020-11-30 30/2020-11-29 10/2020-11-28 50/2020-11-28 10/2020-11-27 20/2020-11-26 10/2020-11-25 50/2020-11-25 20/2020-11-24 25/2020-11-24 20/2020-11-24 25/2020-11-24 20/2020-11-24 20/2020-11-24 20/2020-11-23 10/2020-11-23 50/2020-11-23 20/2020-11-23 20/2020-11-23 50/2020-11-23 10/2020-11-23 15/2020-11-23 10/2020-11-23 10/2020-11-22 25/2020-11-21 25/2020-11-21 25/2020-11-20 20/2020-11-20 20/2020-11-20 50/2020-11-20 10",https://www.justgiving.com/Plaza-Builders-Ltd,2020-12-10,912,500,"Plaza's Foodbank Fundraiser"
,,,1110522,"The Trussell Trust",True,2020-11-06,24,24,"2020-12-11 30/2020-12-11 10/2020-12-11 25/2020-12-11 10/2020-12-11 50/2020-12-11 10/2020-12-11 5/2020-12-08 10/2020-12-04 10/2020-12-03 10/2020-12-01 20/2020-11-30 50/2020-11-27 30/2020-11-27 20/2020-11-27 30/2020-11-27 20/2020-11-27 20/2020-11-27 10/2020-11-27 50/2020-11-27 10/2020-11-27 20/2020-11-27 25/2020-11-09 10/2020-11-06 20",https://www.justgiving.com/FoodbankNESFircroft,2020-12-11,505,2000,"NES Fircroft Foodbank fundraiser"
,,,1157605,"Manchester Central Foodbank",False,2020-10-29,0,0,,https://www.justgiving.com/Leila-Brown2,,300,100,"Leila's Facemasks For Foodbanks"
,,,1110522,"The Trussell Trust",True,2020-10-22,0,0,,https://www.justgiving.com/JHfoodbank,,0,2950,"Jack 's Foodbank fundraiser "
,,,1097185,"DENS - Helping rebuild lives",True,2020-03-18,0,0,,https://www.justgiving.com/Martin-Chapman16,,0,0,"Martin's foodbank contribution"
,,,1110522,"The Trussell Trust",False,2020-03-19,5,5,"2020-03-22 30/2020-03-22 10/2020-03-22 10/2020-03-20 20",https://www.justgiving.com/Kate-Welsh4,2020-03-22,100,5000,"Vale Foodbank"
,,,1110522,"The Trussell Trust",False,2020-03-25,10,10,"2020-04-04 10/2020-04-02 10/2020-03-29 30/2020-03-29 50/2020-03-27 10/2020-03-27 10/2020-03-26 10/2020-03-25 20",https://www.justgiving.com/Helen-Bennett34,2020-04-07,205,100,"Local foodbanks"
,,,"214779 and in Scotland SC009359","The Salvation Army",False,2020-04-03,109,109,"2020-12-13 20/2020-12-07 20/2020-12-06 200/2020-12-05 50/2020-12-04 10/2020-12-04 10/2020-12-01 40/2020-11-30 30/2020-11-30 30/2020-11-30 50/2020-11-29 50/2020-11-26 50/2020-11-26 10/2020-11-25 200/2020-11-24 1990/2020-11-23 10/2020-11-23 100/2020-11-18 20/2020-11-17 10/2020-11-16 30/2020-10-29 30/2020-10-27 14/2020-10-27 50/2020-10-26 125/2020-10-23 50/2020-10-18 50/2020-10-14 50/2020-10-05 26/2020-10-04 40/2020-10-04 50/2020-10-04 30/2020-10-02 20/2020-10-02 50/2020-10-01 50/2020-09-30 20/2020-09-29 13/2020-09-29 5/2020-09-29 10/2020-09-29 20/2020-09-25 60/2020-09-19 100/2020-09-18 20/2020-09-17 20/2020-09-13 50/2020-09-12 30/2020-08-31 100/2020-08-30 30/2020-08-28 100/2020-08-26 50/2020-07-29 15/2020-06-12 100/2020-06-04 15/2020-05-31 50/2020-05-31 20/2020-05-29 40/2020-05-26 20/2020-05-24 20/2020-05-22 50/2020-05-14 30/2020-05-14 30/2020-05-02 50/2020-04-29 20/2020-04-28 10/2020-04-25 100/2020-04-22 70/2020-04-22 70/2020-04-22 50/2020-04-21 10/2020-04-21 100/2020-04-14 30/2020-04-12 30/2020-04-10 30/2020-04-08 30/2020-04-06 30/2020-04-04 30/2020-04-04 100/2020-04-04 10/2020-04-04 20/2020-04-03 30/2020-04-03 50/2020-04-03 100/2020-04-03 20/2020-04-03 20/2020-04-03 20/2020-04-03 10",https://www.justgiving.com/NewAddingtonSalvationArmy,2020-12-13,6972,0,"The Vine Foodbank"
,,,1110522,"The Trussell Trust",True,2020-04-03,0,0,,https://www.justgiving.com/Adam-Jack-Pearson,,0,5000,"Adam Jack's The trussell  foodbank "
,,,1110522,"The Trussell Trust",True,2020-02-25,0,0,,https://www.justgiving.com/Mark-Henaghen,,0,0,"Mark's Foodbank Cycle"
,,,1110522,"The Trussell Trust",False,2016-11-07,26,0,,https://www.justgiving.com/Elizabeth-Turner9,,535,500,"Liz's Fast for Food Banks"
,,,1110522,"The Trussell Trust",False,2016-11-30,15,0,,https://www.justgiving.com/Brian-Conner1,,400,250,"Brocade Bracknell FoodBank"
,,,1124519,"Kerith Community Church",True,2017-08-09,0,0,,https://www.justgiving.com/Bracknell-Foodbank,,0,0,"Bracknell Foodbank"
,,,1149296,"Merthyr Cynon Foodbank",True,2020-07-31,32,32,"2020-09-06 50/2020-09-01 20/2020-08-31 10/2020-08-28 10/2020-08-28 5/2020-08-28 25/2020-08-27 5/2020-08-26 10/2020-08-26 10/2020-08-25 5/2020-08-24 15/2020-08-23 20/2020-08-23 20/2020-08-22 10/2020-08-21 10/2020-08-16 25/2020-08-12 5/2020-08-09 10/2020-08-07 20/2020-08-05 10/2020-08-05 10/2020-08-04 10/2020-08-04 10/2020-08-03 5/2020-08-03 10/2020-08-03 10/2020-08-03 250/2020-08-01 30/2020-08-01 5/2020-08-01 5/2020-07-31 10/2020-07-31 10",https://www.justgiving.com/Rhonda-Braithwaite,2020-09-06,660,675,"Rhonda's Walking for Foodbank "
,,,"214779 and in Scotland SC009359","The Salvation Army",False,2020-04-03,40,40,"2020-11-11 100/2020-09-12 50/2020-08-22 50/2020-07-29 20/2020-07-15 30/2020-07-15 20/2020-07-11 100/2020-07-09 20/2020-07-03 90/2020-06-29 20/2020-06-29 20/2020-06-29 50/2020-06-21 20/2020-06-21 10/2020-06-19 20/2020-06-10 100/2020-06-09 20/2020-06-07 50/2020-06-06 30/2020-06-04 340/2020-06-02 10/2020-06-02 30/2020-05-07 20/2020-04-29 100/2020-04-26 100/2020-04-06 50",https://www.justgiving.com/Tadcaster-The-Salvation-Army,2020-12-05,2405,2000,"Tadcaster's Foodbank appeal"
,,,"214779 and in Scotland SC009359","The Salvation Army",True,2020-04-03,11,11,"2020-11-12 50/2020-06-29 300/2020-05-30 50/2020-05-13 100/2020-04-27 15/2020-04-24 30/2020-04-24 50/2020-04-21 100/2020-04-04 10/2020-04-04 20/2020-04-03 200",https://www.justgiving.com/Sneinton-The-Salvation-Army,2020-11-12,925,1000,"Sneinton Salvation Army Foodbank"
,,,1110522,"The Trussell Trust",False,2020-09-11,30,30,"2020-11-25 10/2020-11-20 20/2020-11-20 10/2020-11-19 100/2020-11-16 10/2020-11-16 10/2020-11-13 10/2020-11-13 100/2020-11-13 25/2020-11-13 10/2020-11-13 5/2020-11-11 500/2020-10-14 30/2020-10-05 30/2020-10-05 10/2020-10-02 30/2020-09-17 10/2020-09-17 10/2020-09-17 5/2020-09-17 20/2020-09-17 10/2020-09-17 10/2020-09-17 10/2020-09-14 10/2020-09-14 10",https://www.justgiving.com/PharmaGenesis-Foodbank,2020-11-25,1095,500,"PharmaGenesis Foodbank"
,,,801819,Pecan,False,2016-01-26,31,0,,https://www.justgiving.com/thefoodbankfamily,,1010,1000,"Rebecca's The Foodbank Family"
,,,1110522,"The Trussell Trust",False,2020-04-13,67,67,"2020-04-29 30/2020-04-29 20/2020-04-27 20/2020-04-23 20/2020-04-23 20/2020-04-23 20/2020-04-23 30/2020-04-22 20/2020-04-20 30/2020-04-19 30/2020-04-17 30/2020-04-17 10/2020-04-16 20/2020-04-16 20/2020-04-16 20/2020-04-15 20/2020-04-15 20/2020-04-15 10/2020-04-14 20/2020-04-14 20/2020-04-14 20/2020-04-14 10/2020-04-14 20/2020-04-14 20/2020-04-14 20/2020-04-14 10/2020-04-14 10/2020-04-14 20/2020-04-14 20/2020-04-14 30/2020-04-14 20/2020-04-14 10/2020-04-14 5/2020-04-14 20/2020-04-14 20/2020-04-14 20/2020-04-14 10/2020-04-14 5/2020-04-14 20/2020-04-13 20/2020-04-13 20/2020-04-13 20/2020-04-13 20/2020-04-13 20/2020-04-13 20/2020-04-13 20/2020-04-13 30/2020-04-13 20/2020-04-13 20/2020-04-13 20/2020-04-13 25/2020-04-13 20/2020-04-13 20/2020-04-13 20/2020-04-13 5/2020-04-13 5/2020-04-13 20/2020-04-13 50/2020-04-13 20/2020-04-13 20/2020-04-13 20/2020-04-13 30",https://www.justgiving.com/G-Hamilton,2020-04-29,1300,5000,"SSE Staff Supporting Foodbanks"
,,,SC018886,"The Drumchapel Foodbank",True,2019-11-19,10,10,"2019-12-07 20/2019-12-02 10/2019-11-30 10/2019-11-28 10/2019-11-27 10/2019-11-20 10/2019-11-20 10/2019-11-19 10/2019-11-19 20/2019-11-19 20",https://www.justgiving.com/Gemma-Sam,2019-12-07,130,200,"Gemma & Sam's Firewalk For Foodbank"
,,,1110522,"The Trussell Trust",False,2017-10-27,8,4,"2019-06-27 10/2019-06-27 10/2019-06-18 10/2018-10-30 10",https://www.justgiving.com/FIDS-CSR4,2019-06-27,62,100,"FIDS Foodbank Collection Page"
,,,1106270,"As-Suffa Trust",False,2018-04-20,14,1,,https://www.justgiving.com/HomelessFoodbank,2018-05-23,110,50000,"As-Suffa's Homeless & Foodbank"
