Title,Location,Link,Raised,Target,MostRecentDonation,Created,Organization,OrganizationDetails,DonationCount,Donations,Description,Complete
" UK Publishing support for The Trussell Trust ","London, Greater London, United Kingdom",https://uk.gofundme.com/f/uk-publishing-support-for-the-trussell-trust,11570,-1,,2019-12-17,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",0,,"People from across the UK publishing industry  from editors  booksellers and authors  to publicists  agents and designers  are donating money to go towards helping the acute crisis in poverty and hunger amongst the least well off in the country.    We live in a nation where more than 14 million people are living in poverty – including 4.5 million children. The Trussell Trust has given out over 1.6 million packs of food supplies in the past year alone. Food Banks are not just a place to pick up essential sustenance  with cuts to community centres and frontline services they have also become mini-welfare and advice centres.    We're aiming to raise £5000 before Christmas 2019  which will go to the Trussell Trust. Your donation will directly help those most in need of support. It is vital that those working in publishing come together as a community and take action.    It is important to help those in greatest need but solutions must also be found to the reasons people find themselves in need of food banks.    The Trussell Trust’s CEO Emma Revie has indicated that the benefits system has been driving a rise in foodbank use– the charity released their State of Hunger 2019 report in November.    “This is the busiest six months we’ve ever seen – more people than ever before are being forced to foodbanks’ doors ” said Revie. “Our benefits system is supposed to protect us all from being swept into poverty  but currently thousands of women  men and children are not receiving sufficient protection from destitution. This is not right. But we know this situation can be fixed – our benefits system could be the key to unlocking people from poverty. We need to put money back into the pockets of people who most need our support. It’s in our power as a country to end the need for foodbanks. This can change.”        Thank you for your support.        Kit Caless & Kish Widyaratna     ---    Stats and quote from:  https://www.trusselltrust.org/what-we-do/  https://www.bigissue.com/latest/trussell-trust-foodbanks-deal-with-steepest-rise-in-demand-yet/    More information about The Trussell Trust: The Trussell Trust  in conjunction with local communities  develops and runs sustainable projects in the UK tackling poverty and exclusion. Through the UK Foodbank Network and Community Enterprises we work with marginalised people in real need  providing practical care and support. www.trusselltrust.org.",False
" HELP FOODBANKS FEED PEOPLE DURING CORONAVIRUS ","Southend-on-Sea, East of England, United Kingdom",https://uk.gofundme.com/f/help-foodbanks-feed-people-during-coronavirus,10000,87145,,2020-03-16,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",0,,"WE ARE IN THE MIDST OF A GLOBAL PANDEMIC. SUPERMARKET SHELVES ARE EMPTY. BUSINESSES ARE CLOSING. PEOPLE ARE LOSING WORK.     1.3 MILLION FOOD BANK PARCELS WERE HANDED OUT BY THE TRUSSELL TRUST IN EMERGENCY SITUATIONS LAST YEAR  to people who would have gone hungry if not for charitable help.    I've been a food bank user myself. I'm only here today because of the kindness of strangers - donating food  distributing it  identifying that I was struggling and helping me out.     And now the supermarket shelves are empty. People are filling up their own trollies and cupboards to try to deal with the panic of an unknown pandemic - and food banks up and down the country are running out of food.    As the impact of coronavirus takes hold  and the knock on effect of unpaid work  unfulfilled contracts  zero hours workers getting literally zero hours  new universal credit claims (currently a six week delay  who knows how much longer it will be with so many new claims to process?!)  More and more people are going to find themselves at the door of the food bank  only to find that their shelves are empty too.    It's my birthday today (17th March) and I'm sitting here on my sofa at half past midnight truly thankful to be seeing another birthday at all. But all I want - really - is for people to dig as deep as they can and help restock struggling food banks so that the most vulnerable people in our neighbourhoods can access a little help in this precarious and difficult time.    People who can't afford to stockpile. People who buy their shopping in meagre amounts day to day. People who were already struggling who now won't be able to make ends meet.    We don't know how Covid19 is going to end up. We have no idea of the impact on our economy  society  communities. But poverty is already isolating  lonely  and exhausting. If we all turn inwards and only look after ourselves  more and more people are going to slip through the cracks.    All the money raised here does directly to the TRUSSELL Trust who will use it to support people in need and at risk of food insecurity and hunger throughout the UK.    If you can't afford to donate - sharing it on social media is free. Thankyou for your support.    The Trussell Trust  in conjunction with local communities  develops and runs sustainable projects in the UK tackling poverty and exclusion. Through the UK Foodbank Network and Community Enterprises we work with marginalised people in real need  providing practical care and support. www.trusselltrust.org.    All the best    Jack Monroe. ",False
" Step Up for Scousers ","Liverpool, North West England, United Kingdom",https://uk.gofundme.com/f/sos-supporting-our-scousers,2000,1555,,2020-10-23,,,0,,"In light of the Government's decision to not feed the most vulnerable children across our society  people and businesses everywhere have decided to take matters into their own hands.     Step Up for Scousers is a non-profit initiative that is raising money to buy essential items for people across our city: everything from cereal and milk to sanitary products and blankets for the colder winter nights. Our products are distributed to organisations such as Fans for Food Banks  ran by Ian Byrne  to local families in our street.     For those we donate to outside of Food Banks: There are no questions asked and complete anonymity for those receiving goods. We want to help everybody. All food/packaging is completely COVID-19 secure.     It breaks my heart to hear the grim reality that we've got more than 110 000 kids in Merseyside below the poverty line. In these dark and uncertain times  these children have never been more vulnerable  and that is why I'm asking anybody who can to STEP UP by kindly donating money to help these children know that we never want any scouser to be left behind.    To give directly to Fans for Food Banks you can donate here: https://fsfb.co.uk/  ",False
" WinterFolk At Home With The O’Hooley-Tidows ","Golcar, Yorkshire and the Humber, United Kingdom",https://uk.gofundme.com/f/winterfolk-at-home-with-ohooley-amp-tidow,5000,4761,,2020-11-11,,,0,,"Hello  we are Belinda & Heidi  otherwise known as folk duo O’Hooley & Tidow.     Because of the pandemic  we are unable to do our seasonal WinterFolk Tour across the UK this December.     So instead  we are excited to announce the premiere of our concert/film: WinterFolk At Home With The O’Hooley-Tidows on Christmas Eve at 8pm on our YouTube Channel. We would love for you to tune in and watch it with us.    The concert is free to watch and we hope you enjoy our wintery slice of life in the Colne Valley.    If you would like to make a donation towards our target  please note that we will give half of the money raised to The Welcome Centre  which is our local food bank in Huddersfield  providing food  toiletries and other essentials to local families and individuals in crisis  and offering support and counselling to help with any underlying issues as well. They do such important work  and things are probably as desperate as they've ever been at the moment  so your support is very much appreciated. The rest of your donation will help towards our costs and living expenses whilst we are unable to tour at this uncertain time.     https://www.thewelcomecentre.org  There will be wintery songs  carols  instrumentals and of course  a bit of daftness thrown in too  all by the fireside in our little cottage in Golcar and interspersed with footage recorded across lockdown  as we walk in the Colne Valley with our little lad Flynn. There may even be some songs from the beer cellar! You can subscribe to our channel here:https://www.youtube.com/user/belindaohooleyThank you for your kind support Belinda  Heidi & Flynn x",False
" Galloway for MP ","Birmingham, West Midlands, United Kingdom",https://uk.gofundme.com/f/galloway-for-mp,24161,-1,,2019-07-15,,,0,,"I seek to replace Tom Watson MP. I am the Prospective Parliamentary Candidate for West Bromwich East constituency. I will stand as an Independent candidate supporting Brexit and the traditional values of the labour movement; the values of Tony Benn  Michael Foot  Barbara Castle  Peter Shore etc.     My work in West Bromwich East has already begun and I intend to crowdfund my campaign. I hope you can help  either with a one-off donation or regular contributions. Tom Watson has the biggest of backers and I do not. But many make much; I stand for the many and I hope many will support me. All unspent monies will be distributed to local food banks.     Regular updates will be provided.",False
" FEEDING BRITAIN - MILES FOR MEALS ","Houghton Le Spring, North East England, United Kingdom",https://uk.gofundme.com/f/feeding-britain-miles-for-meals,700,1220,,2020-10-23,"FEEDING BRITAIN","Registered nonprofitDonations eligible for Gift Aid.",0,,"MILES FOR MEALS We plan to raise as much money as possible to help provide meals for children and families in the UK in poverty by donating all funds raised to Feeding Britain Charity. MPs recently rejected Labours motion to extend free school meals given to children during school holidays till Easter 2021 which would have provided 1.4 million school children with meals across the UK. The end to the Coronavirus jobs and income support is expected to see a rise of 61% in food bank use. Unemployment is over 1.5 million now  and rising. Unfortunately 80% of low income families are now financially worse off since the pandemic. We want to help in any way we can  with such little time to plan anything big and due to work commitments  we have decided to complete a sponsored walk of 30 miles on the 31st October 2020. We will set off from Amble Marina at 8am and walk along the Northumberland coast  finishing at North Shields Fish Quay at 8pm. With it being Halloween we will be doing this in costume. The walk will take 12 hours including 2 hours for rest breaks. Our plan is  with your help  to raise as much money as possible to donate to Feeding Britain. The charities vision is a UK where no one goes hungry. Their current campaigns are  Holidays Hunger  Universal Credit and measuring food insecurity. They also have a specific COVID-19 emergency food programme  read more about this here: https://feedingbritain.org/ A donation of just £10 can purchase the equivalent of 30 meals for a family at risk of hunger with Feeding Britain. We should be able to rely on our taxes to pay for these things  but it's now fallen on the kind hearts of the public to try and help those children and families at risk of going hungry over the winter and Christmas period. We can only hope no one has to go through these struggles  but the truth is  1 in 5 parents struggle to feed their children in the UK  so any donation  big or small would help. Thank you for reading  Betty and Nyss.",False
" Virtual grand national isolation party ","Barrow-in-Furness, North West England, United Kingdom",https://uk.gofundme.com/f/virtual-grand-national-isolation-party,200,200,,2020-04-02,"BARROW FOOD BANK LIMITED","Registered nonprofitDonations eligible for Gift Aid.",0,,"Please donate £5 to be entered into the virtual Grand national sweep  we have kindly been donated prizes for the first 4 place so all the cash can be donated to BARROW FOOD BANK LIMITED and every donation will help. Thank you in advance for your contribution to this cause that means so much to me.",False
" £48 for 48 Families - Christmas Dinners ","Belfast, Northern Ireland, United Kingdom",https://uk.gofundme.com/f/48-for-48-families-christmas-dinners,2304,1739,,2020-11-06,,,0,,"A CHRISTMAS MEAL FOR 48 FAMILIES!    From 6PM on 4th December 2020 to 6PM on the 6th  I will be running 4 miles every 4 hours for 48 hours. I’m doing this to raise funds for the North Belfast Community Food Bank  a charity who do fantastic work in our local community. If you are able to donate please follow the link below.    The aim is to raise £2304 the equivalent of £48 for 48 families by doing 48 miles in 48 hours.    This challenge is certainly going to be difficult  physically and mentally and I am looking forward to it.",False
" #LIVEFORLOVE Campaign for UK Food Banks ","London, Greater London, United Kingdom",https://uk.gofundme.com/f/LIVEFORLOVEUK,50000,45281,,2020-03-19,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",0,,"#LIVEFORLOVE     During COVID- 19 we are asking musicians  artists  DJs  Producers to live stream for love. During this difficult time  now more than ever there are people that are desperately relying on Food Banks across the UK.     The Trussell Trust support a nationwide network of food banks and provide emergency food and support to people locked in poverty.     In the UK  more than 14 million people are living in poverty – including 4.5 million children. The Trussell Trust support more than 1 200 food bank centres to provide a minimum of three days’ nutritionally-balanced emergency food to people who have been referred in crisis  as well as support to help people resolve the crises they face.    If you want to get involved please join our facebook group and let us know if you would like to do a set: www.facebook.com/groups/LIVEFORLOVEUK    [email redacted]    More information about The Trussell Trust: The Trussell Trust  in conjunction with local communities  develops and runs sustainable projects in the UK tackling poverty and exclusion. Through the UK Foodbank Network and Community Enterprises we work with marginalised people in real need  providing practical care and support. www.trusselltrust.org.",False
" Help the local community of Mulberry School ","Mulberry School For Girls, Greater London, United Kingdom",https://uk.gofundme.com/f/help-mulberry-fund-essentials-for-families-in-need,10629,-1,,2020-03-20,,,0,,"Mulberry School for Girls a high performing girls' school serving over 1400 students and families in the London Borough of Tower Hamlets. Students at the school achieve very highly and progress to world class universities and competitive apprenticeship programmes. The school serves a community however where there is significant disadvantage; academically students hold their own  however deprivation is high and closure of schools places huge additional and very difficult strain on families and the community. We want to work with families to make sure that we are able to provide the support needed during the COVID-19 epidemic particularly whilst our students are not able to attend school. We are asking for contributions so that we can support with basic needs  funding food  sanitary and essential care products to those who need it the most. Currently  supermarket shelves are bare of many of these items and this is problematic for those who cannot stockpile. We will not take any admin charge from this  every pound you give will fund products to go directly to families who need them the most. We are working hard with companies to source discounted products and will identify the most vulnerable families to support. GoFundMe have asked for some extra info here: My relationship to the campaign: I work at Mulberry School for Girls. I have done so for 14 years. How the funds will be spent: We will be providing food and care packs to between 180 and 300 families weekly. Our running costs will be £8 700 per Month (minimum). This fundraising effort funds our first four weeks  A food bag will contain 10-14 products to support family during this difficult time. It will contain products including rice  pasta  bread canned and other products that are difficult to source during the Coronavirus. We will supply baby products on request. Your withdrawal plan to get the funds from the campaign to the ultimate beneficiary/ies Mulberry School has established a specific bank account for the food bank. These funds will be paid directly into it and adhere to well-established financial procedures. The account and every transaction will be directly overseen and authorised by the Headteacher. Mulberry School are accountable to the donors here and details of purchasing will be shared. ",False
" Fund the North to Free the North ","Warrington, North West England, United Kingdom",https://uk.gofundme.com/f/fund-the-north-to-free-the-north,2500,1930,,2020-11-15,,,0,,"The Northern Independence Party is a grassroots movement campaigning for a referendum on an Independent Northern England. Our party no longer trusts in the ‘generosity’ of Westminster to bridge the centuries old North-South divide. This tried and tested approach is destined to fail. The centrality of London  with its capacity to gobble-up all of this country’s assets  is built into the very fabric of the ‘United Kingdom.’ Infrastructure  people  resources  opportunities: all filter south by design. We believe  then  that only through a referendum – with a resounding ‘yes’ – will we solve  once and for all  that vast array of economic and social disparities that split this island in two. We have over 200 active volunteers using a free Slack workspace. But we have hundreds more signed up and waiting to join. Our next obstacle to overcome is to invest in a membership system and organisational tools so we can become sustainable and begin organising activities leading up to us challenging council seats in the local elections of 2021.     We are a transparent party run by ordinary Northerners. We have no secret donors or other means of generating an income. Our spend to date on the movement was £1.19 to register a domain name. But we have reached the point where we cannot go any further without incurring some additional expenses. We need: A Membership System Banking costs Zoom Professional A Virtual Business Workspace    You can read more about our party here: https://www.redpepper.org.uk/the-case-for-northern-independence/    Or follow us on Twitter @FreeNorthNow    --    This is a difficult time for many so you shouldn't feel bad if you aren't in a position to contribute financially right now. We're grateful to have your support. If you're finding things difficult yourself  you can find help through Citizens Advice  your local council  the Trussell Trust  or through the links we've gathered below.    https://www.trusselltrust.org/get-help/find-a-foodbank/    https://england.shelter.org.uk/get_help    https://www.citizensadvice.org.uk/benefits/help-if-on-a-low-income/using-a-food-bank/    https://www.stepchange.org/debt-info/emergency-funding.aspx    https://www.ageuk.org.uk/information-advice/money-legal/benefits-entitlements/how-to-get-help-with-urgent-or-one-off-expenses/",False
" A woman and child in need ","Crosby Villa, North West England, United Kingdom",https://uk.gofundme.com/f/a-woman-and-child-in-need,200,432,,2019-12-15,,,0,,"All friends and family in CUMBRIA I would like to ask for your help a family member of mine has had a real rough time she has been in a domestic raw relationship and there was another serious incident that I can't put on Facebook but the police have had to be involved. My family have worked so hard to get her a little flat and she has fled all the way from Nottingham! Her son is autistic so this big change has hit him pretty hard. She has her son who is four with her. As we are only a small family we have only managed to grab her a few tiny bits. If anyone has anything they no longer need we would be very grateful I know Cumbria is a fantastic place when it comes to really hard times. As she has moved she is currently on no money until she has all her benifits sorted. Also if anyone knows of any places that help people in need please let me know. I do know there is a food bank so she is going there too. She is after absaloutly everything bed for herself a cot bed for her son the flat has no carpets so rugs   fridge freezer  cutlery   light shades  toaster   duvet   size 10-12 clothing for herself and size 5 shoes. For her son toys  age 4-5 clothing and size 10 shoes. With it also been Christmas I can't even imagine the thought of the little boy not even having a Christmas tree in his home so if anyone has any Christmas decorations to add we would be very grateful. She lives near maryport but my lovely nanna can pick up things for her. Thank you for reading and please SHARE around for me she has no transport this is now for carpets and money for her flat for rent and food thank you all",False
" 10k RUN 13th December ","Liverpool, North West England, United Kingdom",https://uk.gofundme.com/f/h5v24-a-cause-i-care-about-needs-help,1000,555,,2020-10-26,"SOUTH LIVERPOOL FOODBANK","Registered nonprofitDonations eligible for Gift Aid.",0,,"6 unfit lads running 10k for a good cause. Why else would you not donate?    In the recent news of the cuts for free school meals. People are turning to food banks more than ever. With Christmas  shortly after the race date  we feel strongly about doing our part.     South Liverpool Foodbank is the closest food bank to all of us. The work they do to provide meals to those in need in the South Liverpool area is fantastic  to say the least.     From the 6 of us thank you in advance for your contribution to this cause that means so much.    Find out more about this cause.  https://southliverpool.foodbank.org.uk/about/",False
" #helpinghands ","London, Greater London, United Kingdom",https://uk.gofundme.com/f/helpinghands-for-covid19,50000,111051,,2020-03-14,"BEAUTY BANKS","Registered nonprofitDonations eligible for Gift Aid.",0,,"PLEASE JOIN (VIRTUAL) HANDS WITH US TO SUPPORT PEOPLE IN THE UK WHO CAN’T AFFORD TO KEEP THEMSELVES AND THEIR FAMILIES AS SAFE FROM CORONAVIRUS (COVID-19) AS OTHERS.    Every moment matters. As the virus spreads in the UK  people living in poverty are among the most vulnerable to the worst outcomes of the virus  because they:      - Can’t afford basic hygiene essentials like hand wash  soap and hand sanitiser that will help protect them from infection.    - Can’t afford to stockpile essential everyday items    - Rely on food banks for their basic hygiene essentials  and due to public stockpiling  food banks’ supplies are dwindling fast     - Live or stay in crowded environments like homeless shelters  refuges and safe-houses    - Live in densely populated areas    - Work in low-income jobs in highly populated public spaces    - Don’t have a home to live in    Beauty Banks  the people-powered movement that supports people living in hygiene poverty in the UK has joined (virtual) hands with crowd-funding platform  GoFundMe to support those who can’t afford to take extra precautions to help keep them safe from what has been labelled ‘the worst public health crisis for a generation’  coronavirus (COVID-19).    Your support will help us to provide emergency hygiene parcels that will help protect those at higher risk and more vulnerable to being infected by the virus.       YOUR DONATION WILL BE SPENT ON:    - SOAP (adult & baby)  - BODYWASH  - HANDWASH  - HAND SANTISER  - LAUNDRY DETERGENT    All donations will be shared with Beauty Banks’ UK registered charity partners that include food banks  homeless shelters  domestic abuse refuges  youth centres  NHS trusts and refugee centres across the UK.     We have two hands - one to help ourselves and one to help others. Please donate today.",False
" Let's help our most vulnerable through this crisis ","Strabane, Northern Ireland, United Kingdom",https://uk.gofundme.com/f/w8dn9-let039s-help-our-most-vulnerable-through-this-crisis,1000,2492,,2020-04-10,,,0,,"At a time of great crisis  it is heart warming to see that communities have rallied to the call of protecting their most vulnerable and the people of Strabane and the surrounding areas have been absolutely brilliant. As a community and beyond  we are all in this together and we will fight this virus and its impact on us every step of the way.    This is a very distressing and difficult period for many people and the food-bank is providing an essential service to many vulnerable people throughout the Strabane district and beyond. This service means so much to so many people.    We are appealing to anyone who is in a position to donate at this time to please help us out  so that we can continue to provide as much as we can to as many people as we can. Any donation  no matter how small would be greatly appreciated.    We will get through this together.    Thanks a million and stay safe!",False
" (Socially Distanced) Half Marathon for Food Banks ","London, Greater London, United Kingdom",https://uk.gofundme.com/f/fundraiser-for-foodbanks,2250,2645,,2020-10-24,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",0,,"In the UK  4.2 million children live in poverty. A total of 846 000 emergency food parcels will need to be provided by the Trussell Trust Food Banks network to people in crisis during October to December 2020. This is a 61% increase on last year.    Illness  disability  family breakdown  and job losses are just some of the reasons why staying above water is a struggle for millions of people. Coronavirus has exacerbated all of these issues  and the UK is now facing record high rates of unemployment and job losses. 32% of families have lost income as a result of Covid-19.    An additional 670 000 people will be destitute by the end of the year  meaning they cannot afford essentials like housing  energy  and food. Over 50% of people using food banks in the Food Banks network at the start of the pandemic had never needed one before. Families have been the hardest hit  accounting for nearly two in five households needing to use a food bank.     On 21st November a group of us will run and walk 21km along the Thames from Putney Bridge to Greenwich Park. This is half a kilometer for every hundred thousand children in poverty in the UK. We will be participating in small groups with members from our household and/or support bubble  maintaining 2 meters from others  to comply with current national lockdown restrictions.    We know that times are tight for everyone  but this is an idea of how far your money can go:  £10 could help give a parent peace of mind that their family will not go hungry tonight.  £20 could help support someone take their first steps out of poverty.    Why the Trussell Trust? As well as providing emergency food packages to the most vulnerable in our communities  the Trust provides practical and holistic support to help people resolve the crises that they face.     The Trussell Trust is also dedicated to creating positive change in the UK. In 2019 10% of their expenditure was on advocacy. The Trust works hard to positively influence MPs and policy and decision makers to address the structural issues that drive people to food banks.    For more information: www.trusselltrust.org",False
