Key,Fundraiser,Raised,Charity,Operates,Postcode,Activities,Description,Address,FirstDonation,LastDonation
10,"Claire Penberthy",50,"Churches Housing Action Team mid Devon Limited",Gloucestershire,"GL52 6QZ","The aim is to raise funds to support Holy Apostles Primary School children.","2020 marks 25 Years of tackling homelessness, avoiding evictions and bringing hope.
Our advisors help those who are living rough, facing eviction or in any housing need across Mid Devon.  We can also can help address debt issues. The service is offered free of charge to our clients. Currently we are supporting over 800 per annum. We also run a food bank and provide shower and clothes-washing facilities for those who are living on the streets.
For the 'Homeless 4 a Night event' go to: https:/****/fun-sleep","Coggans Well House Phoenix Lane,  Tiverton,Devon  EX16 6LU",10/05/2020,10/05/2020
11,"Clare Cotton",255,"Windsor Homeless Project",Nottinghamshire,"NG1 5EL","The relief of poverty",,"Baptist Church,Victoria Street  Windsor,Berkshire  SL4 1EH",14/06/2020,14/06/2020
12,"Daniel Foord",186.54,"Churches Housing Action Team mid Devon Limited",Gloucestershire,"GL52 6QZ","The aim is to raise funds to support Holy Apostles Primary School children.","2020 marks 25 Years of tackling homelessness, avoiding evictions and bringing hope.
Our advisors help those who are living rough, facing eviction or in any housing need across Mid Devon.  We can also can help address debt issues. The service is offered free of charge to our clients. Currently we are supporting over 800 per annum. We also run a food bank and provide shower and clothes-washing facilities for those who are living on the streets.
For the 'Homeless 4 a Night event' go to: https:/****/fun-sleep","Coggans Well House Phoenix Lane,  Tiverton,Devon  EX16 6LU",10/05/2020,21/05/2020
13,"Elena Kite",150,"Herts Young Homeless","Throughout London",,,"Herts Young Homeless – making a difference to the lives of young homeless people

At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently.
We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment. 
hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this.
Where will the money go? 
All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.



 

","1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX",07/05/2020,31/05/2020
14,"Elizabeth d'Erlanger",360,"Churches Housing Action Team mid Devon Limited",Gloucestershire,"GL52 6QZ","The aim is to raise funds to support Holy Apostles Primary School children.","2020 marks 25 Years of tackling homelessness, avoiding evictions and bringing hope.
Our advisors help those who are living rough, facing eviction or in any housing need across Mid Devon.  We can also can help address debt issues. The service is offered free of charge to our clients. Currently we are supporting over 800 per annum. We also run a food bank and provide shower and clothes-washing facilities for those who are living on the streets.
For the 'Homeless 4 a Night event' go to: https:/****/fun-sleep","Coggans Well House Phoenix Lane,  Tiverton,Devon  EX16 6LU",07/05/2020,28/05/2020
15,"Elliot Guman",0,"Herts Young Homeless","Throughout London",,,"Herts Young Homeless – making a difference to the lives of young homeless people

At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently.
We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment. 
hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this.
Where will the money go? 
All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.



 

","1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX",,
16,"Emily Goldfinch",182.4,"Herts Young Homeless","Throughout London",,,"Herts Young Homeless – making a difference to the lives of young homeless people

At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently.
We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment. 
hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this.
Where will the money go? 
All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.



 

","1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX",07/05/2020,31/05/2020
17,"Emma Weaver",50.75,"Churches Housing Action Team mid Devon Limited",Gloucestershire,"GL52 6QZ","The aim is to raise funds to support Holy Apostles Primary School children.","2020 marks 25 Years of tackling homelessness, avoiding evictions and bringing hope.
Our advisors help those who are living rough, facing eviction or in any housing need across Mid Devon.  We can also can help address debt issues. The service is offered free of charge to our clients. Currently we are supporting over 800 per annum. We also run a food bank and provide shower and clothes-washing facilities for those who are living on the streets.
For the 'Homeless 4 a Night event' go to: https:/****/fun-sleep","Coggans Well House Phoenix Lane,  Tiverton,Devon  EX16 6LU",09/05/2020,13/05/2020
18,"Fr Ugo Ikwuka",1540.54,"The Westminster Roman Catholic Diocesan Trust",,,,"The Diocese of Westminster is the Roman Catholic Church’s presence in London north of the Thames, in Middlesex, Hertfordshire and a small part of Surrey in the United Kingdom.  It is comprised of 215 parishes serving more than 450,000 Catholics in the Diocese and tens of thousands of visitors to London annually. 
We also have 220 Catholic schools in the Diocese serving more than 85,000 students, providing for their religious, academic and personal formation where Catholic values are espoused across programmes.  
As the Catholic Church in this region, we administer the Sacraments, offer Mass and prayer, conduct social action ministries, foster religious community and formation, and are active in the civic discourse serving all of God’s people regardless of creed.  

To find out more please visit: http://www.rcdow.org.uk/ ","Diocese Of Westminster,Vaughan House  46 Francis Street,London  SW1P 1QN",09/11/2018,09/04/2020
19,"Gail Foreshew",284.9,"Churches Housing Action Team mid Devon Limited",Gloucestershire,"GL52 6QZ","The aim is to raise funds to support Holy Apostles Primary School children.","2020 marks 25 Years of tackling homelessness, avoiding evictions and bringing hope.
Our advisors help those who are living rough, facing eviction or in any housing need across Mid Devon.  We can also can help address debt issues. The service is offered free of charge to our clients. Currently we are supporting over 800 per annum. We also run a food bank and provide shower and clothes-washing facilities for those who are living on the streets.
For the 'Homeless 4 a Night event' go to: https:/****/fun-sleep","Coggans Well House Phoenix Lane,  Tiverton,Devon  EX16 6LU",02/05/2020,04/06/2020
20,"Grace Marchant-Ryan",0,"Herts Young Homeless","Throughout London",,,"Herts Young Homeless – making a difference to the lives of young homeless people

At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently.
We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment. 
hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this.
Where will the money go? 
All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.



 

","1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX",,
21,"Hannah Doogan",150,"Herts Young Homeless","Throughout London",,,"Herts Young Homeless – making a difference to the lives of young homeless people

At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently.
We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment. 
hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this.
Where will the money go? 
All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.



 

","1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX",08/05/2020,23/05/2020
22,"Holly Harding",0,"Herts Young Homeless","Throughout London",,,"Herts Young Homeless – making a difference to the lives of young homeless people

At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently.
We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment. 
hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this.
Where will the money go? 
All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.



 

","1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX",,
23,"Isabella O'Connor",592.76,"Wycombe Homeless Connection",Essex,"CO15 1LE","We promote education, training and entertainment through performances of live shows and arts displays.","Wycombe Homeless Connection believe that every person who is homeless, or at risk of homelessness in our community has worth and should have a fresh start no matter what their situation.
Thank you for joining us to change the lives of vulnerable people in our community. 
","Oakley Hall,8 Castle Street  High Wycombe,  HP13 6RF",30/04/2020,14/06/2020
24,"JLL Birmingham",10,"St Basils",Surrey,"GU8 6BU","Local fundraising and support","St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils.Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness.
 ","St. Basil,Heath Mill Lane  Birmingham,  B9 4AX",20/02/2020,20/02/2020
25,"James Brockwell",275,Crisis,India,"E13 0PY",,"
Crisis is the national charity for homeless people. We are committed to ending homelessness. 
Every day we see the devastating impact homelessness has on people’s lives. Every year we work side by side with thousands of homeless people, to help them rebuild their lives and leave homelessness behind for good.
Through our pioneering research into the causes and consequences of homelessness and the solutions to it, we know what it will take to end it.
Together with others who share our resolve, we bring our knowledge, experience and determination to campaign for the changes that will solve the homelessness crisis once and for all.
We bring together a unique volunteer effort each Christmas, to bring warmth, companionship and vital services to people at one of the hardest times of the year, and offer a starting point out of homelessness. 
We know that homelessness is not inevitable. We know that together we can end it.
Registered Charity Numbers: E&W1082947, SC040094
 

","Crisis,66 Commercial Street  London,London  E1 6LT",28/05/2020,02/06/2020
26,"James Morgan",738,"Whitechapel Centre","Birmingham City, Solihull","B45 9SN","Services for people with acquired Brain Injury - programmes aimed at different stages of developement - meeting a variety of needs.
Services in the Community for carers and families, giving assessment and support,Counselling, BMEG services and training.
Lifestyle Service offering 1 to 1 support for Brain Injured peop;le to access social,leisure and vocational apportunities in the Community.","The Whitechapel Centre is the leading homeless and housing charity for the Liverpool region. We work with people who are sleeping rough, living in hostels or struggling to manage their accommodation. We are committed to helping people find and maintain a home and learn the life skills essential for independent living.

Thank you for supporting the Whitechapel Centre. Your donation will help us to make a lasting change to lives of people who are homeless. 

£5 could pay for a cooked breakfast for 10 rough sleepers. 
£15 could buy an advice session, securing accommodation for someone who is homeless","Langsdale Street,Everton  Liverpool,  L3 8DU",24/03/2020,26/05/2020
27,"Jan Yarker",195,"The Bromley Homeless Shelter",,,,"Throughout the year The Bromley Homeless Shelter operates an advice service to help prevent people from becoming homeless or to resolve their problems if they are already homeless.

During the winter months we operate two winter night shelters, providing a warm place to sleep and a hot meal.","Bromley United Reformed Church,20 Widmore Road  Bromley,  BR1 1RY",09/11/2019,12/11/2019
28,"Janet Wooff",0,"Churches Housing Action Team mid Devon Limited",Gloucestershire,"GL52 6QZ","The aim is to raise funds to support Holy Apostles Primary School children.","2020 marks 25 Years of tackling homelessness, avoiding evictions and bringing hope.
Our advisors help those who are living rough, facing eviction or in any housing need across Mid Devon.  We can also can help address debt issues. The service is offered free of charge to our clients. Currently we are supporting over 800 per annum. We also run a food bank and provide shower and clothes-washing facilities for those who are living on the streets.
For the 'Homeless 4 a Night event' go to: https:/****/fun-sleep","Coggans Well House Phoenix Lane,  Tiverton,Devon  EX16 6LU",,
29,"Jean Parkinson",2345,"Churches Housing Action Team mid Devon Limited",Gloucestershire,"GL52 6QZ","The aim is to raise funds to support Holy Apostles Primary School children.","2020 marks 25 Years of tackling homelessness, avoiding evictions and bringing hope.
Our advisors help those who are living rough, facing eviction or in any housing need across Mid Devon.  We can also can help address debt issues. The service is offered free of charge to our clients. Currently we are supporting over 800 per annum. We also run a food bank and provide shower and clothes-washing facilities for those who are living on the streets.
For the 'Homeless 4 a Night event' go to: https:/****/fun-sleep","Coggans Well House Phoenix Lane,  Tiverton,Devon  EX16 6LU",06/05/2020,29/05/2020
30,"Kat Bracewell",15,"Windsor Homeless Project",Nottinghamshire,"NG1 5EL","The relief of poverty",,"Baptist Church,Victoria Street  Windsor,Berkshire  SL4 1EH",12/06/2020,12/06/2020
31,"Kate Forman",447,"Herts Young Homeless","Throughout London",,,"Herts Young Homeless – making a difference to the lives of young homeless people

At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently.
We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment. 
hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this.
Where will the money go? 
All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.



 

","1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX",15/02/2020,28/04/2020
32,"Kate Scullion",549,Crisis,India,"E13 0PY",,"
Crisis is the national charity for homeless people. We are committed to ending homelessness. 
Every day we see the devastating impact homelessness has on people’s lives. Every year we work side by side with thousands of homeless people, to help them rebuild their lives and leave homelessness behind for good.
Through our pioneering research into the causes and consequences of homelessness and the solutions to it, we know what it will take to end it.
Together with others who share our resolve, we bring our knowledge, experience and determination to campaign for the changes that will solve the homelessness crisis once and for all.
We bring together a unique volunteer effort each Christmas, to bring warmth, companionship and vital services to people at one of the hardest times of the year, and offer a starting point out of homelessness. 
We know that homelessness is not inevitable. We know that together we can end it.
Registered Charity Numbers: E&W1082947, SC040094
 

","Crisis,66 Commercial Street  London,London  E1 6LT",08/02/2020,20/04/2020
33,"Kianne Ball",0,"YMCA Sutton Coldfield",,,,"YMCA Sutton Coldfield is a charity providing a number of much needed programmes and services for young people in the North Birmingham area.  From youth clubs for young disabled people; support and respite services for young carers through to affordable quality housing provision and much needed outreach work on the streets.  And that’s just for starters. There’s lots more we want to achieve.
Inspired by our Christian values the team of dedicated staff and volunteers ensure that young people, children and their families within the local community are at the heart of everything we do.
Whilst we are affiliated to YMCA England, we are responsible for raising our own funds and welcome help from the local community to be able to continue our work.  We love to hear from people who are interested in helping us to continue our work.","George Williams House,Watson Close  Sutton Coldfield,West Midlands  B72 1LE",,
34,"LPC Singers",141.66,Crisis,India,"E13 0PY",,"
Crisis is the national charity for homeless people. We are committed to ending homelessness. 
Every day we see the devastating impact homelessness has on people’s lives. Every year we work side by side with thousands of homeless people, to help them rebuild their lives and leave homelessness behind for good.
Through our pioneering research into the causes and consequences of homelessness and the solutions to it, we know what it will take to end it.
Together with others who share our resolve, we bring our knowledge, experience and determination to campaign for the changes that will solve the homelessness crisis once and for all.
We bring together a unique volunteer effort each Christmas, to bring warmth, companionship and vital services to people at one of the hardest times of the year, and offer a starting point out of homelessness. 
We know that homelessness is not inevitable. We know that together we can end it.
Registered Charity Numbers: E&W1082947, SC040094
 

","Crisis,66 Commercial Street  London,London  E1 6LT",05/12/2019,17/12/2019
35,"Laundrapp Team",310.5,Crisis,India,"E13 0PY",,"
Crisis is the national charity for homeless people. We are committed to ending homelessness. 
Every day we see the devastating impact homelessness has on people’s lives. Every year we work side by side with thousands of homeless people, to help them rebuild their lives and leave homelessness behind for good.
Through our pioneering research into the causes and consequences of homelessness and the solutions to it, we know what it will take to end it.
Together with others who share our resolve, we bring our knowledge, experience and determination to campaign for the changes that will solve the homelessness crisis once and for all.
We bring together a unique volunteer effort each Christmas, to bring warmth, companionship and vital services to people at one of the hardest times of the year, and offer a starting point out of homelessness. 
We know that homelessness is not inevitable. We know that together we can end it.
Registered Charity Numbers: E&W1082947, SC040094
 

","Crisis,66 Commercial Street  London,London  E1 6LT",15/04/2020,21/05/2020
36,"Lucy Wells",60,"Herts Young Homeless","Throughout London",,,"Herts Young Homeless – making a difference to the lives of young homeless people

At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently.
We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment. 
hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this.
Where will the money go? 
All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.



 

","1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX",23/05/2020,25/05/2020
37,"Marion Greenwood",666.35,"Windsor Homeless Project",Nottinghamshire,"NG1 5EL","The relief of poverty",,"Baptist Church,Victoria Street  Windsor,Berkshire  SL4 1EH",06/06/2020,12/06/2020
38,"Mark Bailey",115.75,"Churches Housing Action Team mid Devon Limited",Gloucestershire,"GL52 6QZ","The aim is to raise funds to support Holy Apostles Primary School children.","2020 marks 25 Years of tackling homelessness, avoiding evictions and bringing hope.
Our advisors help those who are living rough, facing eviction or in any housing need across Mid Devon.  We can also can help address debt issues. The service is offered free of charge to our clients. Currently we are supporting over 800 per annum. We also run a food bank and provide shower and clothes-washing facilities for those who are living on the streets.
For the 'Homeless 4 a Night event' go to: https:/****/fun-sleep","Coggans Well House Phoenix Lane,  Tiverton,Devon  EX16 6LU",25/04/2020,09/05/2020
