Key,Activities,Address,Charity,Complete,Created,Description,Donations,Link,MostRecentDonation,Operates,Postcode,Raised
10,,"8 Newbold Road,  Rugby,Warwickshire  CV21 2LJ",Hope4,True,,"Hope4 is a charity in Rugby, working with hungry, homeless and badly-housed people. Within the work of Hope4 are the Rugby Foodbank, The Hope Centre and the Rugby Winter Shelter. For more information see our website: www.hope4.org.uk The Hope Centre, due to Covid-19 restricitions, is currently open 5 days a week by appointment and provides the following help: Homeless and badly housed people are helped in various ways by our skilled staff including with: Important Covid 19 update Hope4 is always very pleased to receive donations towards helping people who are homeless or temporarily housed in Rugby. As of July 2020 The Hope Centre is open (by appointment) and is able to continue its vital work with its clients, thorough its Key Worker staff and partner agencies in the town following strict Covid 19 health and safety guidelines.  Thank you for your support!",,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=JimLyon&pageUrl=1,,"Bedford, Central Bedfordshire, Luton",,0
11,,"The Cambridge City Foodbank,2 Orwell House  Cowley Road,Cambridge  CB4 0PP","The Cambridge City Foodbank",False,2020-03-15,,"2020-11-29 30/2020-07-09 50/2020-07-06 50/2020-07-05 10/2020-07-05 50/2020-06-23 100/2020-06-10 100/2020-06-03 100/2020-06-01 30/2020-05-27 100/2020-05-20 100/2020-05-18 50/2020-05-17 100/2020-05-15 100/2020-05-15 15/2020-05-14 50/2020-05-11 50/2020-05-11 10/2020-05-09 20/2020-05-09 235/2020-05-09 50/2020-05-09 15/2020-05-07 5/2020-05-07 10/2020-05-07 100/2020-05-05 50/2020-05-02 100/2020-05-01 100/2020-04-27 30/2020-04-27 30/2020-04-27 30/2020-04-26 50/2020-04-26 20/2020-04-25 50/2020-04-25 30/2020-04-24 30/2020-04-24 100/2020-04-24 30/2020-04-23 100/2020-04-23 100/2020-04-20 50/2020-04-18 50/2020-04-18 50/2020-04-17 50/2020-04-17 25/2020-04-17 50/2020-04-17 30/2020-04-16 100/2020-04-16 30/2020-04-16 100/2020-04-15 30/2020-04-15 20/2020-04-14 30/2020-04-14 25/2020-04-14 15/2020-04-14 30/2020-04-14 15/2020-04-14 30/2020-04-11 30/2020-04-11 50/2020-04-10 100/2020-04-10 100/2020-04-10 30/2020-04-09 15/2020-04-09 15/2020-04-09 30/2020-04-09 100/2020-04-09 15/2020-04-09 80/2020-04-09 20/2020-04-09 50/2020-04-09 10/2020-04-09 100/2020-04-09 100/2020-04-09 50/2020-04-08 20/2020-04-08 30/2020-04-08 30/2020-04-07 30/2020-04-06 30/2020-04-04 20/2020-04-03 30/2020-04-02 30/2020-04-01 30/2020-04-01 30/2020-04-01 15/2020-04-01 5/2020-03-31 30/2020-03-30 50/2020-03-30 30/2020-03-30 10/2020-03-30 15/2020-03-30 15/2020-03-30 50/2020-03-30 50/2020-03-30 30/2020-03-30 20/2020-03-30 100/2020-03-30 50/2020-03-30 15/2020-03-30 15/2020-03-30 50/2020-03-30 10/2020-03-30 100/2020-03-29 50/2020-03-29 10/2020-03-29 100/2020-03-28 30/2020-03-28 5/2020-03-28 30/2020-03-28 50/2020-03-28 30/2020-03-28 30/2020-03-28 100/2020-03-28 50/2020-03-28 500/2020-03-28 30/2020-03-28 30/2020-03-28 10/2020-03-28 30/2020-03-28 20/2020-03-27 50/2020-03-27 20/2020-03-27 50/2020-03-27 15/2020-03-27 30/2020-03-27 30/2020-03-27 10/2020-03-27 50/2020-03-27 15/2020-03-27 50/2020-03-27 30/2020-03-27 20/2020-03-27 30/2020-03-27 50/2020-03-27 200/2020-03-27 30/2020-03-27 30/2020-03-27 20/2020-03-27 15/2020-03-26 30/2020-03-26 30/2020-03-26 30/2020-03-25 80/2020-03-25 50/2020-03-25 50/2020-03-25 20/2020-03-25 50/2020-03-24 30/2020-03-24 100/2020-03-24 10/2020-03-24 100/2020-03-23 15/2020-03-23 30/2020-03-23 10/2020-03-23 15/2020-03-23 100/2020-03-23 20/2020-03-23 20/2020-03-23 15/2020-03-23 100/2020-03-23 30/2020-03-23 10/2020-03-23 10/2020-03-23 15/2020-03-23 15/2020-03-22 20/2020-03-22 300/2020-03-22 30/2020-03-22 30/2020-03-22 5/2020-03-22 50/2020-03-22 5/2020-03-21 15/2020-03-21 20/2020-03-21 100/2020-03-21 100/2020-03-21 300/2020-03-21 10/2020-03-21 100/2020-03-21 50/2020-03-21 50/2020-03-21 30/2020-03-21 10/2020-03-21 20/2020-03-21 30/2020-03-21 30/2020-03-21 30/2020-03-20 10/2020-03-20 20/2020-03-20 30/2020-03-20 30/2020-03-20 30/2020-03-20 30/2020-03-20 10/2020-03-20 10/2020-03-20 10/2020-03-20 20/2020-03-20 30/2020-03-20 30/2020-03-20 25/2020-03-20 30/2020-03-20 20/2020-03-20 100/2020-03-20 5/2020-03-20 200/2020-03-20 30/2020-03-20 30/2020-03-20 20/2020-03-20 15/2020-03-20 100/2020-03-20 30/2020-03-20 10/2020-03-20 10/2020-03-20 10/2020-03-20 30/2020-03-20 100/2020-03-19 50/2020-03-19 15/2020-03-19 100/2020-03-19 100/2020-03-19 20/2020-03-19 30/2020-03-19 100/2020-03-19 30/2020-03-19 15/2020-03-19 15/2020-03-19 10/2020-03-19 20/2020-03-19 15/2020-03-19 25/2020-03-19 30/2020-03-19 50/2020-03-19 20/2020-03-19 20/2020-03-19 20/2020-03-18 10/2020-03-18 20/2020-03-18 10/2020-03-18 20/2020-03-18 50/2020-03-18 20/2020-03-18 20/2020-03-18 50/2020-03-18 100/2020-03-18 30/2020-03-18 30/2020-03-18 5/2020-03-18 15/2020-03-18 50/2020-03-18 10/2020-03-18 100/2020-03-18 15/2020-03-18 15/2020-03-18 20/2020-03-18 15/2020-03-18 50/2020-03-18 5/2020-03-17 50/2020-03-17 25/2020-03-17 20/2020-03-17 10/2020-03-17 30/2020-03-17 20/2020-03-17 15/2020-03-17 30/2020-03-17 100/2020-03-17 15/2020-03-17 35/2020-03-17 50/2020-03-17 10/2020-03-17 50/2020-03-17 30/2020-03-17 50/2020-03-17 10/2020-03-17 15/2020-03-17 15/2020-03-17 10/2020-03-17 30/2020-03-17 30/2020-03-17 10/2020-03-16 50/2020-03-16 30/2020-03-16 50/2020-03-16 50/2020-03-16 50/2020-03-16 50/2020-03-16 100/2020-03-16 15/2020-03-16 500/2020-03-16 30/2020-03-16 15/2020-03-16 20/2020-03-16 30/2020-03-16 15/2020-03-16 30/2020-03-16 50/2020-03-16 10/2020-03-16 30/2020-03-16 30/2020-03-16 20/2020-03-16 30/2020-03-16 15/2020-03-16 10/2020-03-16 100/2020-03-16 100/2020-03-16 30/2020-03-16 20/2020-03-16 50/2020-03-16 30/2020-03-16 50/2020-03-16 30/2020-03-16 50/2020-03-16 10/2020-03-16 15/2020-03-16 30/2020-03-16 30/2020-03-16 50/2020-03-16 15/2020-03-16 10/2020-03-16 20/2020-03-16 30/2020-03-16 5/2020-03-16 30/2020-03-15 35/2020-03-15 30/2020-03-15 5/2020-03-15 50/2020-03-15 15/2020-03-15 50/2020-03-15 20/2020-03-15 20/2020-03-15 50/2020-03-15 15/2020-03-15 30/2020-03-15 10/2020-03-15 10/2020-03-15 15/2020-03-15 30/2020-03-15 100/2020-03-15 50/2020-03-15 50/2020-03-15 20/2020-03-15 20/2020-03-15 50",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=KalKarim&pageUrl=1,2020-12-18,,,15868
12,"MEMBERS MEETINGS  LECTURES  DISCUSSIONS  FUND RAISING ACTIVITIES","177 Bow Road,  London,  E3 2SG","Bow Foodbank",True,,"We are an independent foodbank charity that has served the local community since 2014.  We are open to those in need of food support without referral.    Currently, during the continued COVID crisis, we are offering pre-bagged items + fresh fruit and veg once a week, with some extra food for families with children. Due to the staggering increase in client numbers in 2020, we are currently urgently fundraising £240,000 to cover our food purchase costs for the early part of next year – without which, we may need to close. We need your help to contact funding bodies, trusts, foundations, corporates and community organisations who give charitable funds for food purchases. Until March 2021 we have funding from the Big Lottery Fund to cover our non-food expenses, but we find it harder to get grant funds that allow food purchases. If you have some time and skills that could help us, please join our Fundraising Team",,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=KatieHowie&pageUrl=1,,Kent,"TN16 1EX",0
13,,"71 Murdock Road,Manton Industrial Estate  Bedford,Bedfordshire  MK41 7PL","Bedford Foodbank",True,2021-01-29,"Bedford Foodbank is 'Charity of the Year' at Bedford solicitors Park Woodfine Heald Mellows. We are thrilled to be supported by PWHM who have already raised £500 for us at a Quiz Night in February  Every day people in the UK go hungry for reasons ranging from redundancy to receiving an unexpected bill on a low income.  Bedford Foodbank's volunteers work with referral partners to provide a minimum of three days emergency food and support to people experiencing crisis in our community. Last year we fed over 1,800 people experiencing food poverty in the Bedford area. Visit our website for more information and find out ways you can support us: www.bedford.foodbank.org.uk Bedford Foodbank is part of the Trussell Trust national foodbank network.","2021-01-29 15",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=kellylambert1&pageUrl=3,2021-01-29,,,15
14,,"Unit 3 High Town Enterprise Centre Yor,  Luton,Bedfordshire  LU2 0HA","Luton Foodbank",False,2021-03-10,"Launched in April 2013, Luton Foodbank provides emergency food supplies to local people living in food poverty.  Luton Foodbank provides individuals and families with non-perishable food parcels containing 3 days worth of food. We work with local organisations and volunteers, striving to ensure that no one in Luton goes hungry.  We value all the support that we recieve from local community, including schools, churches, mosques and other organisations.  If you would like to get involved by volunteering or becoming a referral agency, please contact us using the details on this page. Thank you!","2021-03-21 15/2021-03-21 30/2021-03-20 5/2021-03-14 30/2021-03-11 30/2021-03-11 10/2021-03-10 10/2021-03-10 30",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=LindenAcademy1&pageUrl=1,2021-03-21,,,175
15,"We are a womens group who promote health and further education to its members","Harold Hill Foodbank,No 1 Guardian Business Centre  Farringdon Avenue,Romford  RM3 8FD","Harold Hill Foodbank",True,2021-03-01,,"2021-03-08 75/2021-03-05 75/2021-03-04 45/2021-03-04 40/2021-03-04 85/2021-03-01 100/2021-03-01 55/2021-03-01 30/2021-03-01 150/2021-03-01 55",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=MacfarlanesLLP1&pageUrl=2,2021-03-08,Lincolnshire,,710
16,,"Ealing Foodbank,St. Mellitus Church Hall  Church Road,London  W7 3BB","Ealing Foodbank",True,2021-01-20,"Ealing Foodbank is a project founded in 2013 by local churches and community groups, working together towards stopping hunger in the London Borough of Ealing.  We don't think anyone in our Borough should go hungry, so as part of the Trussell Trust network of foodbanks, we give food for 3 meals for 3 days to those who have been referred to us by our partners.  Food donations are always welcome, and you can find our latest food needs and drop-off points on our website.  We also need financial support to run the charity so we can help give back dignity and hope to those in our borough who are in food crisis. Thank you for your support!","2021-01-29 20/2021-01-26 10/2021-01-25 50/2021-01-24 20/2021-01-24 20/2021-01-24 25/2021-01-24 15/2021-01-24 25/2021-01-24 10/2021-01-24 25/2021-01-24 50/2021-01-24 100/2021-01-24 20/2021-01-23 20/2021-01-23 21/2021-01-22 30/2021-01-22 25/2021-01-22 20/2021-01-20 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=NitaPatel18&pageUrl=1,2021-01-29,,,516
17,,"Generation Resource Centre Ruxley Lane,  Epsom,Surrey  KT19 0JG","Epsom and Ewell foodbank",True,2021-03-09," We are one of the Trussell Trusts network of foodbanks with distribution centres in Epsom, Ewell, Leatherhead, Tadworth and Banstead.  We first opened our doors in October 2012 and since that date have fed and supported many local people. We are able to provide long life food, toiletries and a listening ear to those who need it most. Over the last 5 years we have fed over 18,500 people with 250 tonnes of donated food.   The food is donated by local people - through churches, schools, supermarket collections and local businesses - for local people.","2021-03-10 50/2021-03-10 30/2021-03-09 15/2021-03-09 15/2021-03-09 15",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=PeacockandCoSolicitors&pageUrl=1,2021-03-10,,,125
18,,"5 Sterling Park Bleriot Way,  York,  YO30 4WU","York Foodbank",True,,,,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=SamanthaScaife&pageUrl=4,,,,0
19,,"Unit 5 Heron Square,Deans Industrial Estate  Livingston,West Lothian  EH54 8QY","West Lothian Foodbank",True,2017-06-21,"Every day people in the UK go hungry for reasons ranging from redundancy to receiving an unexpected bill on a low income. West Lothian Food bank is a Trussell Trust food bank which provides a minimum of three days emergency food and support to people experiencing crisis. Rising food and fuel prices, static incomes, underemployment and changes to benefits are some of the reasons why increasing numbers are being referred to food banks for emergency food. The Trussell Trust partners with churches and communities to open new food banks nationwide. Our goal is for every person in West Lothian to have a distribution centre within easy reach. Your money pays for essential staff, a warehouse/office and the resourcing of 10 distribution centres across West Lothian. Visit our website regularly for updates on how your money is reaching people in need.","2017-06-21 5",https://uk.virginmoneygiving.com/fundraiser-display/showROSomeoneSpecialPage?pageUrl=wl,2017-06-21,,,5
20,,"The George Whitefield Centre,107 Great Western Road  Gloucester,  GL1 3NF","Gloucester Foodbank",False,2020-03-09,,"2021-02-26 65/2021-01-29 60/2021-01-29 20/2021-01-29 40/2021-01-25 25/2021-01-25 25/2021-01-13 10/2020-12-06 50/2020-11-27 20/2020-10-23 15/2020-10-06 5/2020-09-12 30/2020-08-28 20/2020-08-10 215/2020-08-10 50/2020-08-10 30/2020-08-07 10/2020-08-06 10/2020-07-30 15/2020-07-30 10/2020-07-30 30/2020-07-30 10/2020-07-29 15/2020-07-29 10/2020-07-29 10/2020-07-29 20/2020-07-29 10/2020-07-29 10/2020-07-29 10/2020-07-29 5/2020-07-29 10/2020-07-29 10/2020-07-29 10/2020-06-10 25/2020-06-05 10/2020-04-06 10/2020-04-03 10/2020-04-03 10/2020-04-03 10/2020-03-20 68/2020-03-20 68/2020-03-18 122/2020-03-09 122",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=THBCheltenham&pageUrl=1,2021-02-26,"North Somerset, Somerset",,1640
21,,"Unit 3 High Town Enterprise Centre Yor,  Luton,Bedfordshire  LU2 0HA","Luton Foodbank",True,,"Launched in April 2013, Luton Foodbank provides emergency food supplies to local people living in food poverty.  Luton Foodbank provides individuals and families with non-perishable food parcels containing 3 days worth of food. We work with local organisations and volunteers, striving to ensure that no one in Luton goes hungry.  We value all the support that we recieve from local community, including schools, churches, mosques and other organisations.  If you would like to get involved by volunteering or becoming a referral agency, please contact us using the details on this page. Thank you!",,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=ChalkHills&pageUrl=1,,,,0
22,,"Unit 3 High Town Enterprise Centre Yor,  Luton,Bedfordshire  LU2 0HA","Luton Foodbank",True,,"Launched in April 2013, Luton Foodbank provides emergency food supplies to local people living in food poverty.  Luton Foodbank provides individuals and families with non-perishable food parcels containing 3 days worth of food. We work with local organisations and volunteers, striving to ensure that no one in Luton goes hungry.  We value all the support that we recieve from local community, including schools, churches, mosques and other organisations.  If you would like to get involved by volunteering or becoming a referral agency, please contact us using the details on this page. Thank you!",,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=TheRushmereParkAcademy&pageUrl=1,,,,0
23,,"Unit 3 High Town Enterprise Centre Yor,  Luton,Bedfordshire  LU2 0HA","Luton Foodbank",True,2021-03-15,"Launched in April 2013, Luton Foodbank provides emergency food supplies to local people living in food poverty.  Luton Foodbank provides individuals and families with non-perishable food parcels containing 3 days worth of food. We work with local organisations and volunteers, striving to ensure that no one in Luton goes hungry.  We value all the support that we recieve from local community, including schools, churches, mosques and other organisations.  If you would like to get involved by volunteering or becoming a referral agency, please contact us using the details on this page. Thank you!","2021-03-19 15/2021-03-15 15/2021-03-15 50",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=TheStockwoodParkAcademy&pageUrl=1,2021-03-19,,,80
24,,"Unit 3 High Town Enterprise Centre Yor,  Luton,Bedfordshire  LU2 0HA","Luton Foodbank",False,2021-03-10,"Launched in April 2013, Luton Foodbank provides emergency food supplies to local people living in food poverty.  Luton Foodbank provides individuals and families with non-perishable food parcels containing 3 days worth of food. We work with local organisations and volunteers, striving to ensure that no one in Luton goes hungry.  We value all the support that we recieve from local community, including schools, churches, mosques and other organisations.  If you would like to get involved by volunteering or becoming a referral agency, please contact us using the details on this page. Thank you!","2021-03-20 5/2021-03-20 10/2021-03-20 10/2021-03-18 15/2021-03-18 20/2021-03-16 10/2021-03-15 50/2021-03-14 15/2021-03-13 15/2021-03-13 100/2021-03-12 10/2021-03-11 30/2021-03-11 15/2021-03-11 10/2021-03-10 20/2021-03-10 15/2021-03-10 50/2021-03-10 20/2021-03-10 10/2021-03-10 5/2021-03-10 25/2021-03-10 30/2021-03-10 20/2021-03-10 20/2021-03-10 5/2021-03-10 5/2021-03-10 75/2021-03-10 21/2021-03-10 5/2021-03-10 10/2021-03-10 15/2021-03-10 15/2021-03-10 20/2021-03-10 5/2021-03-10 20/2021-03-10 5/2021-03-10 15/2021-03-10 15/2021-03-10 10/2021-03-10 30",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=ValeAcademy&pageUrl=3,2021-03-20,,,853
25,,"The Trussell Trust,Unit 9, Ashfield Trading Estate  Ashfield Road,Salisbury  SP2 7HL","The Trussell Trust",True,2019-12-11,"We support a nationwide network of food banks and together we provide emergency food and support to people locked in poverty, and campaign for change to end the need for food banks in the UK. In the UK, more than 14 million people are living in poverty – including 4.5 million children. We support more than 1,200 food bank centres in the UK to provide a minimum of three days’ nutritionally-balanced emergency food to people who have been referred in crisis, as well as support to help people resolve the crises they face. Between April 2018 and March 2019, food banks in our network provided a record 1.6 million food supplies to people in crisis, a 19% increase on the previous year. That's why your fundraising is important now more than ever. Over the last 5 years food bank use in our network has increased by 73%. This is a trend we need to break and we can only do this with your support. We value every penny raised and every conversation started.  We know it takes more than food to end hunger. That’s why we bring together the experiences of food banks in our network to challenge the structural economic issues that lock people in poverty, and campaign to end the need for food banks in the UK. If you'd like more information or have any questions about fundraising please don't hesitate to contact us. We'd be delighted to hear from you. ","2020-12-21 20/2020-03-27 35/2020-03-26 30/2020-03-26 20/2020-03-17 20/2020-03-17 20/2020-03-16 25/2020-03-16 30/2020-03-16 30/2020-03-16 20/2020-03-16 30/2020-03-16 15/2020-03-16 20/2020-03-16 30/2020-03-16 15/2019-12-20 10/2019-12-20 30/2019-12-20 15/2019-12-20 20/2019-12-20 15/2019-12-20 50/2019-12-20 15/2019-12-20 20/2019-12-16 15/2019-12-15 30/2019-12-13 20/2019-12-11 20/2019-12-11 30/2019-12-11 10/2019-12-11 20/2019-12-11 20/2019-12-11 20/2019-12-11 20/2019-12-11 30/2019-12-11 20/2019-12-11 20/2019-12-11 10/2019-12-11 20/2019-12-11 10/2019-12-11 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=VirginRED&pageUrl=1,2020-12-21,,,870
26,,"5 Sterling Park Bleriot Way,  York,  YO30 4WU","York Foodbank",False,2021-01-26,,"2021-02-01 15/2021-01-31 10/2021-01-31 10/2021-01-29 10/2021-01-29 10/2021-01-29 20/2021-01-29 20/2021-01-28 1/2021-01-28 30/2021-01-28 15/2021-01-28 5/2021-01-28 10/2021-01-28 5/2021-01-28 10/2021-01-28 5/2021-01-28 5/2021-01-28 5/2021-01-28 2/2021-01-27 30/2021-01-27 5/2021-01-27 15/2021-01-27 10/2021-01-27 20/2021-01-26 50",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=YorkCollegeUniversityCentre&pageUrl=1,2021-02-01,,,333
