Title,Location,Link,Raised,Target,MostRecentDonation,Created,Organization,OrganizationDetails,DonationCount,Donations,Story,Complete
" Support Lewisham Local Food Bank born from Barbers ","London, Greater London, United Kingdom",https://www.gofundme.com/f/support-lewisham-local-food-bank-born-from-barbers,4000,2780,2021-06-08,2020-04-22,,,74,"2021-06-08 40/2021-05-11 30/2021-05-05 25/2021-05-05 25/2021-05-04 25/2021-03-25 100/2021-02-26 100/2021-02-26 200/2021-02-24 20/2021-02-23 50/2021-02-08 30/2021-02-06 20/2021-02-06 10/2021-02-05 10/2021-02-04 20/2021-02-04 10/2021-02-03 10/2021-02-01 15/2021-01-29 20/2021-01-28 200/2021-01-25 15/2021-01-06 250/2020-12-07 50/2020-12-07 10/2020-11-26 25/2020-11-16 30/2020-11-10 30/2020-10-27 50/2020-10-20 50/2020-08-27 50/2020-08-06 20/2020-07-22 50/2020-07-04 10/2020-07-03 25/2020-07-03 25/2020-07-03 50/2020-07-02 20/2020-07-02 50/2020-07-02 30/2020-07-01 5/2020-07-01 5/2020-07-01 30/2020-07-01 10/2020-07-01 10/2020-07-01 20/2020-07-01 25/2020-06-11 20/2020-06-09 25/2020-06-09 10/2020-06-09 15/2020-06-09 15/2020-06-09 50/2020-06-08 10/2020-06-08 20/2020-06-08 30/2020-06-08 20/2020-06-08 100/2020-05-30 135/2020-05-25 20/2020-05-25 20/2020-05-15 50/2020-05-10 50/2020-05-08 25/2020-05-06 100/2020-04-27 20/2020-04-26 30/2020-04-24 10/2020-04-24 20/2020-04-24 10/2020-04-24 10/2020-04-24 25/2020-04-23 20/2020-04-22 5/2020-04-22 10","Ziggy  the owner of Progress Barbers in Catford  Lewisham has done something well out of the ordinary...        Due to the pandemic  countless numbers of small and local businesses have been forced to close - with barbershops/hair salons being examples of the businesses that are suffering the most. Now  the normal response for the owner of a business like this would be to take advantage of rate relief  seek bridge funding for the business and also look for financial support being offered to people that are self-employed.    But not Ziggy...        Ziggy has converted the Barbershop into a Food Bank that is specifically focused on helping the elderly and other vulnerable members of the local community to have access to the food and sustenance they need in a time when it may be challenging to make trips to supermarkets or go shopping themselves.    We all know that local businesses like barbershops are massive pillars within communities as they are connected to so many people and aware of a range of local issues. So  who better and where better for a Food Bank to support vulnerable people to come from?        As it stands  Ziggy is not only travelling (on his own dime) to his shop  to the homes of people who cannot make it to his Food Bank and even spending his own money to buy food if he is short on donations from local people that are aware his Food Bank Exists. ALL WHILST HE IS LOSING MONEY AS HE CANNOT TRADE AND RUN HIS BUSINESS AS NORMAL.    So  now we need to support this local hero by helping to alleviate the financial pressure that comes from still having to maintain the utility costs at the shop  the transport costs that come with running the Food Bank and also to help access further food to support vulnerable local people.",False
" Raise the Rent for Canterbury Food Bank ","Canterbury, South East England, United Kingdom",https://www.gofundme.com/f/raise-the-rent-for-canterbury-food-bank,16000,11746,2021-08-27,2021-05-13,"Canterbury Food Bank","Registered nonprofitDonations eligible for Gift Aid.",43,"2021-08-27 18/2021-08-09 10/2021-07-23 18/2021-07-21 20/2021-07-16 1000/2021-06-25 45/2021-06-25 18/2021-06-24 5/2021-06-23 20/2021-06-23 20/2021-06-15 24/2021-06-15 15/2021-06-11 1333/2021-06-11 5000/2021-05-29 10/2021-05-28 2000/2021-05-21 1000/2021-05-19 200/2021-05-17 50/2021-05-17 100/2021-05-15 20/2021-05-15 18/2021-05-15 10/2021-05-15 20/2021-05-15 20/2021-05-15 20/2021-05-15 75/2021-05-14 100/2021-05-14 20/2021-05-14 22/2021-05-14 50/2021-05-14 25/2021-05-14 20/2021-05-14 20/2021-05-14 100/2021-05-14 50/2021-05-14 50/2021-05-14 25/2021-05-14 100/2021-05-14 50/2021-05-14 10/2021-05-14 10/2021-05-14 5","Over the pandemic  Canterbury Food Bank has supported thousands of local residents facing food insecurity. Now  we need your support more than ever.    Due to massive demand and the end of the lease on our current Warehouse we are moving to a brand new home that will help us increase our capacity and speed up our operations  helping us to continue to put food donated by the community straight into the hands of those who need it.     This is an exciting chapter in Canterbury Food Bank’s history  and a brilliant opportunity for us to grow and change in response to new challenges. But it is also an expensive chapter; our previous premises were occupied on a peppercorn lease of £10 a month  so by paying the market rate for a suitable property our rental costs have been multiplied 133 times.     We are asking our community to help us raise a year of rent - £16 000 - up front so that all other funds can be used to buy and deliver food. Please donate and share this appeal widely to secure the future of the Food Bank as a key charity in the district.     PRESS RELEASE -    Canterbury Food Bank today launched a campaign to help pay for its new building - after its rent multiplied 133 times.     The charity is moving to another warehouse  specially converted to suit its needs  because the lease on its current premises has come to an end.    CFB had been paying a peppercorn rent of £10 a month for the old building  but will now have to pay market rate of £16 000 a year.     Its Raise the Rent campaign aims to cover the rental costs so that all other funds can be used to buy and deliver food. The new  bigger warehouse  near Whitstable  secures the future of CFB as a key charity in the district.     Demand in the past 12 months has at times more than trebled year-on-year and in December it provided enough food to make more than 10 000 meals.     The economic downturn caused by the Covid-19 crisis  and the uncertainty of Brexit  are the main reasons behind the spike.    The charity has signed a five-year lease on the 3 780 square foot  two storey warehouse  which will be used to store donations of food and as an office.     CFB chair Martin Ward said: “We’re pleased and relieved to have secured our long-term future at a time when our services have never seen such high demand.     “It has become clear over the past year that  even more than ever  a backstop is needed to help those who can not afford food.     “We are that backstop and it is our intention to remain so for as long as we are required.     “These are difficult times for many people and we ask the public to help us support those most in need.”    CFB provides emergency three-day food parcels to individuals and families in financial need across Canterbury  Whitstable  Herne Bay and surrounding villages.    It has donation baskets in all leading supermarkets including Sainsbury’s  Tesco  Asda and Morrisons  where people can leave dried or tinned food items. ",False
" Leyland Food Bank ","Lostock Hall, North West England, United Kingdom",https://www.gofundme.com/f/leyland-food-bank,1000,1296,2021-08-31,2020-11-27,,,21,"2021-08-31 10/2021-08-10 200/2021-07-07 50/2021-07-05 30/2021-05-31 40/2021-04-21 9/2021-04-21 10/2021-04-09 30/2021-03-17 10/2021-03-04 20/2021-02-08 500/2021-02-03 12/2021-01-28 30/2021-01-23 100/2021-01-12 100/2021-01-02 20/2020-12-22 25/2020-12-11 50/2020-12-06 20/2020-12-03 20/2020-12-01 10","We set up this page to make fundraising and donating easier (although we still accept Paypal donations via our Facebook page - link below - as well). We are all volunteers  so every penny donated gets used to help the people of Leyland who need it most.     Food donations are always most welcome  but they are sometimes not practical for people  while cash donations are a great help  as they mean not only we can buy in particular items when we run short of them   to help make up balanced parcels  they also act as a much-needed fall-back fund when food donations are low  so we can still maintain our service every week.    If you do choose to donate to this fundraiser  please accept our deepest thanks and gratitude  on behalf of ourselves and all the people we help. If you decide not to  then thanks for looking anyway.    Stay safe and well everybody. XXX    Facebook link: https://www.facebook.com/leylandfoodbank/",False
" People’s Kitchen Food Bank - Newcastle ","South Shields, North East England, United Kingdom",https://www.gofundme.com/f/TheGreatNorthRave,2000,1076,2021-06-12,2021-02-03,,,63,"2021-06-12 15/2021-06-12 200/2021-02-21 10/2021-02-21 20/2021-02-20 10/2021-02-20 10/2021-02-20 5/2021-02-20 10/2021-02-20 10/2021-02-20 5/2021-02-20 10/2021-02-19 10/2021-02-19 10/2021-02-19 10/2021-02-19 10/2021-02-19 10/2021-02-19 100/2021-02-19 100/2021-02-19 10/2021-02-19 10/2021-02-19 20/2021-02-19 20/2021-02-19 20/2021-02-19 5/2021-02-19 20/2021-02-19 15/2021-02-19 9/2021-02-19 12/2021-02-19 5/2021-02-18 5/2021-02-17 20/2021-02-17 10/2021-02-17 10/2021-02-16 5/2021-02-16 5/2021-02-16 15/2021-02-16 5/2021-02-16 10/2021-02-16 10/2021-02-16 10/2021-02-16 25/2021-02-16 5/2021-02-16 20/2021-02-16 5/2021-02-16 10/2021-02-16 20/2021-02-16 5/2021-02-16 5/2021-02-16 5/2021-02-16 5/2021-02-16 10/2021-02-16 5/2021-02-16 20/2021-02-16 10/2021-02-16 10/2021-02-16 10/2021-02-16 20/2021-02-16 5/2021-02-16 10/2021-02-16 10/2021-02-16 20/2021-02-16 20/2021-02-16 15","The Great North Rave are supporting our foodbanks and homeless charities through dance music. We don’t think anyone in our community should have to face going hungry. Due to the financial strain surrounding the Coronavirus pandemic we need your help now more than ever.     The Peoples Kitchen Food Bank provide food in an emergency to individuals and families who find themselves in financial crisis. This is only possible through the support of the local community who donate the food  money and resources needed.     Thanks so much in advance for your help!       ",False
" Hope's 20km for 20 days ","London, Greater London, United Kingdom",https://www.gofundme.com/f/hopes-20km-for-20-days-for-hackney-food-bank,400,1435,2021-07-14,2021-03-23,"THE HACKNEY FOODBANK","Registered nonprofitDonations eligible for Gift Aid.",75,"2021-07-14 10/2021-06-24 10/2021-05-28 20/2021-05-01 20/2021-04-30 20/2021-04-30 10/2021-04-22 15/2021-04-16 10/2021-04-15 5/2021-04-14 10/2021-04-14 10/2021-04-14 10/2021-04-14 5/2021-04-14 10/2021-04-14 50/2021-04-14 5/2021-04-14 10/2021-04-14 20/2021-04-11 20/2021-04-10 50/2021-04-07 20/2021-04-07 30/2021-04-07 10/2021-04-07 10/2021-04-07 20/2021-04-07 15/2021-04-07 10/2021-04-07 30/2021-04-07 15/2021-04-06 15/2021-04-06 40/2021-04-06 20/2021-04-03 30/2021-04-02 15/2021-04-01 10/2021-03-31 100/2021-03-31 10/2021-03-30 10/2021-03-30 20/2021-03-30 10/2021-03-30 15/2021-03-30 5/2021-03-30 15/2021-03-30 10/2021-03-30 20/2021-03-30 20/2021-03-27 15/2021-03-27 20/2021-03-27 10/2021-03-26 20/2021-03-26 10/2021-03-26 20/2021-03-26 30/2021-03-26 30/2021-03-26 30/2021-03-26 30/2021-03-26 25/2021-03-26 30/2021-03-26 30/2021-03-26 10/2021-03-26 20/2021-03-26 10/2021-03-26 10/2021-03-26 10/2021-03-26 20/2021-03-25 15/2021-03-25 15/2021-03-25 20/2021-03-25 10/2021-03-25 10/2021-03-25 20/2021-03-25 20/2021-03-25 20/2021-03-25 50/2021-03-24 30","Hello! My name is Hope and I have been a Hackney resident for almost six years. I feel very fortunate to live in such a brilliant area  and want to give something back.    Covid-19 has unfortunately left many in crisis  and the need for support from the community has been higher than ever.     In 2020  Hackney Foodbank reported that 19 400 households needed their support. This is a 263% increase from 2018.     The Government are currently offering an uplift in Universal Credit of £20 per week. However  they plan to stop this at the end of March. This has the potential to drive a further one million people to foodbanks across the UK.    Like everyone else  the majority of my last year has been spent on daily walks - now I want to make those steps count.     To raise money for my local foodbank  and awareness of the upcoming cuts in Universal Credit  I will be walking  running and cycling 20km a day for 20 days starting on Friday 25th March. This works out as 400km in distance  or around 4.5hours of walking a day.    My target is £400  £1 per km and I would love for you to sponsor me!     Any amount will be appreciated  even £5 will go a long way to making a difference in someone's life!     Thank you!",False
" Ramsbottom Pantry food bank ","Ramsbottom, North West England, United Kingdom",https://www.gofundme.com/f/ramsbottom-pantry-food-bank,2000,1207,2021-08-22,2021-03-01,,,31,"2021-08-22 30/2021-07-28 60/2021-06-22 30/2021-05-25 30/2021-05-03 50/2021-04-29 40/2021-04-05 50/2021-04-05 20/2021-04-03 10/2021-04-01 12/2021-03-31 140/2021-03-30 10/2021-03-30 5/2021-03-29 15/2021-03-29 20/2021-03-29 10/2021-03-29 20/2021-03-29 50/2021-03-29 20/2021-03-29 20/2021-03-29 20/2021-03-29 15/2021-03-29 100/2021-03-27 100/2021-03-24 30/2021-03-13 170/2021-03-13 20/2021-03-13 20/2021-03-06 20/2021-03-05 50/2021-03-05 20","We are a voluntary food pantry based in Ramsbottom. Our function is to be the arms that reach out to the community directly. We are a completely donation driven food pantry who rely on the generosity of the local community to help those who need it.    The COVID-19 pandemic has brought unprecedented challenges to so many peoples lives and has truly highlighted how anybody can be in need of emergency food at anytime. There is no 'type' of person. When a crisis hits we aim to bridge the gap and offer our support. Whether you have been furloughed  had your hours reduced  lost your job  waiting on a Universal Credit payment or had unexpected additional expenses we are here to help.",False
" Lafenwa food bank ","London, Greater London, United Kingdom",https://www.gofundme.com/f/lafenwa-food-bank,1000,316,2021-08-19,2020-06-10,,,16,"2021-08-19 40/2020-10-15 70/2020-07-27 9/2020-07-10 10/2020-07-09 9/2020-07-08 17/2020-07-03 9/2020-07-03 9/2020-07-02 17/2020-06-28 10/2020-06-19 18/2020-06-17 10/2020-06-17 10/2020-06-15 8/2020-06-10 20/2020-06-10 50","I am raising money because this is my former primary school and the children here cant come to school because their parents cant afford to send them. My aim is to be able to send money to help this kids. This is a village and they are very poor. The money would be used to help them with new school uniform build a new school  get them equipdment and help pay for there school fees. This support will mean a lot to me because they wont have to miss days of school because their parents cant pay and they would not have to walk bare footed to school. Iwould be extremely grateful for the help because it means a lot to me and these kids because my mum didnt have enough money to send me to school and i had to walk bare footed to school. If this works out i would be extremely grateful because this is out of love care and respect and it would be appreciated a lot these kids would have a great future and a wonderful life. Iwant to make an impact in many childrens life.",False
" KEEP THE FOOD BANK OPERATING AND FEED THE PEOPLE ","Chorley, North West England, United Kingdom",https://www.gofundme.com/f/help-rebuild-marks-business,600,195,2021-07-07,2021-03-12,,,13,"2021-07-07 5/2021-05-25 5/2021-05-25 20/2021-03-27 40/2021-03-14 10/2021-03-14 20/2021-03-14 20/2021-03-13 15/2021-03-13 10/2021-03-13 25/2021-03-12 10/2021-03-12 10/2021-03-12 5","WE HAVE HAD SOME UNEXPECTED BILLS AND A DROP IN FOOD DONATIONS AND AS A RESULT FALLEN BEHIND ON OUR RENT AND ALSO RUNNING LOW ON SUPPLIES   WE NEED AROUND £600 TO PAY OUR BILLS AND REMAIN OPEN AND FULLY OPERATING AS A FOODBANK   PLEASE HELP OUT WITH ANY AMOUNT AND KEEP RIVER OF HOPE FOODBANK SERVING THE PEOPLE ON INTO THE FUTURE     THANKS ❤️",False
" Community Kiddies Meal & Food Banking","London, Greater London, United Kingdom",https://www.gofundme.com/f/2dbc93x37c,300000,55,2021-06-06,2021-05-10,,,1,"2021-06-06 55","My initiative : Kiddies Snack meals & Food Bank Community initiative is aimed at tackling child hunger  food poverty and global clean water in response to the Covid-19 pandemic.   As a local carer champion in the borough of Lewisham  London United Kingdom  In partnership with Grillaz BBQ Bistro Cafe LoungeU.K LTD and AFE Global Development Foundation who during the pandemic made and distributed meals to communities in partnership with local Chefs to ensure children and families were fed during lockdown.   Our joint mandate shall be to raise awareness through advocacy to fight food poverty and providing potable drinking water to children and families with a warm hot meals  raw and water to ensure no child or family goes or to bed hungry as part of our sustainable development goal.   Following the success of the goodwill during the height of the pandemic last year  I am hoping to team up with community local champions in various boroughs to fight poverty through this initiative.   We are raising money to secure a central fulfilment centre so that we can centralise our efforts in reaching and providing out services daily.    We want to secure a space to not only cook and provide our meals but also provide a safe space where children can come and eat a warm meal and receive support and advice about life  from education to well being support.   What we need?  With lockdown easing and support for families also easing we want to ensure that families do not face the fear of not being able to feed their children.   To ensure that we can reach as many children and families as possible we need a permanent fulfilment centre where all our operations  services and activities can be centralised. ",False
" Ivybridge Foodbank ","Ivybridge, South West England, United Kingdom",https://www.gofundme.com/f/ivybridge-foodbank,1000,9550,2021-09-03,2020-04-11,,,198,"2021-09-03 50/2021-07-09 5/2021-07-07 150/2021-06-19 200/2021-05-12 100/2021-05-11 156/2021-05-03 50/2021-04-12 100/2021-04-04 100/2021-04-01 25/2021-03-27 50/2021-03-19 50/2021-03-03 10/2021-03-02 50/2021-02-24 500/2021-02-23 100/2021-02-22 50/2021-02-21 20/2021-02-19 20/2021-02-14 50/2021-02-11 10/2021-02-06 20/2021-02-04 50/2021-02-01 22/2021-01-27 50/2021-01-26 100/2021-01-26 25/2021-01-22 20/2021-01-14 45/2021-01-08 20/2021-01-08 50/2021-01-08 95/2020-12-27 200/2020-12-24 10/2020-12-23 20/2020-12-23 100/2020-12-23 50/2020-12-23 80/2020-12-22 100/2020-12-22 250/2020-12-21 250/2020-12-21 10/2020-12-21 100/2020-12-20 20/2020-12-20 20/2020-12-19 30/2020-12-18 40/2020-12-18 50/2020-12-17 30/2020-12-16 35/2020-12-16 50/2020-12-15 30/2020-12-15 10/2020-12-15 100/2020-12-14 50/2020-12-14 50/2020-12-13 100/2020-12-13 50/2020-12-12 50/2020-12-10 100/2020-12-09 15/2020-12-08 40/2020-12-08 30/2020-12-08 10/2020-12-07 50/2020-12-06 30/2020-12-06 20/2020-12-04 50/2020-12-03 50/2020-12-03 20/2020-12-02 20/2020-12-01 10/2020-11-29 30/2020-11-28 20/2020-11-26 10/2020-11-23 20/2020-11-20 30/2020-11-19 10/2020-11-19 30/2020-11-15 30/2020-11-15 15/2020-11-12 50/2020-11-11 50/2020-11-11 50/2020-11-11 30/2020-11-09 50/2020-11-08 20/2020-11-08 100/2020-10-30 15/2020-10-29 10/2020-10-28 50/2020-10-27 200/2020-10-27 20/2020-10-24 50/2020-10-23 40/2020-10-23 40/2020-10-22 20/2020-10-21 50/2020-10-15 20/2020-09-26 50/2020-09-23 30/2020-09-22 43/2020-09-21 100/2020-09-16 10/2020-09-16 36/2020-08-28 20/2020-08-03 100/2020-07-31 100/2020-07-29 20/2020-07-27 10/2020-07-26 10/2020-07-26 15/2020-07-24 20/2020-07-23 100/2020-07-14 10/2020-06-30 26/2020-06-22 100/2020-06-19 25/2020-06-17 5/2020-06-17 20/2020-06-16 50/2020-06-11 35/2020-06-03 50/2020-06-03 15/2020-06-03 200/2020-06-02 100/2020-06-01 9/2020-05-30 15/2020-05-29 100/2020-05-26 20/2020-05-26 100/2020-05-14 50/2020-05-14 20/2020-05-14 50/2020-05-14 50/2020-05-14 25/2020-05-13 50/2020-05-12 18/2020-05-12 10/2020-05-09 140/2020-05-08 25/2020-05-08 50/2020-05-06 20/2020-05-06 10/2020-05-05 50/2020-05-04 40/2020-05-04 35/2020-05-03 100/2020-05-03 25/2020-05-01 10/2020-05-01 5/2020-04-30 50/2020-04-28 100/2020-04-25 5/2020-04-24 20/2020-04-24 100/2020-04-24 20/2020-04-24 25/2020-04-22 20/2020-04-20 10/2020-04-20 20/2020-04-19 10/2020-04-18 5/2020-04-18 30/2020-04-18 10/2020-04-18 15/2020-04-18 50/2020-04-18 30/2020-04-17 25/2020-04-17 10/2020-04-17 100/2020-04-17 20/2020-04-16 15/2020-04-16 15/2020-04-16 10/2020-04-15 50/2020-04-15 35/2020-04-15 45/2020-04-15 20/2020-04-14 50/2020-04-14 50/2020-04-14 10/2020-04-14 20/2020-04-14 20/2020-04-13 30/2020-04-12 50/2020-04-12 100/2020-04-12 35/2020-04-11 100/2020-04-11 20/2020-04-11 10/2020-04-11 20/2020-04-11 30/2020-04-11 20/2020-04-11 15/2020-04-11 20/2020-04-11 20/2020-04-11 5","We don’t think anyone in our community should have to face going hungry  but we need your help to make this happen. Your gift of financial support can make a real difference.     We are part of a nationwide network of foodbanks  supported by The Trussell Trust  working to combat poverty and hunger across the UK. Over 90% of the food distributed by foodbanks in The Trussell Trust network is donated by the public.    Ivybridge Foodbank is seeing unprecedented numbers of the community in crisis  this has been reflected in what has proven to be an extremely busy period with more individuals falling into crisis as the impact of Covid-19 unfolds.    Now more than ever  during the Covid-19 Pandemic we need your support  with our stock of some product dwindling rapidly.     We urge you all to stay safe  but not to suffer in silence.  We are here to help  thank you from all the volunteers at the Ivybridge Foodbank. ",False
" JKN Outreach Foodbank ","Bradford, Yorkshire and the Humber, United Kingdom",https://www.gofundme.com/f/jkn-outreach-foodbank,10000,3521,2021-09-04,2018-12-18,,,94,"2021-09-04 10/2021-08-16 50/2021-08-05 5/2021-07-28 20/2021-07-28 10/2021-07-17 30/2021-05-11 100/2021-05-09 30/2021-05-08 40/2021-04-13 30/2021-04-09 30/2021-03-28 300/2021-03-26 100/2021-02-23 50/2021-02-14 50/2021-02-13 30/2021-02-06 50/2021-02-02 30/2021-01-28 20/2021-01-26 20/2021-01-25 10/2021-01-24 50/2020-12-20 10/2020-12-19 30/2020-12-08 100/2020-12-08 7/2020-12-03 5/2020-11-26 20/2020-11-17 10/2020-11-17 20/2020-11-17 20/2020-11-16 100/2020-11-08 25/2020-11-06 20/2020-09-15 100/2020-08-31 35/2020-08-17 100/2020-07-22 30/2020-05-22 50/2020-05-22 15/2020-05-21 5/2020-05-21 10/2020-05-21 10/2020-05-20 100/2020-05-19 10/2020-05-19 30/2020-05-17 10/2020-05-17 20/2020-05-15 112/2020-05-15 5/2020-05-14 30/2020-05-13 50/2020-05-13 100/2020-05-10 30/2020-04-26 20/2020-04-19 30/2020-04-18 10/2020-03-30 20/2020-03-28 35/2020-03-28 5/2020-03-28 10/2020-03-27 20/2020-03-27 86/2020-03-24 89/2020-03-22 200/2020-03-17 50/2020-01-26 10/2019-12-06 22/2019-11-22 20/2019-10-23 25/2019-09-26 25/2019-09-16 5/2019-09-16 10/2019-09-13 20/2019-08-11 10/2019-08-11 10/2019-08-06 5/2019-06-14 30/2019-05-30 10/2019-05-20 10/2019-04-29 100/2019-04-17 5/2019-03-29 50/2019-03-16 10/2019-01-08 10/2019-01-03 25/2018-12-23 50/2018-12-19 50/2018-12-19 10/2018-12-19 100/2018-12-18 10/2018-12-18 10/2018-12-18 10/2018-12-18 10","JKN Outreach has been providing a Community Kitchen serving hot meals and drinks  clothing and toiletry essentials to some of the most vulnerable people within our community including rough sleepers  families going through a crisis and refugees.    We come across people from all walks of life who have been let down by society and the authorities. As a community  we are in a position to provide this much needed support and deliver some of the most basic things to the poorest members of our community. Together we can make a change!    We have also been providing a #Coronavirus Community Support Service to support vulnerable people with shopping and medication collections and providing food packs to those struggling to buy food.     We are currently collecting;  Long life food items  Toiletry essentials (soap  toothpaste  shampoo  body wash etc)  Sanitary products for women  Winter essentials: Sleeping Bags  Waterproof Coats  Tents    For more information on how you can help  contact us on: 07800 794 561 | [email redacted].uk | https://www.facebook.com/jknoutreach/",False
" Inchgarth Foodbank & support project appeal","Aberdeen, Scotland, United Kingdom",https://www.gofundme.com/f/Inchgarth-foodbank-support-project-appeal-2021,5000,7247,2021-07-03,2020-06-16,,,127,"2021-07-03 10/2021-06-05 5/2021-05-08 30/2021-04-21 30/2021-03-18 10/2021-03-09 20/2021-03-04 31/2021-03-04 200/2021-03-03 50/2021-02-18 10/2021-02-18 20/2021-02-12 20/2021-02-12 20/2021-02-11 30/2021-02-05 50/2021-02-04 10/2021-02-04 20/2021-02-03 20/2021-02-02 10/2021-02-02 9/2021-02-02 100/2021-02-02 30/2021-02-01 30/2021-01-26 20/2021-01-26 50/2021-01-25 50/2021-01-24 40/2021-01-21 20/2021-01-21 20/2021-01-21 20/2021-01-20 18/2021-01-20 100/2021-01-20 90/2021-01-20 10/2021-01-20 5/2021-01-20 20/2021-01-20 45/2021-01-19 20/2021-01-14 60/2021-01-13 40/2021-01-11 20/2020-12-26 10/2020-12-14 100/2020-12-01 10/2020-11-25 10/2020-11-19 20/2020-11-09 15/2020-11-05 10/2020-11-04 40/2020-11-01 5/2020-10-29 50/2020-09-26 20/2020-09-02 50/2020-08-31 25/2020-08-28 10/2020-08-28 20/2020-08-23 100/2020-08-21 200/2020-08-19 20/2020-08-18 25/2020-08-17 20/2020-08-16 20/2020-08-14 1000/2020-08-11 20/2020-08-10 25/2020-08-10 20/2020-08-08 20/2020-08-06 10/2020-08-06 5/2020-08-06 25/2020-07-19 50/2020-07-17 10/2020-07-17 20/2020-07-17 20/2020-07-15 10/2020-07-14 10/2020-07-10 50/2020-07-09 50/2020-07-09 10/2020-07-05 100/2020-07-03 30/2020-07-02 20/2020-07-02 50/2020-06-30 200/2020-06-29 10/2020-06-28 20/2020-06-28 20/2020-06-27 10/2020-06-26 9/2020-06-24 25/2020-06-24 50/2020-06-24 40/2020-06-24 50/2020-06-23 50/2020-06-23 10/2020-06-23 50/2020-06-23 20/2020-06-22 100/2020-06-22 2000/2020-06-22 20/2020-06-22 90/2020-06-22 10/2020-06-22 10/2020-06-22 10/2020-06-21 10/2020-06-19 10/2020-06-18 120/2020-06-18 100/2020-06-18 5/2020-06-18 10/2020-06-18 10/2020-06-18 100/2020-06-17 50/2020-06-17 15/2020-06-17 15/2020-06-17 15/2020-06-17 50/2020-06-17 5/2020-06-17 45/2020-06-17 10/2020-06-17 20/2020-06-17 20/2020-06-17 5/2020-06-17 20/2020-06-17 30/2020-06-17 20/2020-06-16 10","DONATIONS FOR OUR FOODBANK AND SUPPORT SERVICE.  (Please support and please share)    Inchgarth has now launched the second phase of our gofundme campaign to support people during the covid-19 pandemic following your wonderful support during 2020.  We know that for many families  individuals  and businesses that things are extremely tough just now  but for those who may be able to donate a couple of pounds  then we would be hugely grateful for your support that will allow us to help those most in need.    People can donate directly via this gofundme appeal page  or if you prefer  we can accept donations of non perishable food items directly at the centre Monday to Friday 10am-5pm.    Over the last 12 months your support and wonderful donations have not only helped to sustain our organisation  but it's helped a tremendous amount of families and individuals in their greatest hour of need  and your support really has made a massive impact on their lives.    Our support project  which the foodbank is one stand of  is helping not only people in Garthdee  but 14 other communities in Aberdeen south  while we are helping many organisations to support their clients too. The need is real  the need is genuine  and every penny of your support sustains and supports.    No matter how small your donation may be  whether it's one pound  or one tin of food  it's hugely appreciated and makes a difference and we are hugely grateful  as are those benefitting from your generosity.     Thank you for all of the support during 2020  it's been amazing  and now in 2021 we strive to ensure no one slips through the net with your support.  THANK YOU FROM TEAM INCHGARTH.        ",False
