Title,Location,Link,Raised,Target,MostRecentDonation,Created,Organization,OrganizationDetails,DonationCount,Donations,Description,Complete
" Helping Wolverhampton food banks ","Tipton, West Midlands, United Kingdom",https://www.gofundme.com/f/helping-wolverhampton-food-banks,0,1000,,2022-02-13,,,0,,"Hi all  with the cost of living on the rise and it becoming a difficult time for everybody  charities need as much help as they can get. So I want to help raise funds for several good banks in the Wolverhampton area. Not only will they need help paying for everything  but the amount of people that may be forced to use food banks is only set to rise  so to help them be able to provide food for those that need it most  I’m looking to raise as much as I can  even to help in the short term and provide them with a much needed boost. We never know if we might need a food bank at some point in the future and I hope to help so they can continue doing the fantastic work they currently do. ",True
" FOODBANK DONATIONS THIS CHRISTMAS ","Warrington, North West England, United Kingdom",https://www.gofundme.com/f/foodbank-donations-this-christmas,0,300,,2021-12-15,,,0,,"This year I want to raise money  to be able to do a big shop to help food banks this Christmas ",True
" Just wanna work! ","Leiston, East of England, United Kingdom",https://www.gofundme.com/f/fndtv4-just-wanna-work,0,3000,,2022-02-19,,,0,,"Hi  I’m currently a full time working single  mum who has fallen on bad times. I have had no option but to come on here as because I work I am entitled to no loans etc via the government. I am going to loose my car if I can’t pay them £3000 in 14 days. with out a car I have no job  currently I have no food and I can’t visit a food bank because they are only open during work time and I can’t get time off I know it’s a lot to ask but I really don’t have any other option    ",True
" Disabled Family-Creator Debt and Repairs ","Northampton, East Midlands, United Kingdom",https://www.gofundme.com/f/disabled-familycreator-debt-and-repairs,0,5000,,2022-02-14,,,0,,"Hi - I'm H4rrisH4wk  recently asked people to start calling me Kit but formerly known as Becca.   I am a disabled activist  content creator  and single parent. My son is also disabled (he has ADHD and behavioural problems- it's relevant to this).   This past year I've tried to start creating videos and streaming leftist/communist/anarchist content specifically through a disabled lens from a family with lots of disabled members (mum  uncles  grandparents  aunts... It's a lot with varying degrees of severity but leaning more toward severe than not). This has not been easy as I have three separate conditions that cause/have the symptom of fatigue.   I've been struggling for three years with either inconsistent or non-payment of child support which affects how much ""benefits"" I'm entitled to (as I am not capable of work under capitalistic conditions and never know when my health will be worse). This has lead to my having a large debt. A debt not helped by my son's disability leading to poor impulse control and angry outbursts leading him to break usually expensive electronics in the house. Before I'd even gotten out of debt enough to try and afford to replace the latest (of three) TVs he's destroyed he broke the PC (via downloading an unreasonable amount of viruses and backdoors to the point of almost totalling it) I desperately need for video production and streaming.   While I am so deep in debt as I am right now I'm afraid regularly of not having enough money for bills  my son is concerned/anxious about access to food (not unreasonable in the UK given how many food banks we have and the times we've been driven to needing support with it). Which means I can't even think about how long it would take me to try and afford replacement components for the computer - I have a third video I can't finish making for possibly indefinitely while I am without PC and due to being also a writer/touchtypist - I also feel like my fingers have been chopped off to a degree.   I also use games  especially on my PC  as a means of pain management. Without it my options for pain management go down leaving me more vulnerable to mobile games and their predatory microtransactions (which obviously wouldn't help with my debt - for more information on why succumbing to those tactics is not just personal failing please watch or listen to various reports from James Stephanie Sterling of the Jimquisition).   In short: I need help to regain any kind of stability right now  please  if you can - I'd appreciate it. So would my son. ",True
" Raising money for Leighton Linslade Helpers ","Leighton Buzzard, East of England, United Kingdom",https://www.gofundme.com/f/raising-money-for-leighton-linslade-helpers,0,2000,,2022-02-01,"LEIGHTON LINSLADE HELPERS","Registered nonprofitDonations eligible for Gift Aid.",0,,"You can make a difference by donating today to LEIGHTON LINSLADE HELPERS.   LEIGHTON LINSLADE HELPERS charity 1196332 provide a range of services  from food parcels  community fridge  prescription deliveries  welfare checks  counselling and listening  personal shopping  to many other ways of supporting the community.   Leighton Linslade Helpers is a collective of community volunteers who came together to support their community through the Covid 19 lockdown in their town and surrounding areas. It very quickly grew into an organisation that is continuing to support its community by forming a charity. (1196332)   What started off as an emergency food bank to those in hardship or those shielding  without access to food  has grown into a range of services  from food parcels  community fridge  prescription deliveries  counselling and listening  to many other ways of supporting families  the elderly and the isolated. We are now established in Leighton Buzzard High Street and will continue to support our community  other agencies and wider Bedfordshire.   Our group has been overwhelmed by the generosity of people and business  during this very difficult time for everyone  and we just know that this community spirit will continue. There is still much work to be done to help our community get through this pandemic and to rebuild their lives and lift their spirits  for which so many will be grateful. ",True
" Finedon food and baby bank ","Finedon, East Midlands, United Kingdom",https://www.gofundme.com/f/finedon-food-and-baby-bank,0,500,,2021-12-20,,,0,,"Hi everyone. This fundraiser has no end date. People always ask if they can donate so we created this.     We are in constant need of nappies in all sizes and baby wipes and baby toiletries and pull ups for struggling families s     This way we can withdraw as we need to top up the foodbank and the baby bank.     Thank you all for residing. ",True
" Help Homeless people during Christmas ","Darlington, North East England, United Kingdom",https://www.gofundme.com/f/pc78g-help-homeless-people-during-christmas,0,500,,2021-12-18,,,0,,"I’m helping homeless people find shelter and food banks for christmas so they have supplies   Travelling around the NE to help in need !!!   There are people dying all around England during Christmas because of the harsh and awful environments that they must live within  shortage of food and awful weather causes the homeless population to decrease each year but cry for help of of the average   please help me today support food banks and homeless shelters and reduce this chritmas death .   It would make me so happy if we could reach our goal ready for the harsher weather due to come ",True
" The grinches little helpers ","Wolverhampton, West Midlands, United Kingdom",https://www.gofundme.com/f/the-grinches-little-helpers,0,150,,2021-12-06,,,0,,"Last year the grinches little helpers  Alfie 10  Archie 8  lily 2  and Tegan 16 raised an amazing amount of money to create massive food hampers to donate to local food banks and loads of shoe boxes full of toys for less fortunate children. In total last year we raised £300 at the grinches den. You can check out all the amazing work from the children on their Facebook page @ THE GRINCHES DEN. This year the children have a target of £500. Their chosen food bank this year is the well. However they have also been ask to set up their own food bank at a local community centre. We are currently exploring this opportunity and would like to try and raise as much as possible to be able to have to ability to set up a fully functioning food bank ran by the children to help our local community as we all know how hard times have been throughout the covid-19 pandemic. However if they do not set up a food bank the extra money raise shall be split between a number of local charities. The journey can be followed on their Facebook page. They have also been in the express and star to tell the world about them spreading Christmas magic and kindness around the local communities.",True
" Food packs for Christmas ","London, Greater London, United Kingdom",https://www.gofundme.com/f/food-packs-for-christmas,0,500,,2021-12-06,,,0,,"Alvina’s Food Bank have been helping families and individuals throughout the pandemic. We have provided over 1000 food packs and also during Eid and Christmas which was during the lockdown.   We have  won 3 awards in recognition of our work. We  are now planning to provide Christmas food packs to families and individuals. We know many have lost their job  and not entitled to any welfare benefits. We know people are still struggling.   We would like to provide food packs to families especially those with children and single parents.   Follow us on Facebook: Alvina’s Food Bank We provide culturally oriented and halal food.   We are seeking your support once again  some of us are extremely fortunate that we still have a job and roof over our head.    £25-£30 shopping will last a family for a week. ",True
" Animal Rescue ","Lostock Hall, North West England, United Kingdom",https://www.gofundme.com/f/g9ym67-animal-rescue,0,20,,2021-11-26,,,0,,"Hi everyone. I am raising money for the animal food bank at Bamber Bridge Sainsburys.",True
" We need your support more know than we ever did. ","Margate, South East England, United Kingdom",https://www.gofundme.com/f/your-chance-to-help-people-in-your-community,0,5000,,2021-12-28,,,0,,"We have come a long way since June 2020  when we started Margate Independent Foodbank.   We need to thank the Union Methodist Church  Union Row  for all the support they gave us while we were there.   It was a shame we couldn't stay.   Ever since leaving the church we have still kept a look out for the right place  with no luck. In June 2021 we took a different approach and opened the Community Shop in Duck Street  Margate  which is proving popular. The members are able to buy food at subsidised prices.   Also  we still help the most needy in our community with free food or vouchers when needed. We still rely on the wider community for support  as having the shop means we have overheads like rent  electricity  water rates and insurance to pay. It takes a lot of time keeping the shop stocked and open. Without our wonderful volunteers  this would not be possible.     To keep going we need your continued support with donations  in both stock and cash donations.     Please help us carry on our work  which is needed now more than ever.   Thank you from everyone who is involved with Margate Independent Foodbank CIC and MICommunity Shop Margate.   ",True
