Activities,Address,Charity,CharityDescription,Complete,Created,Donations,Link,MostRecentDonation,Operates,Postcode,Raised
,,Shelter," We work to alleviate the distress caused by homelessness and bad housing by giving advice, information and advocacy to people in housing need, and by campaigning for lasting political change to end the housing crisis for good.   Shelter will help anyone with a housing problem, whether they are a home-owner struggling to pay their mortgage, a tenant in conflict with their landlord or a homeless person looking for a roof over their head. Our housing experts give advice and support by phone or email, or face-to-face at our network of housing aid centres and in county courts and outreach centres.   We also have specialist projects that provide long term support to people who are trying to escape bad housing and homelessness.   Shelter tackles the root causes of bad housing by lobbying government and local authorities for new laws and policies, and more investment, to improve the lives of homeless and badly housed people.  Our influential campaigns bring aspects of bad housing to the attention of the media and the public, who  help us fight for solutions.   Shelter believes that everybody needs a home in a place they can thrive. Our work won’t stop until there is a home for everyone.",False,2021-07-09,"2021-10-25 100/2021-10-25 25/2021-10-12 50/2021-10-07 20/2021-10-06 10/2021-10-05 25/2021-10-04 15/2021-10-03 50/2021-10-02 21/2021-10-02 10/2021-10-02 25/2021-10-01 30/2021-10-01 26/2021-10-01 15/2021-10-01 30/2021-09-28 30/2021-09-28 50/2021-09-24 20/2021-09-21 20/2021-09-17 30/2021-09-14 30/2021-09-13 25/2021-09-13 10/2021-09-13 30/2021-09-10 50/2021-09-10 50/2021-09-09 30/2021-09-09 30/2021-09-09 50/2021-09-09 50/2021-09-09 25/2021-09-09 50/2021-09-09 30/2021-09-08 20/2021-09-02 30/2021-09-01 50/2021-08-17 50/2021-08-16 50/2021-08-09 30/2021-08-09 50/2021-08-09 50/2021-08-09 100/2021-08-04 50/2021-07-30 50/2021-07-24 20/2021-07-14 100/2021-07-09 50/2021-07-09 30",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=FuLongTing&pageUrl=1,2021-10-25,,,2032
,,"One Big Family - Helping The Homeless","Thank you for visiting our profile. One Big Family - Helping the Homeless help those who are homeless or in need. We operate in Medway, Maidstone and Yorkshire. We offer on street outreach giving food, sleeping bags, drinks, hygeine items etc.  We assist people with appointments for housing, benefits, addiction etc aswell as signposting to other services. In Medway we run a homeless Emergency Winter Refuge in Chatham which provides a safe place to stay and support to rough sleepers every Friday/Saturday and Sunday plus any night where the temperature is forecast zero degrees or below.  Over the last 2 years we have provided over 2000 beds.",False,2021-09-11,"2021-10-18 10/2021-10-16 10/2021-10-14 30/2021-10-11 10/2021-10-11 5/2021-10-11 10/2021-10-11 30/2021-10-10 20/2021-10-10 10/2021-10-10 15/2021-10-10 20/2021-10-10 10/2021-10-10 5/2021-10-10 10/2021-10-09 10/2021-10-09 10/2021-10-09 10/2021-10-09 20/2021-10-09 15/2021-10-08 50/2021-10-08 15/2021-10-07 15/2021-10-07 5/2021-10-07 10/2021-10-03 20/2021-10-01 10/2021-10-01 10/2021-10-01 5/2021-10-01 20/2021-09-26 10/2021-09-26 20/2021-09-26 15/2021-09-25 10/2021-09-25 5/2021-09-25 20/2021-09-25 10/2021-09-14 27/2021-09-12 10/2021-09-11 20/2021-09-11 100",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=VikiandGeeta&pageUrl=2&isTeam=true,2021-10-18,,,722
,,"Al-Mizan Charitable Trust","Al-Mizan Charitable Trust (charity no. 1135752) supports people living in poverty across the UK, regardless of their faith or cultural background.  Although Britain is seen as a wealthy country, one in five people live below the official poverty line and struggle with the rising costs of living.  The Trust provides small grants, which help with the costs of education and training, employment and enterprise, household items, medical and mobility, and subsistence. The Trust also distributes Food Parcels, Back to School Backpacks, Winter Warmer Packs, and Mother & Baby Kits.",False,2021-07-02,"2021-07-02 100/2021-07-02 20/2021-07-02 30/2021-07-02 25/2021-07-02 30/2021-07-02 20/2021-07-02 100/2021-07-02 20/2021-07-02 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=HammadKhan1&pageUrl=1,2021-07-02,,,385
,,"Bournemouth Young Men's Christian Association","We believe in helping people build a better future – help us combat youth homelessness and enable positive change for young people’s lives. YMCA Bournemouth enables people to develop their full potential in mind, body and spirit. We also support vulnerable people by creating supportive communities where everyone can truly belong, contribute & thrive. The YMCA’s vision is of an inclusive Christian Movement, transforming communities so that everyone truly belongs, contributes and thrives. Here at the YMCA there are a diverse range of programmes helping to serve the needs of the local community from housing, youth work and children’s work to health and fitness. We support children, young people and their families to become all that they can be. The YMCA helps some of the most vulnerable people facing homelessness and provides a safe place to stay with holistic support. Our residents are from all different backgrounds – here is an interview with an Ex-Military Personnel who suffered from Post-Traumatic Stress Disorder and had to leave the army finding himself homeless. Anyone could suddenly find themselves unable to work and YMCA are there to offer a safe place to stay with holistic support needed to return to independent living",True,2021-09-29,"2021-10-31 20/2021-10-10 25/2021-10-08 30/2021-10-04 5/2021-10-03 10/2021-10-02 15/2021-09-30 5/2021-09-29 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=HarrySavage&pageUrl=1,2021-10-31,,,130
,,"Windsor Homeless Project","  The Windsor Homeless Project  Enabling homeless and vulnerable people to rebuild their lives.  Our ambition is that every person in our community should have the chance to live a settled, self-supporting and fulfilling life.   We are here to provide a mixture of immediate and long term support to anyone who reaches out for help.  Most of our clients meet us at our drop-in day centre, which is open to anyone. Guests will be greeted with a warm welcome from our wonderful volunteers, a delicious hot meal, and the chance to ask for help.  We will then work with our clients, empowering them to work towards their own goals - whatever they may be - and taking the steps they need to, to rebuild their lives. This might include finding housing, finding employment or voluntary work, working towards better financial health, improving their health, or improving relationships. Whatever it is, we are here to support.  We could not be here without the fantastic support of our local community. Whether you're able to donate just once, or to donate once a month - thank you.  All our Supporters who donate on a monthly basis receive news and updates on how your generous donations have been used to help engage, empower, and rebuild the lives of some of the most vulnerable people in our community.  For more information, please feel free to drop us a line at info@windsorhomelessproject.org    Thank you.  ",True,2021-09-28,"2021-10-16 10/2021-10-15 21/2021-10-12 50/2021-10-12 10/2021-10-11 125/2021-10-02 50/2021-10-01 20/2021-09-28 5/2021-09-28 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=IevaPoriete&pageUrl=2,2021-10-16,,,311
,,"Windsor Homeless Project","  The Windsor Homeless Project  Enabling homeless and vulnerable people to rebuild their lives.  Our ambition is that every person in our community should have the chance to live a settled, self-supporting and fulfilling life.   We are here to provide a mixture of immediate and long term support to anyone who reaches out for help.  Most of our clients meet us at our drop-in day centre, which is open to anyone. Guests will be greeted with a warm welcome from our wonderful volunteers, a delicious hot meal, and the chance to ask for help.  We will then work with our clients, empowering them to work towards their own goals - whatever they may be - and taking the steps they need to, to rebuild their lives. This might include finding housing, finding employment or voluntary work, working towards better financial health, improving their health, or improving relationships. Whatever it is, we are here to support.  We could not be here without the fantastic support of our local community. Whether you're able to donate just once, or to donate once a month - thank you.  All our Supporters who donate on a monthly basis receive news and updates on how your generous donations have been used to help engage, empower, and rebuild the lives of some of the most vulnerable people in our community.  For more information, please feel free to drop us a line at info@windsorhomelessproject.org    Thank you.  ",True,2021-09-29,"2021-10-17 50/2021-10-17 10/2021-10-17 10/2021-10-15 30/2021-10-06 20/2021-09-30 50/2021-09-29 15",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=JamesBrown217&pageUrl=1,2021-10-17,,,185
,,"Wycombe Homeless Connection","Wycombe Homeless Connection helps people who are homeless, or facing homelessness by Thank you for joining us and changing the lives of vulnerable people in our community.     We work across south Buckinghamshire, providing free, specialist, independent advice and support.  ",False,2018-10-12,"2018-11-25 20/2018-11-24 15/2018-11-24 20/2018-11-24 30/2018-11-23 50/2018-11-23 10/2018-11-23 30/2018-11-23 30/2018-11-23 10/2018-11-23 10/2018-11-23 50/2018-11-22 30/2018-11-22 20/2018-11-22 15/2018-11-20 20/2018-11-19 15/2018-11-18 30/2018-11-16 10/2018-11-16 15/2018-11-16 20/2018-11-15 20/2018-11-14 30/2018-11-14 50/2018-11-14 25/2018-11-13 50/2018-11-13 50/2018-11-13 30/2018-11-13 15/2018-11-12 15/2018-11-12 40/2018-11-12 50/2018-11-12 80/2018-11-12 20/2018-11-12 50/2018-11-12 50/2018-11-12 30/2018-11-12 30/2018-11-12 30/2018-11-11 25/2018-11-11 15/2018-11-11 10/2018-11-11 25/2018-11-10 50/2018-11-05 50/2018-11-04 20/2018-11-03 10/2018-11-01 20/2018-11-01 15/2018-10-18 30/2018-10-14 50/2018-10-14 30/2018-10-14 30/2018-10-13 10/2018-10-13 30/2018-10-13 15/2018-10-12 15",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=JaneSmith64&pageUrl=1,2018-11-26,,,1680
,,"Windsor Homeless Project","  The Windsor Homeless Project  Enabling homeless and vulnerable people to rebuild their lives.  Our ambition is that every person in our community should have the chance to live a settled, self-supporting and fulfilling life.   We are here to provide a mixture of immediate and long term support to anyone who reaches out for help.  Most of our clients meet us at our drop-in day centre, which is open to anyone. Guests will be greeted with a warm welcome from our wonderful volunteers, a delicious hot meal, and the chance to ask for help.  We will then work with our clients, empowering them to work towards their own goals - whatever they may be - and taking the steps they need to, to rebuild their lives. This might include finding housing, finding employment or voluntary work, working towards better financial health, improving their health, or improving relationships. Whatever it is, we are here to support.  We could not be here without the fantastic support of our local community. Whether you're able to donate just once, or to donate once a month - thank you.  All our Supporters who donate on a monthly basis receive news and updates on how your generous donations have been used to help engage, empower, and rebuild the lives of some of the most vulnerable people in our community.  For more information, please feel free to drop us a line at info@windsorhomelessproject.org    Thank you.  ",True,2021-10-15,"2021-10-17 30/2021-10-17 30/2021-10-15 30/2021-10-15 40",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=JannaFletcher&pageUrl=1,2021-10-17,,,130
,,"Windsor Homeless Project","  The Windsor Homeless Project  Enabling homeless and vulnerable people to rebuild their lives.  Our ambition is that every person in our community should have the chance to live a settled, self-supporting and fulfilling life.   We are here to provide a mixture of immediate and long term support to anyone who reaches out for help.  Most of our clients meet us at our drop-in day centre, which is open to anyone. Guests will be greeted with a warm welcome from our wonderful volunteers, a delicious hot meal, and the chance to ask for help.  We will then work with our clients, empowering them to work towards their own goals - whatever they may be - and taking the steps they need to, to rebuild their lives. This might include finding housing, finding employment or voluntary work, working towards better financial health, improving their health, or improving relationships. Whatever it is, we are here to support.  We could not be here without the fantastic support of our local community. Whether you're able to donate just once, or to donate once a month - thank you.  All our Supporters who donate on a monthly basis receive news and updates on how your generous donations have been used to help engage, empower, and rebuild the lives of some of the most vulnerable people in our community.  For more information, please feel free to drop us a line at info@windsorhomelessproject.org    Thank you.  ",False,2021-10-11,"2021-10-21 50/2021-10-19 100/2021-10-19 50/2021-10-18 20/2021-10-16 50/2021-10-16 15/2021-10-14 30/2021-10-13 120/2021-10-13 15/2021-10-12 20/2021-10-12 10/2021-10-11 15/2021-10-11 10/2021-10-11 20/2021-10-11 30",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=JessandSimsBigNightOut&pageUrl=1&isTeam=true,2021-10-21,,,600
,,"Bournemouth Young Men's Christian Association","We believe in helping people build a better future – help us combat youth homelessness and enable positive change for young people’s lives. YMCA Bournemouth enables people to develop their full potential in mind, body and spirit. We also support vulnerable people by creating supportive communities where everyone can truly belong, contribute & thrive. The YMCA’s vision is of an inclusive Christian Movement, transforming communities so that everyone truly belongs, contributes and thrives. Here at the YMCA there are a diverse range of programmes helping to serve the needs of the local community from housing, youth work and children’s work to health and fitness. We support children, young people and their families to become all that they can be. The YMCA helps some of the most vulnerable people facing homelessness and provides a safe place to stay with holistic support. Our residents are from all different backgrounds – here is an interview with an Ex-Military Personnel who suffered from Post-Traumatic Stress Disorder and had to leave the army finding himself homeless. Anyone could suddenly find themselves unable to work and YMCA are there to offer a safe place to stay with holistic support needed to return to independent living",False,2021-10-18,"2021-10-22 40/2021-10-21 30/2021-10-20 10/2021-10-19 25/2021-10-18 30/2021-10-18 25/2021-10-18 21/2021-10-18 20/2021-10-18 15/2021-10-18 15",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=JoeStickney&pageUrl=1,2021-10-22,,,306
,,"Windsor Homeless Project","  The Windsor Homeless Project  Enabling homeless and vulnerable people to rebuild their lives.  Our ambition is that every person in our community should have the chance to live a settled, self-supporting and fulfilling life.   We are here to provide a mixture of immediate and long term support to anyone who reaches out for help.  Most of our clients meet us at our drop-in day centre, which is open to anyone. Guests will be greeted with a warm welcome from our wonderful volunteers, a delicious hot meal, and the chance to ask for help.  We will then work with our clients, empowering them to work towards their own goals - whatever they may be - and taking the steps they need to, to rebuild their lives. This might include finding housing, finding employment or voluntary work, working towards better financial health, improving their health, or improving relationships. Whatever it is, we are here to support.  We could not be here without the fantastic support of our local community. Whether you're able to donate just once, or to donate once a month - thank you.  All our Supporters who donate on a monthly basis receive news and updates on how your generous donations have been used to help engage, empower, and rebuild the lives of some of the most vulnerable people in our community.  For more information, please feel free to drop us a line at info@windsorhomelessproject.org    Thank you.  ",True,2021-10-01,"2021-10-20 5/2021-10-01 30",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=JonDavey3&pageUrl=1,2021-10-20,,,35
,,"CEO Sleepout UK",,False,2021-10-29,"2021-10-31 15/2021-10-31 10/2021-10-31 30/2021-10-31 15/2021-10-31 15/2021-10-30 30/2021-10-30 20/2021-10-30 30/2021-10-30 30/2021-10-29 15/2021-10-29 20/2021-10-29 30/2021-10-29 5/2021-10-29 15",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=KarenSwaile&pageUrl=1,2021-10-31,,,335
,,"Bournemouth Young Men's Christian Association","We believe in helping people build a better future – help us combat youth homelessness and enable positive change for young people’s lives. YMCA Bournemouth enables people to develop their full potential in mind, body and spirit. We also support vulnerable people by creating supportive communities where everyone can truly belong, contribute & thrive. The YMCA’s vision is of an inclusive Christian Movement, transforming communities so that everyone truly belongs, contributes and thrives. Here at the YMCA there are a diverse range of programmes helping to serve the needs of the local community from housing, youth work and children’s work to health and fitness. We support children, young people and their families to become all that they can be. The YMCA helps some of the most vulnerable people facing homelessness and provides a safe place to stay with holistic support. Our residents are from all different backgrounds – here is an interview with an Ex-Military Personnel who suffered from Post-Traumatic Stress Disorder and had to leave the army finding himself homeless. Anyone could suddenly find themselves unable to work and YMCA are there to offer a safe place to stay with holistic support needed to return to independent living",True,2021-10-24,"2021-10-29 10/2021-10-29 10/2021-10-24 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=KatieHurlock1&pageUrl=1,2021-10-29,,,30
,,"One Big Family - Helping The Homeless","Thank you for visiting our profile. One Big Family - Helping the Homeless help those who are homeless or in need. We operate in Medway, Maidstone and Yorkshire. We offer on street outreach giving food, sleeping bags, drinks, hygeine items etc.  We assist people with appointments for housing, benefits, addiction etc aswell as signposting to other services. In Medway we run a homeless Emergency Winter Refuge in Chatham which provides a safe place to stay and support to rough sleepers every Friday/Saturday and Sunday plus any night where the temperature is forecast zero degrees or below.  Over the last 2 years we have provided over 2000 beds.",True,2021-10-09,"2021-10-10 50/2021-10-09 100/2021-10-09 10/2021-10-09 30/2021-10-09 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=LeonWheddon&pageUrl=1,2021-10-10,,,200
,,"Windsor Homeless Project","  The Windsor Homeless Project  Enabling homeless and vulnerable people to rebuild their lives.  Our ambition is that every person in our community should have the chance to live a settled, self-supporting and fulfilling life.   We are here to provide a mixture of immediate and long term support to anyone who reaches out for help.  Most of our clients meet us at our drop-in day centre, which is open to anyone. Guests will be greeted with a warm welcome from our wonderful volunteers, a delicious hot meal, and the chance to ask for help.  We will then work with our clients, empowering them to work towards their own goals - whatever they may be - and taking the steps they need to, to rebuild their lives. This might include finding housing, finding employment or voluntary work, working towards better financial health, improving their health, or improving relationships. Whatever it is, we are here to support.  We could not be here without the fantastic support of our local community. Whether you're able to donate just once, or to donate once a month - thank you.  All our Supporters who donate on a monthly basis receive news and updates on how your generous donations have been used to help engage, empower, and rebuild the lives of some of the most vulnerable people in our community.  For more information, please feel free to drop us a line at info@windsorhomelessproject.org    Thank you.  ",False,2021-09-25,"2021-10-29 50/2021-10-16 15/2021-10-15 10/2021-10-14 15/2021-10-14 20/2021-10-13 20/2021-10-12 50/2021-10-11 30/2021-10-09 25/2021-10-08 30/2021-10-07 15/2021-10-06 15/2021-10-06 15/2021-10-03 30/2021-10-03 20/2021-10-03 30/2021-10-02 30/2021-10-02 30/2021-10-02 25/2021-10-02 30/2021-10-02 20/2021-09-27 20/2021-09-26 30/2021-09-26 30/2021-09-26 10/2021-09-25 30/2021-09-25 30/2021-09-25 30/2021-09-25 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=MarionGreenwood4&pageUrl=2,2021-10-29,,,1145
