Title,Location,Link,Raised,Target,MostRecentDonation,Created,Organization,OrganizationDetails,DonationCount,Donations,Description,Complete
" Chelwood Volunteers Garden Project ","Cheadle Hulme, North West England, United Kingdom",https://www.gofundme.com/f/a-garden-and-outside-space-area-for-volunteers,2000,1641,2022-04-29,2022-04-01,"Chelwood Foodbank Plus (Stockport)","Registered nonprofitDonations eligible for Gift Aid.",60,"2022-04-29 10/2022-04-29 10/2022-04-28 20/2022-04-28 30/2022-04-27 100/2022-04-27 10/2022-04-26 30/2022-04-25 10/2022-04-25 5/2022-04-25 30/2022-04-25 20/2022-04-25 20/2022-04-25 10/2022-04-25 5/2022-04-24 5/2022-04-24 50/2022-04-24 25/2022-04-24 20/2022-04-24 30/2022-04-24 10/2022-04-21 20/2022-04-20 25/2022-04-20 5/2022-04-20 10/2022-04-20 5/2022-04-19 100/2022-04-19 30/2022-04-19 5/2022-04-19 50/2022-04-17 20/2022-04-17 10/2022-04-16 10/2022-04-15 30/2022-04-14 10/2022-04-13 50/2022-04-13 25/2022-04-12 10/2022-04-10 5/2022-04-10 10/2022-04-10 20/2022-04-10 20/2022-04-09 20/2022-04-09 10/2022-04-09 10/2022-04-09 20/2022-04-09 10/2022-04-09 20/2022-04-09 300/2022-04-07 40/2022-04-05 50/2022-04-05 50/2022-04-04 20/2022-04-03 10/2022-04-02 6/2022-04-02 20/2022-04-02 10/2022-04-02 50/2022-04-01 5/2022-04-01 50/2022-04-01 20","Hello and thank you for reading my post   I’m trying to raise funds to make this piece of ground into a nice peaceful and much needed area for all our lovely hardworking Foodbank volunteers to have a bit of time out and somewhere to grab a sandwich and a brew   It will be mainly artificial grass for non maintenance with decorative gravel and potted shrubs around it using the existing pub bench and chairs   I’ve had a quote and it’s going to be in the region of £1750   If you can help raise funds to make this happen it would be more than appreciated   Thank you and I know it’s a big ask through these tough times   Love   David   X   We support people throughout Stockport and beyond who are in need of food. Young people  older people  families  we support everyone. People are referred to us by agencies such as the CAB/Stockport Homes/MIND/Social Services etc. We have other projects in the pipeline which are coming soon as we seek to address the root causes of poverty and play our small part in addressing the issues caused by poverty  low pay and unemployment. Hi friends  join me in making a difference by supporting a good cause! I'm raising money for Chelwood Foodbank Plus (Stockport) and any donation will help make an impact. Thank you in advance for your contribution to this cause which means so much to me.",False
" Feed the hungry this Ramadan ","Uxbridge, Greater London, United Kingdom",https://www.gofundme.com/f/88y7u-feed-the-hungry-this-ramadan,1000,1062,2022-04-27,2022-04-11,,,43,"2022-04-27 10/2022-04-25 15/2022-04-25 50/2022-04-23 50/2022-04-23 10/2022-04-23 30/2022-04-21 10/2022-04-21 5/2022-04-21 5/2022-04-21 50/2022-04-21 50/2022-04-21 100/2022-04-21 20/2022-04-20 5/2022-04-20 20/2022-04-20 20/2022-04-17 12/2022-04-15 20/2022-04-15 10/2022-04-15 20/2022-04-14 20/2022-04-14 10/2022-04-12 10/2022-04-12 10/2022-04-12 20/2022-04-12 20/2022-04-12 10/2022-04-12 10/2022-04-12 50/2022-04-12 20/2022-04-12 5/2022-04-12 100/2022-04-12 20/2022-04-12 10/2022-04-12 5/2022-04-12 50/2022-04-12 100/2022-04-12 10/2022-04-12 10/2022-04-12 10/2022-04-12 5/2022-04-12 25/2022-04-12 20","We are raising funds for the needy within our local community (in and around London) this Ramadan. According to Statista ""In 2020/21  over 421 000 people used the help of a foodbank in London  an increase of nearly 200 000 when compared to the previous year. The use of Foodbanks in London has steadily climbed in recent years  with just 118 000 users recorded in 2011/12.""    This Ramadan  there is problem in the Muslim demographic too. Charity Islamic relief has estimated that 50% of Muslims in the UK will struggle to have enough food to break their fast. One of the foodbanks that we have connected with  SUFRA NW London has said that the recent pandemic led to a 400% increase in bills… Tufail Hussain  director of Islamic relief UK has said ‘Many will be fasting from sunrise to sunset and there is a real risk that families will not have enough food or will go without to feed their children.’     We have pledged to raise £500 by Thursday 21 April 2022. The funds raised will be used to buy essential food items to supply to three foodbanks/kitchens around London. The more we raise  the more we can donate. We want you to be part of this experience so all will be captured to share.    Although  charitable causes need no incentive. We will be randomly picking two sponsors to giveaway a whole tray of our signature (and ever popular) bestselling brownies.    Finally  Feeding Hungry is Serving Allah. Abu Hurayrah (ra) said that Holy Prophet Muhammad (saw) said  “Allah (swt) will say on the day of resurrection  “…O son of Adam  I asked you for food and you fed Me not. He will say: O Lord  and how should I feed You when You are the Lord of the worlds? He will say: Did you not know that My servant So-and-so asked you for food and you fed him not? Did you not know that had you fed him you would surely have found that (the reward for doing so) with Me?” [Muslim]    May Allah reward you all for your intention and reward you for your generosity.    The Duo (Alishba and Fi)",False
" GFTH Cycle from Gloucester to Lands End ","Gloucester, South West England, United Kingdom",https://www.gofundme.com/f/gfth-cycle-from-gloucester-to-lands-end,1000,110,2022-03-07,2022-03-03,,,8,"2022-03-07 20/2022-03-06 10/2022-03-04 10/2022-03-04 20/2022-03-04 20/2022-03-03 10/2022-03-03 10/2022-03-03 10","Hi     My name is Steve Wakefield and I’m involved with an organisation called Gloucester Feed The Hungry (check us out on Facebook).     GFTH was set up just over 5 years ago to provide hot meals  free haircuts  clothing and toiletries to the homeless and vulnerable in our community.    Since then GFTH have set up a full time foodbank and in the past two years have served over 15 000 meals and over 3000 free food parcels to the homeless  vulnerable and those needing a helping hand. Pretty impressive right?!    GFTH have recently started a daily hot food programme with approximately 3500 meals served in the past two months alone.    All this is done with founder Hash Norat holding down a full time job (as well as many of the volunteers too).     We now need your help to raise £10 000 collectively  for us to purchase a food trailer. This will allow us to support more of our homeless and vulnerable in our city but more importantly  all of Gloucestershire.    I am taking part in a fundraising cycle from Gloucester Cathedral to Land's End  to be completed over two days.     Please help us to make our vision a reality  by sponsoring anything you can. Every penny helps!     Your every penny will be supporting our most vulnerable for years to come.     Again  please check us out on Facebook and see all of the great work that we do.     Thank you so much I’m advance.     Steve",False
" Three Peaks Challenge - Flintshire Foodbank ","Eon UK Plc, Wales, United Kingdom",https://www.gofundme.com/f/three-peaks-challenge-flintshire-foodbank,0,1000,,2022-04-27,"FLINTSHIRE FOODBANK","Registered nonprofitDonations eligible for Gift Aid.",0,,"Connah’s Quay Power station team is very keen to support Flintshire Foodbank because they are part of our local community. We  as a group  understand that there are many different circumstances in our community  and we feel we are in a position to help out not only by donations but also by challenging ourselves physically to help the community. In addition  we’re all finding ourselves in a position where the cost of living is increasing. Therefore  we find it essential to contribute to our community.   The Challenge we’re embarking on is the National three peaks. We’ll start from Ben Nevis on the 1st of June and finish off on the Top of Snowdon on June 2nd.   Join me in making a difference? I'm raising money to aid FLINTSHIRE FOODBANK  and every donation will help. Thank you in advance for your contribution to this cause; that means so much to us. ",True
" Mental health and homelessness ","Cromer, East of England, United Kingdom",https://www.gofundme.com/f/8vgn5-mental-health-and-homelessness,0,500,,2022-04-30,,,0,,"Hi my name is Holleigh  I’m raising money for the homeless with mental health like myself  I was living with my ex partner until he got evicted from the property  I was never on the tenancy (never knew that) which meant I also had to leave  I’ve been to the council to which I get no help  one person that works there said they would put me in a hostel to go up to the council to be told by another person that it wouldn’t be happening  I’m currently sleeping rough with no sleeping bag or tent  most nights I don’t even sleep as I’m scared of rats biting me. I’ve been to the food banks but not much I can do with the food they give me as I can’t cook any of it  if you could please donate anything you have spare to help me get a tent and the main things I need to be able to survive outdoors I would be much appreciated  thank you. ",True
" Support Blessed of the Father (BOTF) ","Leeds, Yorkshire and the Humber, United Kingdom",https://www.gofundme.com/f/blessed-of-the-father-botf,0,3000,,2022-04-25,,,0,,"Blessed of the Father (BOTF) is a faith-based charity located in Burley  Leeds  committed to providing food and comfort to those in need in the community as well as a safe haven for young people to learn and grow. We're currently raising funds to support our foodbank  outreach and upcoming youth programs. The funds gathered through your generous donations will be used for the following: i. Aiding food delivery to those who are ill or are high-risk and thus unable to meet food bank appointments. ii. As a contribution towards purchasing a full-time venue for the youth program. iii. Purchasing additional items such as disposable cups  blankets/sleeping bags  etc. for our outreach program. ",True
" food and clothes for my kids ","Wirral, North West England, United Kingdom",https://www.gofundme.com/f/4bpqym-food-and-clothes-for-my-kids,0,500,,2022-04-19,,,0,,"Hi   i’m Libby Jones i’m a single mother with three kids and i’m currently unemployed due to covid it’s been really tough for us as all the help we are getting is from the food banks any donation will be incredible thankyou ",True
" Change the World. ","Norton Canes, West Midlands, United Kingdom",https://www.gofundme.com/f/7cvdta-change-the-world,0,10000,,2022-03-23,,,0,,"EDIT: Since writing this i have come to believe that i am probably slightly autistic  which explains why i probably sound a bit cracked.   I have 2 projects  the main one is a revolutionary low overhead charitable project that i intend to pilot in the UK then go global. It's an internet based scheme that involves Apple  Utube and Google the second is a government run project that i devised over 4 years ago that could generate huge sums for the treasury as well as many other benefits. I have literally been trying to talk to my government (conservative) for over 4 years and can back this up. When i thought of my government run project i rather naively thought i would have no problem pitching it to the government (at the time i thought they were wrong  but they were the party in power and had the ability to bring it about and all i wanted out of it was a decent job. To me it's a no brainer and all I needed was the support of a high level official with the vision and authority to get this through  it would be a perfect fit for the EU but trying to contact anyone is a total nightmare. I got a condescending letter off my MP (amanda milling) turning me down so i asked her for a lump sum provided the government used it with a guarantee of confidentiality so i could try other governments if they didn't use it. Again with the patronising rejection  i sent hundreds of emails and letters to everyone i could think of that could help  no response. Because i relied on financial security from selling my idea i spent 2 years without an income  i reached the point where i thought that i should get a job and was actively looking when covid hit  i immediately realised it was going to be serious and as I'm staying with my 82 year old mother who has COPD and is highly vulnerable i went on voluntary lockdown. My needs were simple  i wasn't spending much but i was using my overdraft to pay my credit card bill every month but eventually (despite always paying the minimum payment) my credit card was suspended a few weeks ago and my overdraft has now exceeded it's limit and my bank wanted immediate payment as of last monday. This is why i need £10 000 pretty much immediately. I can pay off my overdraft and credit card and buy a secure laptop and printer as well as sort transport out to carry out my second project.   I thought my first idea was good  the second is genius. I started from how can i get £10 000 and kept on saying to myself ""how can i improve on that?"". I came up with a low overhead (1% overhead) charity project run on the basis that i take 1% of any money pledged (i had socially concious millionaires in mind) to pay for my living expenses and operating costs. What i envisaged was aforementioned socially concious millionaire could continue with their own lives while i get the best bang for their buck by contacting various registered low overhead charities finding out what they needed and sending the donor an email with the details. They can either check it out and send a cheque. Considering the average charity's costs are around 33% this makes me incredibly efficient.   Then i had a eureka moment and thought about how i could improve on this and came up with an organisation that can help provide jobs  give the homeless somewhere decent to live  fund foodbanks and creates several spin off charities. I used my life experiences and sense of humour to turn the basic concept into a global organisation involving some of the biggest companies on the planet including Apple  Google  Tesla  Utube  Microsoft  Lego  Ikea  Bmw mottorad  paypal and ebay.I intend to set up and run a pilot project in the UK then let Apple and Google run it over the rest of the world.   I have 70+ pages of notes so far.  If you're thinking that this is a scam I'm prepared to backup everything i said  I'm not a businessman  i can't deal with red tape and bureaucracy  i just have ideas that need to happen and I've run out of time and the bulk of the funds will be under the direct control of the backer(s)  I live in the Midlands (uk).My ideas include merchandising  raising and dispersing funds  homing the homeless  providing funds to food banks  setting up factories in areas of high unemployment (all over the world) to manufacture a range of bears i created (with a USP) and assisting other charities and all businesses will be run on ethical  non discriminatory lines.  Because my overdraft has been exceeded i am no longer be able to pay my phone bill so am only contactable by email. (I live in a bad signal area anyway).   Please note that i need £10 000 pounds  not dollars as shown but i can't seem to change it.  My bank account is in the UK. The current British government and sweatshop owners need not apply.Change the World.     ",True
" Just wanna work! ","Leiston, East of England, United Kingdom",https://www.gofundme.com/f/fndtv4-just-wanna-work,0,3000,,2022-02-21,,,0,,"Hi  I’m currently a full time working single  mum who has fallen on bad times. I have had no option but to come on here as because I work I am entitled to no loans etc via the government. I am going to loose my car if I can’t pay them £3000 in 14 days. with out a car I have no job  currently I have no food and I can’t visit a food bank because they are only open during work time and I can’t get time off I know it’s a lot to ask but I really don’t have any other option    ",True
" Raising money for Leighton Linslade Helpers ","Leighton Buzzard, East of England, United Kingdom",https://www.gofundme.com/f/raising-money-for-leighton-linslade-helpers,0,2000,,2022-02-01,"LEIGHTON LINSLADE HELPERS","Registered nonprofitDonations eligible for Gift Aid.",0,,"You can make a difference by donating today to LEIGHTON LINSLADE HELPERS.   LEIGHTON LINSLADE HELPERS charity 1196332 provide a range of services  from food parcels  community fridge  prescription deliveries  welfare checks  counselling and listening  personal shopping  to many other ways of supporting the community.   Leighton Linslade Helpers is a collective of community volunteers who came together to support their community through the Covid 19 lockdown in their town and surrounding areas. It very quickly grew into an organisation that is continuing to support its community by forming a charity. (1196332)   What started off as an emergency food bank to those in hardship or those shielding  without access to food  has grown into a range of services  from food parcels  community fridge  prescription deliveries  counselling and listening  to many other ways of supporting families  the elderly and the isolated. We are now established in Leighton Buzzard High Street and will continue to support our community  other agencies and wider Bedfordshire.   Our group has been overwhelmed by the generosity of people and business  during this very difficult time for everyone  and we just know that this community spirit will continue. There is still much work to be done to help our community get through this pandemic and to rebuild their lives and lift their spirits  for which so many will be grateful. ",True
