Activities,Address,Charity,CharityDescription,Complete,Created,Donations,Link,MostRecentDonation,Operates,Postcode,Raised
"The aim is to raise funds to support Holy Apostles Primary School children.","Coggans Well House Phoenix Lane,  Tiverton,Devon  EX16 6LU","Churches Housing Action Team mid Devon Limited","2020 marks 25 Years of tackling homelessness, avoiding evictions and bringing hope. Our advisors help those who are living rough, facing eviction or in any housing need across Mid Devon.  We can also can help address debt issues. The service is offered free of charge to our clients. Currently we are supporting over 800 per annum. We also run a food bank and provide shower and clothes-washing facilities for those who are living on the streets. For the 'Homeless 4 a Night event' go to: https:/****/fun-sleep",False,2020-05-10,,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=CarolineSides&pageUrl=1,2020-05-10,Gloucestershire,"GL52 6QZ",25
,"1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX","Herts Young Homeless","Herts Young Homeless – making a difference to the lives of young homeless people  At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently. We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment.  hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this. Where will the money go?  All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.       ",True,2020-05-22,"2020-05-30 100/2020-05-30 120/2020-05-25 30/2020-05-22 50",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=ChrisNewall&pageUrl=1,2020-05-30,"Throughout London",,300
"The aim is to raise funds to support Holy Apostles Primary School children.","Coggans Well House Phoenix Lane,  Tiverton,Devon  EX16 6LU","Churches Housing Action Team mid Devon Limited","2020 marks 25 Years of tackling homelessness, avoiding evictions and bringing hope. Our advisors help those who are living rough, facing eviction or in any housing need across Mid Devon.  We can also can help address debt issues. The service is offered free of charge to our clients. Currently we are supporting over 800 per annum. We also run a food bank and provide shower and clothes-washing facilities for those who are living on the streets. For the 'Homeless 4 a Night event' go to: https:/****/fun-sleep",True,2020-05-10,"2020-05-10 50",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=ClairePenberthy&pageUrl=1,2020-05-10,Gloucestershire,"GL52 6QZ",50
"The aim is to raise funds to support Holy Apostles Primary School children.","Coggans Well House Phoenix Lane,  Tiverton,Devon  EX16 6LU","Churches Housing Action Team mid Devon Limited","2020 marks 25 Years of tackling homelessness, avoiding evictions and bringing hope. Our advisors help those who are living rough, facing eviction or in any housing need across Mid Devon.  We can also can help address debt issues. The service is offered free of charge to our clients. Currently we are supporting over 800 per annum. We also run a food bank and provide shower and clothes-washing facilities for those who are living on the streets. For the 'Homeless 4 a Night event' go to: https:/****/fun-sleep",False,2020-05-10,"2020-05-21 10/2020-05-15 30/2020-05-13 15/2020-05-12 20/2020-05-12 20/2020-05-12 25/2020-05-12 10/2020-05-11 30/2020-05-10 25",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=TheFoordSleep0ut&pageUrl=1&isTeam=true,2020-05-21,Gloucestershire,"GL52 6QZ",186
,"1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX","Herts Young Homeless","Herts Young Homeless – making a difference to the lives of young homeless people  At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently. We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment.  hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this. Where will the money go?  All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.       ",False,2020-05-07,"2020-05-31 10/2020-05-21 30/2020-05-15 5/2020-05-14 5/2020-05-11 4/2020-05-10 3/2020-05-09 20/2020-05-08 10/2020-05-08 5/2020-05-08 10/2020-05-08 10/2020-05-07 10/2020-05-07 5/2020-05-07 3/2020-05-07 5",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=ElenaKite&pageUrl=2,2020-05-31,"Throughout London",,150
"The aim is to raise funds to support Holy Apostles Primary School children.","Coggans Well House Phoenix Lane,  Tiverton,Devon  EX16 6LU","Churches Housing Action Team mid Devon Limited","2020 marks 25 Years of tackling homelessness, avoiding evictions and bringing hope. Our advisors help those who are living rough, facing eviction or in any housing need across Mid Devon.  We can also can help address debt issues. The service is offered free of charge to our clients. Currently we are supporting over 800 per annum. We also run a food bank and provide shower and clothes-washing facilities for those who are living on the streets. For the 'Homeless 4 a Night event' go to: https:/****/fun-sleep",False,2020-05-07,"2020-05-28 50/2020-05-14 30/2020-05-13 10/2020-05-12 50/2020-05-10 30/2020-05-10 25/2020-05-10 15/2020-05-09 50/2020-05-08 15/2020-05-08 25/2020-05-08 30/2020-05-07 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=ElizabethdErlanger&pageUrl=1,2020-05-28,Gloucestershire,"GL52 6QZ",360
,"1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX","Herts Young Homeless","Herts Young Homeless – making a difference to the lives of young homeless people  At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently. We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment.  hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this. Where will the money go?  All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.       ",True,,,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=HertsYoungHomelesstaffteam&pageUrl=2&isTeam=true,,"Throughout London",,0
,"1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX","Herts Young Homeless","Herts Young Homeless – making a difference to the lives of young homeless people  At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently. We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment.  hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this. Where will the money go?  All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.       ",True,2020-05-07,"2020-05-31 30/2020-05-19 10/2020-05-15 5/2020-05-09 26/2020-05-08 30/2020-05-08 26/2020-05-07 10/2020-05-07 15/2020-05-07 10/2020-05-07 5/2020-05-07 15",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=EmilyGoldfinch&pageUrl=1,2020-05-31,"Throughout London",,182
"The aim is to raise funds to support Holy Apostles Primary School children.","Coggans Well House Phoenix Lane,  Tiverton,Devon  EX16 6LU","Churches Housing Action Team mid Devon Limited","2020 marks 25 Years of tackling homelessness, avoiding evictions and bringing hope. Our advisors help those who are living rough, facing eviction or in any housing need across Mid Devon.  We can also can help address debt issues. The service is offered free of charge to our clients. Currently we are supporting over 800 per annum. We also run a food bank and provide shower and clothes-washing facilities for those who are living on the streets. For the 'Homeless 4 a Night event' go to: https:/****/fun-sleep",True,2020-05-09,"2020-05-13 15/2020-05-11 5/2020-05-10 15/2020-05-09 5/2020-05-09 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=WeaversforCHAT&pageUrl=1,2020-05-13,Gloucestershire,"GL52 6QZ",50
,"Diocese Of Westminster,Vaughan House  46 Francis Street,London  SW1P 1QN","The Westminster Roman Catholic Diocesan Trust","The Diocese of Westminster is the Roman Catholic Church’s presence in London north of the Thames, in Middlesex, Hertfordshire and a small part of Surrey in the United Kingdom.  It is comprised of 215 parishes serving more than 450,000 Catholics in the Diocese and tens of thousands of visitors to London annually.  We also have 220 Catholic schools in the Diocese serving more than 85,000 students, providing for their religious, academic and personal formation where Catholic values are espoused across programmes.   As the Catholic Church in this region, we administer the Sacraments, offer Mass and prayer, conduct social action ministries, foster religious community and formation, and are active in the civic discourse serving all of God’s people regardless of creed.    To find out more please visit: http://www.rcdow.org.uk/ ",False,2018-11-09,"2020-04-09 30/2020-04-09 100/2019-10-25 100/2019-10-20 20/2019-03-12 275/2018-12-23 100/2018-12-13 250/2018-11-29 50/2018-11-23 50/2018-11-23 20/2018-11-22 20/2018-11-21 100/2018-11-20 5/2018-11-20 20/2018-11-20 100/2018-11-19 30/2018-11-16 15/2018-11-11 5/2018-11-09 5",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=UgochukwuIkwuka&pageUrl=1,2020-04-09,,,1540
"The aim is to raise funds to support Holy Apostles Primary School children.","Coggans Well House Phoenix Lane,  Tiverton,Devon  EX16 6LU","Churches Housing Action Team mid Devon Limited","2020 marks 25 Years of tackling homelessness, avoiding evictions and bringing hope. Our advisors help those who are living rough, facing eviction or in any housing need across Mid Devon.  We can also can help address debt issues. The service is offered free of charge to our clients. Currently we are supporting over 800 per annum. We also run a food bank and provide shower and clothes-washing facilities for those who are living on the streets. For the 'Homeless 4 a Night event' go to: https:/****/fun-sleep",False,2020-05-02,"2020-05-08 25/2020-05-08 20/2020-05-07 10/2020-05-07 5/2020-05-07 10/2020-05-07 10/2020-05-05 20/2020-05-05 15/2020-05-03 5/2020-05-03 50/2020-05-03 20/2020-05-03 15/2020-05-03 15/2020-05-02 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=GailForeshew&pageUrl=1,2020-05-09,Gloucestershire,"GL52 6QZ",269
,"1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX","Herts Young Homeless","Herts Young Homeless – making a difference to the lives of young homeless people  At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently. We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment.  hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this. Where will the money go?  All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.       ",True,,,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=HertsYoungHomelesstaffteam&pageUrl=2&isTeam=true,,"Throughout London",,0
,"1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX","Herts Young Homeless","Herts Young Homeless – making a difference to the lives of young homeless people  At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently. We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment.  hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this. Where will the money go?  All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.       ",False,2020-05-08,"2020-05-23 15/2020-05-11 20/2020-05-08 20/2020-05-08 10/2020-05-08 20/2020-05-08 10/2020-05-08 15/2020-05-08 15/2020-05-08 5",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=HannahDoogan&pageUrl=1,2020-05-23,"Throughout London",,150
,"1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX","Herts Young Homeless","Herts Young Homeless – making a difference to the lives of young homeless people  At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently. We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment.  hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this. Where will the money go?  All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.       ",True,,,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=HollyHarding2&pageUrl=1,,"Throughout London",,0
"We promote education, training and entertainment through performances of live shows and arts displays.","Oakley Hall,8 Castle Street  High Wycombe,  HP13 6RF","Wycombe Homeless Connection","Wycombe Homeless Connection believe that every person who is homeless, or at risk of homelessness in our community has worth and should have a fresh start no matter what their situation. Thank you for joining us to change the lives of vulnerable people in our community.  ",False,2020-04-30,"2020-06-01 15/2020-05-25 15/2020-05-21 15/2020-05-20 10/2020-05-19 30/2020-05-19 50/2020-05-19 30/2020-05-14 30/2020-05-13 30/2020-05-11 15/2020-05-11 100/2020-05-07 15/2020-05-06 10/2020-05-06 10/2020-05-01 10/2020-04-30 20/2020-04-30 5/2020-04-30 5",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=IsabellasRun&pageUrl=1,2020-06-01,Essex,"CO15 1LE",447
"Local fundraising and support","St. Basil,Heath Mill Lane  Birmingham,  B9 4AX","St Basils","St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils.Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness.  ",True,2020-02-20,"2020-02-20 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=JLL.Birmingham&pageUrl=1,2020-02-20,Surrey,"GU8 6BU",10
