Activities,Address,Charity,CharityDescription,Complete,Created,Donations,Link,MostRecentDonation,Operates,Postcode,Raised
,"Mind N A M H,Granta House  15-19 Broadway,London  E15 4BQ",Mind,"We’re Mind, the mental health charity, working across England and Wales. We believe no one should have to face a mental health problem alone. Whether you’re stressed, depressed or in crisis. We’ll listen, give support and advice, and fight your corner. Our work relies on people like you who give their time, money, energy and passion to make sure Mind can be there for everyone who needs us.     The money you raise will help make sure that people with a mental health problem have somewhere to turn – whether it’s through our helpline, our information pages, or our online peer support. We believe that everyone with a mental health problem should be able to access excellent care and services and we campaign to make this happen.    Whether you’re walking, running, cycling, trekking, swimming, hosting a Crafternoon or a gala dinner – you are amazing. Thank you for choosing to fundraise for national Mind as part of our team. You’re doing something really good and we’re here for you.   Thank you for your kind and generous support.     ",True,2015-09-03,"2015-09-23 20/2015-09-14 20/2015-09-03 10",https://uk.virginmoneygiving.com/fundraiser-display/showROSomeoneSpecialPage?pageUrl=janekitchen-dunn,2015-09-23,,,50
,"22 Waghorn Street,  Chatham,  ME4 5LT","One Big Family - Helping The Homeless","Thank you for visiting our profile. One Big Family - Helping the Homeless help those who are homeless or in need. We operate in Medway, Maidstone and Yorkshire. We offer on street outreach giving food, sleeping bags, drinks, hygeine items etc.  We assist people with appointments for housing, benefits, addiction etc aswell as signposting to other services. In Medway we run a homeless Emergency Winter Refuge in Chatham which provides a safe place to stay and support to rough sleepers every Friday/Saturday and Sunday plus any night where the temperature is forecast zero degrees or below.  Over the last 2 years we have provided over 2000 beds.",False,2020-08-27,"2020-10-28 15/2020-10-27 10/2020-10-27 10/2020-10-27 10/2020-10-27 15/2020-10-27 10/2020-10-27 20/2020-10-26 10/2020-10-25 10/2020-10-25 10/2020-10-25 10/2020-10-25 20/2020-10-25 5/2020-10-25 10/2020-10-25 15/2020-10-25 20/2020-10-25 10/2020-10-25 10/2020-10-25 20/2020-10-25 10/2020-10-25 10/2020-10-25 20/2020-10-25 30/2020-10-25 25/2020-10-25 30/2020-10-25 20/2020-10-25 10/2020-10-25 30/2020-10-25 20/2020-10-24 50/2020-10-24 10/2020-10-24 20/2020-10-24 10/2020-10-24 35/2020-10-24 15/2020-10-24 10/2020-10-24 20/2020-10-24 5/2020-10-24 20/2020-10-24 10/2020-10-24 10/2020-10-24 30/2020-10-24 10/2020-10-24 20/2020-10-24 10/2020-10-23 20/2020-10-23 30/2020-10-23 20/2020-10-23 10/2020-10-23 15/2020-10-13 5/2020-09-28 5/2020-09-24 20/2020-09-24 10/2020-09-24 10/2020-09-22 10/2020-09-16 20/2020-09-15 20/2020-09-13 20/2020-09-09 10/2020-09-09 10/2020-09-08 15/2020-09-08 10/2020-09-08 10/2020-09-08 10/2020-09-08 20/2020-09-08 20/2020-09-05 40/2020-09-04 20/2020-09-04 10/2020-09-04 25/2020-08-31 30/2020-08-31 50/2020-08-30 10/2020-08-30 10/2020-08-30 50/2020-08-30 10/2020-08-30 20/2020-08-30 25/2020-08-28 25/2020-08-28 15",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=AnthonyMartin32&pageUrl=1,2020-10-28,,,1545
,"The Trussell Trust,Unit 9, Ashfield Trading Estate  Ashfield Road,Salisbury  SP2 7HL","The Trussell Trust","We support a nationwide network of food banks and together we provide emergency food and support to people locked in poverty, and campaign for change to end the need for food banks in the UK. In the UK, more than 14 million people are living in poverty – including 4.5 million children. We support more than 1,200 food bank centres in the UK to provide a minimum of three days’ nutritionally-balanced emergency food to people who have been referred in crisis, as well as support to help people resolve the crises they face. Between April 2018 and March 2019, food banks in our network provided a record 1.6 million food supplies to people in crisis, a 19% increase on the previous year. That's why your fundraising is important now more than ever. Over the last 5 years food bank use in our network has increased by 73%. This is a trend we need to break and we can only do this with your support. We value every penny raised and every conversation started.  We know it takes more than food to end hunger. That’s why we bring together the experiences of food banks in our network to challenge the structural economic issues that lock people in poverty, and campaign to end the need for food banks in the UK. If you'd like more information or have any questions about fundraising please don't hesitate to contact us. We'd be delighted to hear from you. ",False,2020-06-01,"2020-10-03 5/2020-08-05 10/2020-07-05 5/2020-07-02 20/2020-06-30 10/2020-06-27 15/2020-06-22 50/2020-06-21 20/2020-06-21 20/2020-06-20 15/2020-06-19 50/2020-06-19 5/2020-06-17 50/2020-06-12 10/2020-06-12 20/2020-06-11 20/2020-06-10 75/2020-06-10 20/2020-06-10 10/2020-06-08 15/2020-06-08 20/2020-06-08 15/2020-06-08 80/2020-06-08 15/2020-06-08 20/2020-06-08 50/2020-06-08 10/2020-06-08 10/2020-06-08 15/2020-06-07 15/2020-06-07 10/2020-06-07 30/2020-06-07 10/2020-06-07 15/2020-06-07 10/2020-06-07 10/2020-06-07 15/2020-06-05 5/2020-06-04 75/2020-06-04 10/2020-06-04 10/2020-06-03 5/2020-06-03 50/2020-06-02 100/2020-06-02 50/2020-06-01 5",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=soupforthesoul&pageUrl=2,2020-10-03,,,1140
,"22 Waghorn Street,  Chatham,  ME4 5LT","One Big Family - Helping The Homeless","Thank you for visiting our profile. One Big Family - Helping the Homeless help those who are homeless or in need. We operate in Medway, Maidstone and Yorkshire. We offer on street outreach giving food, sleeping bags, drinks, hygeine items etc.  We assist people with appointments for housing, benefits, addiction etc aswell as signposting to other services. In Medway we run a homeless Emergency Winter Refuge in Chatham which provides a safe place to stay and support to rough sleepers every Friday/Saturday and Sunday plus any night where the temperature is forecast zero degrees or below.  Over the last 2 years we have provided over 2000 beds.",True,2020-09-26,"2020-10-25 20/2020-10-20 28/2020-10-03 15/2020-10-02 20/2020-09-28 15/2020-09-27 20/2020-09-26 57/2020-09-26 15/2020-09-26 5",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=Jon&pageUrl=1,2020-10-25,,,195
,"22 Waghorn Street,  Chatham,  ME4 5LT","One Big Family - Helping The Homeless","Thank you for visiting our profile. One Big Family - Helping the Homeless help those who are homeless or in need. We operate in Medway, Maidstone and Yorkshire. We offer on street outreach giving food, sleeping bags, drinks, hygeine items etc.  We assist people with appointments for housing, benefits, addiction etc aswell as signposting to other services. In Medway we run a homeless Emergency Winter Refuge in Chatham which provides a safe place to stay and support to rough sleepers every Friday/Saturday and Sunday plus any night where the temperature is forecast zero degrees or below.  Over the last 2 years we have provided over 2000 beds.",True,2020-10-22,"2020-10-24 10/2020-10-24 10/2020-10-23 10/2020-10-23 15/2020-10-22 20/2020-10-22 15/2020-10-22 100",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=LeighRispoli&pageUrl=1,2020-10-24,,,180
,"22 Waghorn Street,  Chatham,  ME4 5LT","One Big Family - Helping The Homeless","Thank you for visiting our profile. One Big Family - Helping the Homeless help those who are homeless or in need. We operate in Medway, Maidstone and Yorkshire. We offer on street outreach giving food, sleeping bags, drinks, hygeine items etc.  We assist people with appointments for housing, benefits, addiction etc aswell as signposting to other services. In Medway we run a homeless Emergency Winter Refuge in Chatham which provides a safe place to stay and support to rough sleepers every Friday/Saturday and Sunday plus any night where the temperature is forecast zero degrees or below.  Over the last 2 years we have provided over 2000 beds.",False,2020-10-22,"2020-10-25 5/2020-10-25 30/2020-10-25 20/2020-10-25 50/2020-10-22 50",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=CharleneMalone1&pageUrl=1,2020-10-25,,,160
,"22 Waghorn Street,  Chatham,  ME4 5LT","One Big Family - Helping The Homeless","Thank you for visiting our profile. One Big Family - Helping the Homeless help those who are homeless or in need. We operate in Medway, Maidstone and Yorkshire. We offer on street outreach giving food, sleeping bags, drinks, hygeine items etc.  We assist people with appointments for housing, benefits, addiction etc aswell as signposting to other services. In Medway we run a homeless Emergency Winter Refuge in Chatham which provides a safe place to stay and support to rough sleepers every Friday/Saturday and Sunday plus any night where the temperature is forecast zero degrees or below.  Over the last 2 years we have provided over 2000 beds.",False,2020-09-06,"2020-10-25 5/2020-10-25 10/2020-10-25 15/2020-10-25 10/2020-10-25 5/2020-10-25 10/2020-10-25 25/2020-10-25 10/2020-10-25 10/2020-10-25 10/2020-10-25 20/2020-10-25 10/2020-10-25 15/2020-10-25 10/2020-10-24 10/2020-10-24 10/2020-10-24 15/2020-10-24 20/2020-10-24 10/2020-10-24 10/2020-10-24 10/2020-10-24 10/2020-10-24 10/2020-10-24 15/2020-10-24 15/2020-10-24 10/2020-10-24 15/2020-10-24 15/2020-10-24 10/2020-10-24 10/2020-10-24 15/2020-10-24 20/2020-10-24 15/2020-10-24 10/2020-10-23 10/2020-10-23 10/2020-10-23 150/2020-10-23 10/2020-10-19 10/2020-10-14 20/2020-09-24 10/2020-09-23 15/2020-09-23 15/2020-09-22 10/2020-09-22 10/2020-09-22 10/2020-09-21 10/2020-09-21 20/2020-09-21 10/2020-09-21 10/2020-09-20 10/2020-09-11 20/2020-09-11 20/2020-09-10 10/2020-09-09 20/2020-09-08 10/2020-09-08 15/2020-09-07 15/2020-09-07 5/2020-09-07 5/2020-09-06 1",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=SeanGreene&pageUrl=2,2020-10-25,,,986
,"22 Waghorn Street,  Chatham,  ME4 5LT","One Big Family - Helping The Homeless","Thank you for visiting our profile. One Big Family - Helping the Homeless help those who are homeless or in need. We operate in Medway, Maidstone and Yorkshire. We offer on street outreach giving food, sleeping bags, drinks, hygeine items etc.  We assist people with appointments for housing, benefits, addiction etc aswell as signposting to other services. In Medway we run a homeless Emergency Winter Refuge in Chatham which provides a safe place to stay and support to rough sleepers every Friday/Saturday and Sunday plus any night where the temperature is forecast zero degrees or below.  Over the last 2 years we have provided over 2000 beds.",False,2020-09-03,"2020-10-27 10/2020-10-25 10/2020-10-23 10/2020-10-22 15/2020-09-24 15/2020-09-15 20/2020-09-15 15/2020-09-14 15/2020-09-11 10/2020-09-10 15/2020-09-09 20/2020-09-09 20/2020-09-08 50/2020-09-04 10/2020-09-03 15",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=TaraHepden&pageUrl=2,2020-10-27,,,290
,"22 Waghorn Street,  Chatham,  ME4 5LT","One Big Family - Helping The Homeless","Thank you for visiting our profile. One Big Family - Helping the Homeless help those who are homeless or in need. We operate in Medway, Maidstone and Yorkshire. We offer on street outreach giving food, sleeping bags, drinks, hygeine items etc.  We assist people with appointments for housing, benefits, addiction etc aswell as signposting to other services. In Medway we run a homeless Emergency Winter Refuge in Chatham which provides a safe place to stay and support to rough sleepers every Friday/Saturday and Sunday plus any night where the temperature is forecast zero degrees or below.  Over the last 2 years we have provided over 2000 beds.",True,2020-09-01,"2020-10-29 20/2020-10-25 20/2020-10-25 15/2020-10-25 20/2020-10-25 10/2020-10-25 30/2020-10-25 15/2020-10-25 5/2020-10-24 10/2020-10-24 10/2020-10-24 10/2020-10-24 10/2020-10-23 20/2020-10-23 20/2020-10-23 20/2020-10-23 10/2020-09-12 30/2020-09-03 5/2020-09-03 20/2020-09-03 20/2020-09-01 10/2020-09-01 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=TimLawlor1&pageUrl=4,2020-10-29,,,350
,"22 Waghorn Street,  Chatham,  ME4 5LT","One Big Family - Helping The Homeless","Thank you for visiting our profile. One Big Family - Helping the Homeless help those who are homeless or in need. We operate in Medway, Maidstone and Yorkshire. We offer on street outreach giving food, sleeping bags, drinks, hygeine items etc.  We assist people with appointments for housing, benefits, addiction etc aswell as signposting to other services. In Medway we run a homeless Emergency Winter Refuge in Chatham which provides a safe place to stay and support to rough sleepers every Friday/Saturday and Sunday plus any night where the temperature is forecast zero degrees or below.  Over the last 2 years we have provided over 2000 beds.",True,,,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=TonyCohen4&pageUrl=1,,,,0
,"22 Waghorn Street,  Chatham,  ME4 5LT","One Big Family - Helping The Homeless","Thank you for visiting our profile. One Big Family - Helping the Homeless help those who are homeless or in need. We operate in Medway, Maidstone and Yorkshire. We offer on street outreach giving food, sleeping bags, drinks, hygeine items etc.  We assist people with appointments for housing, benefits, addiction etc aswell as signposting to other services. In Medway we run a homeless Emergency Winter Refuge in Chatham which provides a safe place to stay and support to rough sleepers every Friday/Saturday and Sunday plus any night where the temperature is forecast zero degrees or below.  Over the last 2 years we have provided over 2000 beds.",True,2020-09-15,"2020-10-28 10/2020-10-26 10/2020-10-25 10/2020-10-25 10/2020-10-25 10/2020-10-25 20/2020-10-25 20/2020-10-25 60/2020-10-24 10/2020-10-24 30/2020-10-24 25/2020-10-24 15/2020-10-24 20/2020-10-23 20/2020-10-23 10/2020-10-23 10/2020-10-23 20/2020-10-21 50/2020-10-21 20/2020-10-20 20/2020-10-13 10/2020-09-28 20/2020-09-25 20/2020-09-24 5/2020-09-18 10/2020-09-18 30/2020-09-18 50/2020-09-17 15/2020-09-17 10/2020-09-15 10/2020-09-15 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=TonyCohen5&pageUrl=1,2020-10-28,,,590
"Education/Training
Sports/Recreation","Northside House, Northside Business Park,Hawkins Lane  Burton upon Trent,Staffordshire  DE14 1DB","YMCA Burton","YMCA Burton is a charity that provides a range of vital support services to people in and around Burton Upon Trent and District.     We offer safe, supported housing for 71 people, aged from 18-64, of all faiths or none - every single day of the year. However we understand that providing accomodation isn't the only way to end homelessness and provide a range of holistic opportunities for our clients. With the help of their support worker, they can learn the skills needed to live independently, address their past and build a positive future.    We offer homeless prevention and wellbeing education sessions, mediation, counselling, a foodbank and have 4 furniture shops selling quality donated items and new low cost white goods.  We operate an outreach programme to engage with and support rough sleepers plus offer daily support from our main homeless site, Reconnect.     We are affiliated to YMCA England, but are responsible for raising our own funds so every penny you raise is spent locally.    With your donation you are helping to change lives Thank you               ",True,2020-10-17,"2020-10-24 10/2020-10-18 10/2020-10-17 15/2020-10-17 10/2020-10-17 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=maylow&pageUrl=1,2020-10-24,"Throughout Wales",,55
