Key,Activities,Address,Charity,Complete,Created,Description,Donations,Link,MostRecentDonation,Operates,Postcode,Raised
10,"We promote education, training and entertainment through performances of live shows and arts displays.","Oakley Hall,8 Castle Street  High Wycombe,  HP13 6RF","Wycombe Homeless Connection",True,2020-10-28,"Wycombe Homeless Connection helps people who are homeless, or facing homelessness by Thank you for joining us to change the lives of vulnerable people in our community.     We work across Buckinghamshire, providing free, specialist, independent advice and support.  ","2020-10-31 10/2020-10-28 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=ElizabethHoward10&pageUrl=1,2020-10-31,Essex,"CO15 1LE",20
11,"We promote education, training and entertainment through performances of live shows and arts displays.","Oakley Hall,8 Castle Street  High Wycombe,  HP13 6RF","Wycombe Homeless Connection",True,2020-10-04,"Wycombe Homeless Connection helps people who are homeless, or facing homelessness by Thank you for joining us to change the lives of vulnerable people in our community.     We work across Buckinghamshire, providing free, specialist, independent advice and support.  ","2020-10-30 20/2020-10-24 10/2020-10-15 10/2020-10-05 30/2020-10-04 30",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=EmmaJames29&pageUrl=2,2020-10-30,Essex,"CO15 1LE",100
12,,"Crisis,66 Commercial Street  London,London  E1 6LT",Crisis,True,," Crisis is the national charity for homeless people. We are committed to ending homelessness.  Every day we see the devastating impact homelessness has on people’s lives. Every year we work side by side with thousands of homeless people, to help them rebuild their lives and leave homelessness behind for good. Through our pioneering research into the causes and consequences of homelessness and the solutions to it, we know what it will take to end it. Together with others who share our resolve, we bring our knowledge, experience and determination to campaign for the changes that will solve the homelessness crisis once and for all. We bring together a unique volunteer effort each Christmas, to bring warmth, companionship and vital services to people at one of the hardest times of the year, and offer a starting point out of homelessness.  We know that homelessness is not inevitable. We know that together we can end it. Registered Charity Numbers: E&W1082947, SC040094     ",,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=FaunusTechLtd&pageUrl=1,,India,"E13 0PY",0
13,,"Diocese Of Westminster,Vaughan House  46 Francis Street,London  SW1P 1QN","The Westminster Roman Catholic Diocesan Trust",False,2018-11-09,"The Diocese of Westminster is the Roman Catholic Church’s presence in London north of the Thames, in Middlesex, Hertfordshire and a small part of Surrey in the United Kingdom.  It is comprised of 215 parishes serving more than 450,000 Catholics in the Diocese and tens of thousands of visitors to London annually.  We also have 220 Catholic schools in the Diocese serving more than 85,000 students, providing for their religious, academic and personal formation where Catholic values are espoused across programmes.   As the Catholic Church in this region, we administer the Sacraments, offer Mass and prayer, conduct social action ministries, foster religious community and formation, and are active in the civic discourse serving all of God’s people regardless of creed.    To find out more please visit: http://www.rcdow.org.uk/ ","2020-04-09 30/2020-04-09 100/2019-10-25 100/2019-10-20 20/2018-12-23 100/2018-12-13 250/2018-11-29 50/2018-11-23 50/2018-11-23 20/2018-11-22 20/2018-11-21 100/2018-11-20 5/2018-11-20 20/2018-11-20 100/2018-11-19 30/2018-11-16 15/2018-11-11 5/2018-11-09 5",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=UgochukwuIkwuka&pageUrl=1,2020-04-09,,,1540
14,"We promote education, training and entertainment through performances of live shows and arts displays.","Oakley Hall,8 Castle Street  High Wycombe,  HP13 6RF","Wycombe Homeless Connection",False,2020-10-10,"Wycombe Homeless Connection helps people who are homeless, or facing homelessness by Thank you for joining us to change the lives of vulnerable people in our community.     We work across Buckinghamshire, providing free, specialist, independent advice and support.  ","2020-10-31 10/2020-10-28 30/2020-10-28 50/2020-10-27 10/2020-10-26 15/2020-10-26 300/2020-10-26 25/2020-10-25 20/2020-10-25 20/2020-10-23 30/2020-10-23 50/2020-10-23 10/2020-10-22 50/2020-10-22 50/2020-10-21 40/2020-10-21 20/2020-10-20 15/2020-10-19 50/2020-10-18 20/2020-10-18 25/2020-10-17 100/2020-10-14 40/2020-10-11 50/2020-10-11 30/2020-10-10 100/2020-10-10 50",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=GloriaHolmes&pageUrl=1,2020-10-31,Essex,"CO15 1LE",1241
15,"We promote education, training and entertainment through performances of live shows and arts displays.","Oakley Hall,8 Castle Street  High Wycombe,  HP13 6RF","Wycombe Homeless Connection",False,2020-10-26,"Wycombe Homeless Connection helps people who are homeless, or facing homelessness by Thank you for joining us to change the lives of vulnerable people in our community.     We work across Buckinghamshire, providing free, specialist, independent advice and support.  ","2020-10-31 15/2020-10-29 35/2020-10-29 50/2020-10-28 100/2020-10-28 50/2020-10-28 50/2020-10-28 40/2020-10-27 30/2020-10-27 20/2020-10-27 30/2020-10-27 30/2020-10-26 40/2020-10-26 20/2020-10-26 10/2020-10-26 50/2020-10-26 50/2020-10-26 40/2020-10-26 50/2020-10-26 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=HarrietBaldwin&pageUrl=2,2020-10-31,Essex,"CO15 1LE",815
16,,"Crisis,66 Commercial Street  London,London  E1 6LT",Crisis,True,2020-05-28," Crisis is the national charity for homeless people. We are committed to ending homelessness.  Every day we see the devastating impact homelessness has on people’s lives. Every year we work side by side with thousands of homeless people, to help them rebuild their lives and leave homelessness behind for good. Through our pioneering research into the causes and consequences of homelessness and the solutions to it, we know what it will take to end it. Together with others who share our resolve, we bring our knowledge, experience and determination to campaign for the changes that will solve the homelessness crisis once and for all. We bring together a unique volunteer effort each Christmas, to bring warmth, companionship and vital services to people at one of the hardest times of the year, and offer a starting point out of homelessness.  We know that homelessness is not inevitable. We know that together we can end it. Registered Charity Numbers: E&W1082947, SC040094     ","2020-06-18 20/2020-06-02 20/2020-05-29 20/2020-05-29 100/2020-05-29 5/2020-05-29 5/2020-05-29 20/2020-05-29 20/2020-05-29 10/2020-05-28 30/2020-05-28 10/2020-05-28 15/2020-05-28 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=raisingthebarforthehomeless&pageUrl=1,2020-06-18,India,"E13 0PY",295
17,,"Bromley United Reformed Church,20 Widmore Road  Bromley,  BR1 1RY","The Bromley Homeless Shelter",False,2019-11-09,"Throughout the year The Bromley Homeless Shelter operates an advice service to help prevent people from becoming homeless or to resolve their problems if they are already homeless.  During the winter months we operate two winter night shelters, providing a warm place to sleep and a hot meal.","2019-11-12 50/2019-11-11 30/2019-11-10 10/2019-11-10 10/2019-11-09 55",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=JanYarker&pageUrl=1,2019-11-12,,,195
18,"We promote education, training and entertainment through performances of live shows and arts displays.","Oakley Hall,8 Castle Street  High Wycombe,  HP13 6RF","Wycombe Homeless Connection",False,2020-10-25,"Wycombe Homeless Connection helps people who are homeless, or facing homelessness by Thank you for joining us to change the lives of vulnerable people in our community.     We work across Buckinghamshire, providing free, specialist, independent advice and support.  ","2020-10-27 20/2020-10-26 20/2020-10-25 50/2020-10-25 30/2020-10-25 50/2020-10-25 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=JeremyBrooks2&pageUrl=1,2020-10-27,Essex,"CO15 1LE",240
19,"We promote education, training and entertainment through performances of live shows and arts displays.","Oakley Hall,8 Castle Street  High Wycombe,  HP13 6RF","Wycombe Homeless Connection",True,2020-10-12,"Wycombe Homeless Connection helps people who are homeless, or facing homelessness by Thank you for joining us to change the lives of vulnerable people in our community.     We work across Buckinghamshire, providing free, specialist, independent advice and support.  ","2020-10-12 10/2020-10-12 35/2020-10-12 20/2020-10-12 5/2020-10-12 15",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=JoCrossley&pageUrl=1,2020-10-12,Essex,"CO15 1LE",85
20,,"1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX","Herts Young Homeless",False,2020-02-15,"Herts Young Homeless – making a difference to the lives of young homeless people  At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently. We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment.  hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this. Where will the money go?  All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.       ","2020-10-21 10/2020-10-14 10/2020-10-13 20/2020-10-04 20/2020-10-04 20/2020-10-04 10/2020-10-04 30/2020-10-04 15/2020-10-04 30/2020-10-03 15/2020-10-03 10/2020-10-03 30/2020-10-03 15/2020-10-03 30/2020-10-03 20/2020-09-30 15/2020-09-28 20/2020-09-28 30/2020-09-27 20/2020-09-27 20/2020-09-27 25/2020-09-27 20/2020-09-27 15/2020-09-27 30/2020-09-21 10/2020-09-10 15/2020-09-09 50/2020-09-09 20/2020-04-28 20/2020-04-26 15/2020-02-28 20/2020-02-28 26/2020-02-28 10/2020-02-24 20/2020-02-23 10/2020-02-23 20/2020-02-23 10/2020-02-23 20/2020-02-18 20/2020-02-17 30/2020-02-16 50/2020-02-16 26/2020-02-16 10/2020-02-16 20/2020-02-15 20/2020-02-15 20/2020-02-15 50",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=KateForman1&pageUrl=1,2020-10-21,"Throughout London",,1062
21,,"Crisis,66 Commercial Street  London,London  E1 6LT",Crisis,True,2020-02-08," Crisis is the national charity for homeless people. We are committed to ending homelessness.  Every day we see the devastating impact homelessness has on people’s lives. Every year we work side by side with thousands of homeless people, to help them rebuild their lives and leave homelessness behind for good. Through our pioneering research into the causes and consequences of homelessness and the solutions to it, we know what it will take to end it. Together with others who share our resolve, we bring our knowledge, experience and determination to campaign for the changes that will solve the homelessness crisis once and for all. We bring together a unique volunteer effort each Christmas, to bring warmth, companionship and vital services to people at one of the hardest times of the year, and offer a starting point out of homelessness.  We know that homelessness is not inevitable. We know that together we can end it. Registered Charity Numbers: E&W1082947, SC040094     ","2020-04-20 112/2020-03-07 200/2020-03-04 35/2020-03-03 30/2020-03-03 52/2020-02-26 50/2020-02-25 50/2020-02-08 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=kate-scullion-SAVMLMBONDS333-2020-230880&pageUrl=1,2020-04-20,India,"E13 0PY",549
22,"We promote education, training and entertainment through performances of live shows and arts displays.","Oakley Hall,8 Castle Street  High Wycombe,  HP13 6RF","Wycombe Homeless Connection",True,2020-10-16,"Wycombe Homeless Connection helps people who are homeless, or facing homelessness by Thank you for joining us to change the lives of vulnerable people in our community.     We work across Buckinghamshire, providing free, specialist, independent advice and support.  ","2020-10-17 10/2020-10-16 5/2020-10-16 15/2020-10-16 5",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=KatiPaalosaloHarris&pageUrl=1,2020-10-17,Essex,"CO15 1LE",35
23,"We promote education, training and entertainment through performances of live shows and arts displays.","Oakley Hall,8 Castle Street  High Wycombe,  HP13 6RF","Wycombe Homeless Connection",True,2020-09-18,"Wycombe Homeless Connection helps people who are homeless, or facing homelessness by Thank you for joining us to change the lives of vulnerable people in our community.     We work across Buckinghamshire, providing free, specialist, independent advice and support.  ","2020-10-30 50/2020-10-13 50/2020-10-12 20/2020-10-05 10/2020-10-05 10/2020-10-04 5/2020-10-03 10/2020-10-02 100/2020-10-01 10/2020-09-30 10/2020-09-28 300/2020-09-28 10/2020-09-18 20/2020-09-18 15",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=KeySurgical&pageUrl=1,2020-10-30,Essex,"CO15 1LE",620
24,"We promote education, training and entertainment through performances of live shows and arts displays.","Oakley Hall,8 Castle Street  High Wycombe,  HP13 6RF","Wycombe Homeless Connection",True,,"Wycombe Homeless Connection helps people who are homeless, or facing homelessness by Thank you for joining us to change the lives of vulnerable people in our community.     We work across Buckinghamshire, providing free, specialist, independent advice and support.  ",,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=KristinaWaldock&pageUrl=1,,Essex,"CO15 1LE",0
25,,"Crisis,66 Commercial Street  London,London  E1 6LT",Crisis,False,2019-12-05," Crisis is the national charity for homeless people. We are committed to ending homelessness.  Every day we see the devastating impact homelessness has on people’s lives. Every year we work side by side with thousands of homeless people, to help them rebuild their lives and leave homelessness behind for good. Through our pioneering research into the causes and consequences of homelessness and the solutions to it, we know what it will take to end it. Together with others who share our resolve, we bring our knowledge, experience and determination to campaign for the changes that will solve the homelessness crisis once and for all. We bring together a unique volunteer effort each Christmas, to bring warmth, companionship and vital services to people at one of the hardest times of the year, and offer a starting point out of homelessness.  We know that homelessness is not inevitable. We know that together we can end it. Registered Charity Numbers: E&W1082947, SC040094     ","2020-10-23 150/2019-12-05 60",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=LPCSingers&pageUrl=3,2020-10-23,India,"E13 0PY",291
26,"Raises money and makes grants in line with charitable purposes.","Flat 1 Lawrence House Wood Street,  Hinckley,Leicestershire  LE10 1JQ","Hinckley Homeless Group",True,,"Hinckley Homeless Group runs a supported accommodation for young homeless people between the ages of 16 and 25. Lawrence House is staffed 24 hours a day and has 12 bedrooms providing support for both male and females who can live here for up to 2yrs. The aim of Lawrence House is to be a safe and friendly environment in which one to one support is given to enable residents to learn independence, access help and advice and engage in meaningful occupation. As an independent local charity with no statutory funding we rely on the support of our local community, through one-off financial donations, regular standing orders and fundraising activities. Thank you for the support you have shown us.   ",,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=LawrenceHouse&pageUrl=2,,"Romania, Russia",,0
27,"We promote education, training and entertainment through performances of live shows and arts displays.","Oakley Hall,8 Castle Street  High Wycombe,  HP13 6RF","Wycombe Homeless Connection",True,2020-10-01,"Wycombe Homeless Connection helps people who are homeless, or facing homelessness by Thank you for joining us to change the lives of vulnerable people in our community.     We work across Buckinghamshire, providing free, specialist, independent advice and support.  ","2020-10-22 20/2020-10-18 20/2020-10-07 50/2020-10-01 15",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=MariaSchafer&pageUrl=7,2020-10-22,Essex,"CO15 1LE",105
28,,"Centrepoint Soho Ltd,Central House  25 Camperdown Street,London  E1 8DZ",Centrepoint,False,2019-12-08,"Centrepoint gives homeless young people a chance to turn their lives around, build firm foundations, and prepare for a future where they realise their potential. We support over 10,000 16-25 year olds into a home and a job every year across the UK. The first step in a young person’s journey at Centrepoint is having a place to live. Once they’ve moved in with Centrepoint, we give them a health assessment and plan support for their individual mental and physical health needs. We support them with a plan to reach their educational and career goals through providing work experience, life skills, educational classes, and guidance sessions. We start them on the path to more independence and a job. Centrepoint work to change homeless young people’s lives around, and help them work towards a brighter future. We can only continue our vital work thanks to the support of kind and generous fundraisers such as yourself.  Thank you from everyone at Centrepoint! Want to learn more and get involved? Connect with us:     ","2020-10-14 15/2020-10-14 15/2020-10-05 30/2020-10-05 50/2020-10-05 30/2020-10-05 10/2020-10-04 50/2020-10-04 30/2020-10-04 50/2020-10-03 15/2020-10-03 30/2020-10-03 10/2020-10-03 50/2020-10-03 30/2020-10-03 100/2020-10-03 30/2020-10-02 30/2020-10-02 100/2020-10-02 30/2020-10-02 10/2020-10-02 15/2020-10-02 30/2020-10-02 10/2020-10-02 15/2020-10-02 10/2020-08-18 30/2020-08-15 50/2020-07-07 15/2020-04-29 5/2020-04-27 30/2020-04-26 40/2020-03-07 20/2020-03-03 30/2020-03-03 30/2020-03-01 30/2020-02-24 50/2020-02-19 50/2020-02-19 30/2020-02-17 100/2020-02-07 100/2020-01-24 20/2020-01-20 30/2020-01-20 30/2020-01-19 50/2019-12-17 30/2019-12-16 40/2019-12-16 30/2019-12-15 50/2019-12-13 20/2019-12-12 50/2019-12-11 30/2019-12-11 20/2019-12-10 25/2019-12-10 40/2019-12-10 25/2019-12-10 20/2019-12-09 30/2019-12-09 20/2019-12-09 80/2019-12-09 5/2019-12-09 50/2019-12-09 30/2019-12-09 50/2019-12-09 20/2019-12-09 50/2019-12-08 15/2019-12-08 30/2019-12-08 15",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=Max-raising-funds-for-Centrepoint-VMLM2020&pageUrl=2,2020-10-14,,,2655
29,,"14 Mulholland House 77 Hartfield Road,  London,  SW19 3ES","A WORLD WITH FRIENDS",True,,"There are currently over 1 million children suffering from a long term illness or disability that require time away from school. Missing school on a regular basis makes it hard to form and keep Friendships which is why Lewis Hine created Friend Finder Official to bring those children together to have fun and make friends.  Every year Friend Finder holds events for young people to connect and make friends. But we need to do more. Lewis wants to vrate a WORLD WITH FRIENDS a virtual world where young people can connect and watch a film together, where they can talk and visit places around the world. A world where they can be independant and feel free  Lewis and A world with friends have made a christmas song to raise money for the charity and also to raise awareness of the isolation and lonlieness that comes with chronic illness and disability. Everyone needs a friends #aworldwithfriends     ",,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=MrSamsonAyugu&pageUrl=1,,,,0
30,"Christ Church School Association hold fund raising activities within the school grounds and associated church parish centre. money raised is used to purchase equipment and hold events for the children of the school, done in association with the governing body and school leadership","Aston Villa Football Club Plc,Trinity Road  Birmingham,  B6 6HE","Aston Villa Foundation",True,,"The Aston Villa Foundation is the club’s official registered charity that works to positively impact lives in the local community and within the wider ‘Aston Villa family’.    Our staff deliver projects and activities in and around Birmingham to people of all ages and from all backgrounds. Our delivery departments include:     - Football in the community  - School sport  - Education and learning  - Health and wellbeing  - Disability  - Young people    Our mission is ‘Working together to enrich lives’. We do this as a Foundation team, as a club and in partnership with a range of local, regional and national partners, all using our expertise, experience and passion to make a difference.",,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=NeilJarrett3&pageUrl=1,,Wirral,"CH60 2TA",0
