Title,Location,Link,Raised,Target,MostRecentDonation,Created,Organization,OrganizationDetails,DonationCount,Donations,Story,Complete
"Hornets raising money for Trussell food bank","Catshill, West Midlands, United Kingdom",https://uk.gofundme.com/f/hornets-raising-money-for-food-banks,685,500,,2020-04-03,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",0,,"We are a netball team based in Harborne  Birmingham. Due to the Coronavirus crisis we would like to show our support and help as much as we can. We thought we could donate match subs we are currently not paying due to no netball being played throughout the country and would love people to also get on board with helping us achieve our goal. We would just like to help in anyway we can and thought food banks are currently in need of help and support due to this crisis and feel this is something that is important to us. Please help us too if you can!   lots of love and please stay safe  Harborne Hornets Netball Club ",False
"Feed the Bairns","South Shields, North East England, United Kingdom",https://uk.gofundme.com/f/feed-the-bairns,2504,1000,,2020-10-23,,,0,,"Following the recent announcement that the government will not be supporting vulnerable Kids this half term by providing them with free school meals  despite the covid pandemic wreaking havoc on many families financial situation  we’ve decided to raise funds for the following North East food banks to help Feed the Bairns ourselves:    Sunderland Food Bank Newcastle West End Food Bank    Gateshead Food Bank    South Tyneside Hospitality and Hope    The Bay Food Bank    Any donations made to this page will be evenly distributed to these five food banks who will be in desperate need of additional funds in this very challenging time. Every donation no matter the size will help. If you would prefer to donate food  I along with some friends are currently working to try and quickly sort out some drop off points  but given the pandemic  we would advise minimum contact  so cash donations are preferred.     Thank you in advance you beautiful people. Let’s do what BoJo and the rest of his privileged stooges should have! ",False
"Packed Lunch and Food Bank Donation","Worcester, West Midlands, United Kingdom",https://uk.gofundme.com/f/packed-lunch-and-food-bank-donation,635,-1,,2020-10-26,,,0,,"Me and my friend Jaz Milward are raising money to go towards creating packed lunches for our local community who need it most during half term! Any excess donations will be put towards a HUGE donation towards the Worcester Food Bank which goes towards feeding families and people who need it.",False
"Shaving Head","Porth, Wales, United Kingdom",https://uk.gofundme.com/f/hczku4-shaving-head,700,150,,2020-04-04,,,0,,"Hello  my name is Debbie from Porth  Rhondda..    I want to shave my head to be able to raise funds for the local community during these difficult times!    All money raised will be going to Rhondda Food Bank    If you can give I would appreciate but if not no problem (difficult times) but please do share :)     Thank you  much love xx",False
"UK Publishing support for The Trussell Trust","London, Greater London, United Kingdom",https://uk.gofundme.com/f/uk-publishing-support-for-the-trussell-trust,11570,-1,,2019-12-17,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",0,,"People from across the UK publishing industry  from editors  booksellers and authors  to publicists  agents and designers  are donating money to go towards helping the acute crisis in poverty and hunger amongst the least well off in the country.    We live in a nation where more than 14 million people are living in poverty – including 4.5 million children. The Trussell Trust has given out over 1.6 million packs of food supplies in the past year alone. Food Banks are not just a place to pick up essential sustenance  with cuts to community centres and frontline services they have also become mini-welfare and advice centres.    We're aiming to raise £5000 before Christmas 2019  which will go to the Trussell Trust. Your donation will directly help those most in need of support. It is vital that those working in publishing come together as a community and take action.    It is important to help those in greatest need but solutions must also be found to the reasons people find themselves in need of food banks.    The Trussell Trust’s CEO Emma Revie has indicated that the benefits system has been driving a rise in foodbank use– the charity released their State of Hunger 2019 report in November.    “This is the busiest six months we’ve ever seen – more people than ever before are being forced to foodbanks’ doors ” said Revie. “Our benefits system is supposed to protect us all from being swept into poverty  but currently thousands of women  men and children are not receiving sufficient protection from destitution. This is not right. But we know this situation can be fixed – our benefits system could be the key to unlocking people from poverty. We need to put money back into the pockets of people who most need our support. It’s in our power as a country to end the need for foodbanks. This can change.”        Thank you for your support.        Kit Caless & Kish Widyaratna     ---    Stats and quote from:  https://www.trusselltrust.org/what-we-do/  https://www.bigissue.com/latest/trussell-trust-foodbanks-deal-with-steepest-rise-in-demand-yet/    More information about The Trussell Trust: The Trussell Trust  in conjunction with local communities  develops and runs sustainable projects in the UK tackling poverty and exclusion. Through the UK Foodbank Network and Community Enterprises we work with marginalised people in real need  providing practical care and support. www.trusselltrust.org.",False
"HELP FOODBANKS FEED PEOPLE DURING CORONAVIRUS","Southend-on-Sea, East of England, United Kingdom",https://uk.gofundme.com/f/help-foodbanks-feed-people-during-coronavirus,87040,10000,,2020-03-16,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",0,,"WE ARE IN THE MIDST OF A GLOBAL PANDEMIC. SUPERMARKET SHELVES ARE EMPTY. BUSINESSES ARE CLOSING. PEOPLE ARE LOSING WORK.     1.3 MILLION FOOD BANK PARCELS WERE HANDED OUT BY THE TRUSSELL TRUST IN EMERGENCY SITUATIONS LAST YEAR  to people who would have gone hungry if not for charitable help.    I've been a food bank user myself. I'm only here today because of the kindness of strangers - donating food  distributing it  identifying that I was struggling and helping me out.     And now the supermarket shelves are empty. People are filling up their own trollies and cupboards to try to deal with the panic of an unknown pandemic - and food banks up and down the country are running out of food.    As the impact of coronavirus takes hold  and the knock on effect of unpaid work  unfulfilled contracts  zero hours workers getting literally zero hours  new universal credit claims (currently a six week delay  who knows how much longer it will be with so many new claims to process?!)  More and more people are going to find themselves at the door of the food bank  only to find that their shelves are empty too.    It's my birthday today (17th March) and I'm sitting here on my sofa at half past midnight truly thankful to be seeing another birthday at all. But all I want - really - is for people to dig as deep as they can and help restock struggling food banks so that the most vulnerable people in our neighbourhoods can access a little help in this precarious and difficult time.    People who can't afford to stockpile. People who buy their shopping in meagre amounts day to day. People who were already struggling who now won't be able to make ends meet.    We don't know how Covid19 is going to end up. We have no idea of the impact on our economy  society  communities. But poverty is already isolating  lonely  and exhausting. If we all turn inwards and only look after ourselves  more and more people are going to slip through the cracks.    All the money raised here does directly to the TRUSSELL Trust who will use it to support people in need and at risk of food insecurity and hunger throughout the UK.    If you can't afford to donate - sharing it on social media is free. Thankyou for your support.    The Trussell Trust  in conjunction with local communities  develops and runs sustainable projects in the UK tackling poverty and exclusion. Through the UK Foodbank Network and Community Enterprises we work with marginalised people in real need  providing practical care and support. www.trusselltrust.org.    All the best    Jack Monroe. ",False
"100 miles in October","Greenock, Scotland, United Kingdom",https://uk.gofundme.com/f/100-miles-in-october,2215,1500,,2020-09-24,,,0,,"I hope all friends and families are well. With it being a tough few months for everyone stuck in lockdown  as the restrictions ease we are looking to get back to netball as soon as possible.    Many of the opportunities where we would fundraise for our netball club such as presentation night  quiz nights etc were cancelled therefore we are looking at a different approach to raise some funds this year which will benefit our club. We aim to run/cycle/walk 100 miles in October and to allow all members of our club to participate the younger players have been put into teams to complete this with one another. This will encourage team work to get the miles complete as well as a bit of fitness which we all love since we have not had any pre-season! Our older players will either work in teams of 2 or complete the 100 miles as an individual to really set the challenge! Not only will our club benefit from the fundraising but we have chosen 2 charities that we feel would really benefit from this too: Inverclyde Food Bank and Talk on Inverclyde    Both of which are very important during these hard times and we are working together to help a little where we can. 60% of the funds raised will go to the Clyde Netball Club and 20% each to the above charities.    Any donations would be greatly appreciated and we will keep you updated on our journey through the Clyde Netball Facebook page!",False
"Step Up for Scousers","Liverpool, North West England, United Kingdom",https://uk.gofundme.com/f/sos-supporting-our-scousers,1555,2000,,2020-10-23,,,0,,"In light of the Government's decision to not feed the most vulnerable children across our society  people and businesses everywhere have decided to take matters into their own hands.     Step Up for Scousers is a non-profit initiative that is raising money to buy essential items for people across our city: everything from cereal and milk to sanitary products and blankets for the colder winter nights. Our products are distributed to organisations such as Fans for Food Banks  ran by Ian Byrne  to local families in our street.     For those we donate to outside of Food Banks: There are no questions asked and complete anonymity for those receiving goods. We want to help everybody. All food/packaging is completely COVID-19 secure.     It breaks my heart to hear the grim reality that we've got more than 110 000 kids in Merseyside below the poverty line. In these dark and uncertain times  these children have never been more vulnerable  and that is why I'm asking anybody who can to STEP UP by kindly donating money to help these children know that we never want any scouser to be left behind.    To give directly to Fans for Food Banks you can donate here: https://fsfb.co.uk/  ",False
"FEEDING BRITAIN - MILES FOR MEALS","Houghton Le Spring, North East England, United Kingdom",https://uk.gofundme.com/f/feeding-britain-miles-for-meals,1035,700,,2020-10-23,"FEEDING BRITAIN","Registered nonprofitDonations eligible for Gift Aid.",0,,"MILES FOR MEALS We plan to raise as much money as possible to help provide meals for children and families in the UK in poverty by donating all funds raised to Feeding Britain Charity. MPs recently rejected Labours motion to extend free school meals given to children during school holidays till Easter 2021 which would have provided 1.4 million school children with meals across the UK. The end to the Coronavirus jobs and income support is expected to see a rise of 61% in food bank use. Unemployment is over 1.5 million now  and rising. Unfortunately 80% of low income families are now financially worse off since the pandemic. We want to help in any way we can  with such little time to plan anything big and due to work commitments  we have decided to complete a sponsored walk of 30 miles on the 31st October 2020. We will set off from Amble Marina at 8am and walk along the Northumberland coast  finishing at North Shields Fish Quay at 8pm. With it being Halloween we will be doing this in costume. The walk will take 12 hours including 2 hours for rest breaks. Our plan is  with your help  to raise as much money as possible to donate to Feeding Britain. The charities vision is a UK where no one goes hungry. Their current campaigns are  Holidays Hunger  Universal Credit and measuring food insecurity. They also have a specific COVID-19 emergency food programme  read more about this here: https://feedingbritain.org/ A donation of just £10 can purchase the equivalent of 30 meals for a family at risk of hunger with Feeding Britain. We should be able to rely on our taxes to pay for these things  but it's now fallen on the kind hearts of the public to try and help those children and families at risk of going hungry over the winter and Christmas period. We can only hope no one has to go through these struggles  but the truth is  1 in 5 parents struggle to feed their children in the UK  so any donation  big or small would help. Thank you for reading  Betty and Nyss.",False
"Galloway for MP","Birmingham, West Midlands, United Kingdom",https://uk.gofundme.com/f/galloway-for-mp,24151,25000,,2019-07-15,,,0,,"I seek to replace Tom Watson MP. I am the Prospective Parliamentary Candidate for West Bromwich East constituency. I will stand as an Independent candidate supporting Brexit and the traditional values of the labour movement; the values of Tony Benn  Michael Foot  Barbara Castle  Peter Shore etc.     My work in West Bromwich East has already begun and I intend to crowdfund my campaign. I hope you can help  either with a one-off donation or regular contributions. Tom Watson has the biggest of backers and I do not. But many make much; I stand for the many and I hope many will support me. All unspent monies will be distributed to local food banks.     Regular updates will be provided.",False
"Free Lockdown Meals for Pembrokeshire","Haverfordwest, Wales, United Kingdom",https://uk.gofundme.com/f/free-lockdown-meals-for-pembrokeshire,7289,5000,,2020-10-25,,,0,,"Inspired by the amazing work Marcus Rashford has done with his ‘Free school Meals’ campaign  we aim to provide 1000 meals for children  the elderly and vulnerable across Pembrokeshire during the Lockdown period. With your help  the Country Living Group are teaming up with Hasty Bite to make this happen. Hot meals or lunch boxes will be delivered free of charge and safely abiding by all social distancing rules. 100% of donations received will go to the direct supply of all food products supplied at cost by Carl Williams and his amazing team at Hasty Bite  Pembroke. Any left over donations will be given to Pembrokeshire food banks to continue helping those that need it most during tough times.    Thank you for taking part in this great cause  every little donation will help someone in greater need than ourselves.    James  Carl & Ben          ",False
"No Child Should Go Hungry Ever","Bristol, South West England, United Kingdom",https://uk.gofundme.com/f/NoChildShouldGoHungryEver,2807,5000,,2020-10-25,FareShare,"Registered nonprofitDonations eligible for Gift Aid.",0,,"On the 21st October 2020  MPs used their power to vote against preventing hunger in the poorest families.    Whilst children in poverty should not have to rely on charity to be able to eat  until politicians can sort this mess out  an immediate solution is needed to support pandemic hit families currently faced with empty cupboards.     This is more than a political issue  this is a deeply human issue; as a Mum it is an utterly unbearable thought that right now parents are standing in front of an empty cupboard  knowing that they can't feed their kids.    Think about that for a moment. It's a truly terrible thought.    This is not something I can stand by and watch without doing something.    As the founder of a community of 100k Mums  it feels like we CAN do something together to make a difference in the short term at least.    We have a chance to give whatever we can to provide urgently needed help to our most needy families.     All money raised will go directly to FairShare  the UK’s longest running food redistribution charity. They have seen demand for food skyrocket  particularly among frontline organisations providing food to children and their families. With the coronavirus pandemic pushing thousands of people into financial hardship  and the government's recent decision  many more families will struggle to put food on the table.    They urgently need help to deliver more healthy  nutritious food to the food banks  community groups  activity schemes and schools supporting the UK’s most vulnerable children during this crisis.      Every £1 could provide four meals for children in need. Our goal is to raise £5000 which could provide 20 000 meals to children in need.    Many of you already support this  or other similar organisations - you are wonderful  thank you.    If you don't and like me you've watched the news this week wondering what you can do to help  supporting this campaign and donating here WILL make a difference.    Thank you for whatever you can offer at this difficult time.    Mel xxx",False
#helpinghands,"London, Greater London, United Kingdom",https://uk.gofundme.com/f/helpinghands-for-covid19,111001,50000,,2020-03-14,"BEAUTY BANKS","Registered nonprofitDonations eligible for Gift Aid.",0,,"PLEASE JOIN (VIRTUAL) HANDS WITH US TO SUPPORT PEOPLE IN THE UK WHO CAN’T AFFORD TO KEEP THEMSELVES AND THEIR FAMILIES AS SAFE FROM CORONAVIRUS (COVID-19) AS OTHERS.    Every moment matters. As the virus spreads in the UK  people living in poverty are among the most vulnerable to the worst outcomes of the virus  because they:      - Can’t afford basic hygiene essentials like hand wash  soap and hand sanitiser that will help protect them from infection.    - Can’t afford to stockpile essential everyday items    - Rely on food banks for their basic hygiene essentials  and due to public stockpiling  food banks’ supplies are dwindling fast     - Live or stay in crowded environments like homeless shelters  refuges and safe-houses    - Live in densely populated areas    - Work in low-income jobs in highly populated public spaces    - Don’t have a home to live in    Beauty Banks  the people-powered movement that supports people living in hygiene poverty in the UK has joined (virtual) hands with crowd-funding platform  GoFundMe to support those who can’t afford to take extra precautions to help keep them safe from what has been labelled ‘the worst public health crisis for a generation’  coronavirus (COVID-19).    Your support will help us to provide emergency hygiene parcels that will help protect those at higher risk and more vulnerable to being infected by the virus.       YOUR DONATION WILL BE SPENT ON:    - SOAP (adult & baby)  - BODYWASH  - HANDWASH  - HAND SANTISER  - LAUNDRY DETERGENT    All donations will be shared with Beauty Banks’ UK registered charity partners that include food banks  homeless shelters  domestic abuse refuges  youth centres  NHS trusts and refugee centres across the UK.     We have two hands - one to help ourselves and one to help others. Please donate today.",False
"Heather & Fays Channel Swim","Morpeth, North East England, United Kingdom",https://uk.gofundme.com/f/heather-amp-fays-channel-swim,460,250,,2020-10-31,,,0,,"We are both swimming the length of the English Channel in 6 weeks in order to raise money for the Newcastle west end food bank. Starting from November 1st  this involves swimming 21 miles / 1344 lengths (of a 25 metre pool) each. Please donate if you can for a cause very close to people’s hearts especially at this time ",False
"Virtual grand national isolation party","Barrow-in-Furness, North West England, United Kingdom",https://uk.gofundme.com/f/virtual-grand-national-isolation-party,200,200,,2020-04-02,"BARROW FOOD BANK LIMITED","Registered nonprofitDonations eligible for Gift Aid.",0,,"Please donate £5 to be entered into the virtual Grand national sweep  we have kindly been donated prizes for the first 4 place so all the cash can be donated to BARROW FOOD BANK LIMITED and every donation will help. Thank you in advance for your contribution to this cause that means so much to me.",False
"No Child should go Hungry","Horwich, North West England, United Kingdom",https://uk.gofundme.com/f/8esne-no-child-should-go-hungry,3375,50000,,2020-10-23,,,0,,"After the devastating news delivered by our government that they have decided against helping feed our less fortunate families over the holidays we have seen an uproar of heartwarming support from all across the UK!! Businesses and families coming together in so many ways to help provide a good meal for our people. The true sense of community and a nation united and agreeing to understand that no matter what our personal circumstances are we can all do something to help and there could not be a better cause than our future generations chances of a decent education and life.    Me and my mum were helped many times throughout my childhood from volunteer workers  food banks  homeless housing  free school meals and many other services which were available to us. We still struggled. It scares me to think what some parents would be forced to put themselves through to make sure their child gets a meal. it scares me to think where i would be if i did not have these services available.    This is me wanting to do my bit  inspired by the amazing efforts from our entire nation  while struggling ourselves  still giving back.    We want to raise 50 THOUSAND POUNDS!!!! Every single penny will be split across local foodbanks and help services in need around greater Manchester.    What a feeling it will be to deliver such help to the most deserving people.    Please. we need 10.000 5ers     thats it! please share  please actually ask people and make them aware.    no child should go hungry.",False
