Key,Activities,Address,Charity,Complete,Created,Description,Donations,Link,MostRecentDonation,Operates,Postcode,Raised
10,,"The Children's Foundation,Sir James Spence Institute, RVI  Newcastle upon Tyne,Tyne and Wear  NE1 4LP","The Children's Foundation",True,,"Our aim is to improve the health and well-being of children and young people from birth to age 18 in the North East by making serious stuff fun! We want all North East children and young people to be happy and healthy. We want them to feel loved, respected, feel they have a voice and are heard. We achieve this in two ways; Within Child Health Establishments through our; Clown Doctor Project - ensuring vital therapeutic play is received each week by children experiencing distress and anxiety during their treatment and stay in hospital. Activity and entertainment packs – working with the Nurses and Play staff to put together and deliver bespoke packs for children who find themselves staying long term in the Great North Children’s Hospital. Story Chair Project – we fund a story chair and book trolley in Children’s Outpatients so parent/carers/family can read to their child/children while they wait for appointments to help ease worry, anxiety and spend some quality time together. Within communities; through projects such as; Therapeutic Horticulture - establishing accredited gardening projects (City & Guilds Level 1 Practical Horticulture) in secondary schools so support and tuition can be given to disadvantaged young people, those struggling within the classroom environment, those with behavioural issues or those on reduced school timetables or on the verges of exclusion. Food and Fun Activity Packs - providing vulnerbale children and their families with weekend food provision and some activities that encourage family time. Fuzzy Subjects – mental health workshops in primary schools using fuzzy puppets as a tool to engage children and young people in the subject of mental health and well-being, increasing awareness, understanding and resilience in young people. Nurture Project – Providing a safe space after school for isolated and marginalised young people to find a voice, grow in confidence and build positive friendships. Clown Doctors in Hospices - ensuring vital therapeutic play is received by children in respite care.  Couch to 2K - A weekly running group for young people to promote a healthier lifestyle, reduce isolation and improve well-being. Holiday trips and activities - reducing isolation, incresisng confidence and improving well-being through physical trips and activities in the school holidays.",,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=SuzieKitchen&pageUrl=1,,,,0
11,,"Mind N A M H,Granta House  15-19 Broadway,London  E15 4BQ",Mind,True,2015-09-03,"We’re Mind, the mental health charity, working across England and Wales. We believe no one should have to face a mental health problem alone. Whether you’re stressed, depressed or in crisis. We’ll listen, give support and advice, and fight your corner. Our work relies on people like you who give their time, money, energy and passion to make sure Mind can be there for everyone who needs us.     The money you raise will help make sure that people with a mental health problem have somewhere to turn – whether it’s through our helpline, our information pages, or our online peer support. We believe that everyone with a mental health problem should be able to access excellent care and services and we campaign to make this happen.    Whether you’re walking, running, cycling, trekking, swimming, hosting a Crafternoon or a gala dinner – you are amazing. Thank you for choosing to fundraise for national Mind as part of our team. You’re doing something really good and we’re here for you.   Thank you for your kind and generous support.     ","2015-09-23 20/2015-09-14 20/2015-09-03 10",https://uk.virginmoneygiving.com/fundraiser-display/showROSomeoneSpecialPage?pageUrl=janekitchen-dunn,2015-09-23,,,50
12,,"22 Waghorn Street,  Chatham,  ME4 5LT","One Big Family - Helping The Homeless",False,2020-08-27,"Thank you for visiting our profile. One Big Family - Helping the Homeless help those who are homeless or in need. We operate in Medway, Maidstone and Yorkshire. We offer on street outreach giving food, sleeping bags, drinks, hygeine items etc.  We assist people with appointments for housing, benefits, addiction etc aswell as signposting to other services. In Medway we run a homeless Emergency Winter Refuge in Chatham which provides a safe place to stay and support to rough sleepers every Friday/Saturday and Sunday plus any night where the temperature is forecast zero degrees or below.  Over the last 2 years we have provided over 2000 beds.","2020-11-07 10/2020-10-28 15/2020-10-27 10/2020-10-27 10/2020-10-27 10/2020-10-27 15/2020-10-27 10/2020-10-27 20/2020-10-26 10/2020-10-25 10/2020-10-25 10/2020-10-25 10/2020-10-25 20/2020-10-25 5/2020-10-25 10/2020-10-25 15/2020-10-25 20/2020-10-25 10/2020-10-25 10/2020-10-25 20/2020-10-25 10/2020-10-25 10/2020-10-25 20/2020-10-25 30/2020-10-25 25/2020-10-25 30/2020-10-25 20/2020-10-25 10/2020-10-25 30/2020-10-25 20/2020-10-24 50/2020-10-24 10/2020-10-24 20/2020-10-24 10/2020-10-24 35/2020-10-24 15/2020-10-24 10/2020-10-24 20/2020-10-24 5/2020-10-24 20/2020-10-24 10/2020-10-24 10/2020-10-24 30/2020-10-24 10/2020-10-24 20/2020-10-24 10/2020-10-23 20/2020-10-23 30/2020-10-23 20/2020-10-23 10/2020-10-23 15/2020-10-13 5/2020-09-28 5/2020-09-24 20/2020-09-24 10/2020-09-24 10/2020-09-22 10/2020-09-16 20/2020-09-15 20/2020-09-13 20/2020-09-09 10/2020-09-09 10/2020-09-08 15/2020-09-08 10/2020-09-08 10/2020-09-08 10/2020-09-08 20/2020-09-08 20/2020-09-05 40/2020-09-04 20/2020-09-04 10/2020-09-04 25/2020-08-31 30/2020-08-31 50/2020-08-30 10/2020-08-30 50/2020-08-30 10/2020-08-30 20/2020-08-30 25/2020-08-28 25/2020-08-28 15",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=AnthonyMartin32&pageUrl=1,2020-11-07,,,1555
13,,"22 Waghorn Street,  Chatham,  ME4 5LT","One Big Family - Helping The Homeless",False,2020-09-26,"Thank you for visiting our profile. One Big Family - Helping the Homeless help those who are homeless or in need. We operate in Medway, Maidstone and Yorkshire. We offer on street outreach giving food, sleeping bags, drinks, hygeine items etc.  We assist people with appointments for housing, benefits, addiction etc aswell as signposting to other services. In Medway we run a homeless Emergency Winter Refuge in Chatham which provides a safe place to stay and support to rough sleepers every Friday/Saturday and Sunday plus any night where the temperature is forecast zero degrees or below.  Over the last 2 years we have provided over 2000 beds.","2020-10-25 20/2020-10-03 15/2020-10-02 20/2020-09-28 15/2020-09-27 20/2020-09-26 57/2020-09-26 15/2020-09-26 5",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=Jon&pageUrl=1,2020-10-25,,,195
14,,"22 Waghorn Street,  Chatham,  ME4 5LT","One Big Family - Helping The Homeless",True,2020-10-22,"Thank you for visiting our profile. One Big Family - Helping the Homeless help those who are homeless or in need. We operate in Medway, Maidstone and Yorkshire. We offer on street outreach giving food, sleeping bags, drinks, hygeine items etc.  We assist people with appointments for housing, benefits, addiction etc aswell as signposting to other services. In Medway we run a homeless Emergency Winter Refuge in Chatham which provides a safe place to stay and support to rough sleepers every Friday/Saturday and Sunday plus any night where the temperature is forecast zero degrees or below.  Over the last 2 years we have provided over 2000 beds.","2020-10-24 10/2020-10-24 10/2020-10-23 10/2020-10-23 15/2020-10-22 20/2020-10-22 15/2020-10-22 100",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=LeighRispoli&pageUrl=1,2020-10-24,,,180
15,,"22 Waghorn Street,  Chatham,  ME4 5LT","One Big Family - Helping The Homeless",False,2020-10-22,"Thank you for visiting our profile. One Big Family - Helping the Homeless help those who are homeless or in need. We operate in Medway, Maidstone and Yorkshire. We offer on street outreach giving food, sleeping bags, drinks, hygeine items etc.  We assist people with appointments for housing, benefits, addiction etc aswell as signposting to other services. In Medway we run a homeless Emergency Winter Refuge in Chatham which provides a safe place to stay and support to rough sleepers every Friday/Saturday and Sunday plus any night where the temperature is forecast zero degrees or below.  Over the last 2 years we have provided over 2000 beds.","2020-11-12 160/2020-10-25 5/2020-10-25 30/2020-10-25 20/2020-10-25 50/2020-10-22 50",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=CharleneMalone1&pageUrl=1,2020-11-12,,,320
16,,"22 Waghorn Street,  Chatham,  ME4 5LT","One Big Family - Helping The Homeless",False,2020-09-06,"Thank you for visiting our profile. One Big Family - Helping the Homeless help those who are homeless or in need. We operate in Medway, Maidstone and Yorkshire. We offer on street outreach giving food, sleeping bags, drinks, hygeine items etc.  We assist people with appointments for housing, benefits, addiction etc aswell as signposting to other services. In Medway we run a homeless Emergency Winter Refuge in Chatham which provides a safe place to stay and support to rough sleepers every Friday/Saturday and Sunday plus any night where the temperature is forecast zero degrees or below.  Over the last 2 years we have provided over 2000 beds.","2020-10-25 5/2020-10-25 10/2020-10-25 15/2020-10-25 10/2020-10-25 5/2020-10-25 10/2020-10-25 25/2020-10-25 10/2020-10-25 10/2020-10-25 10/2020-10-25 20/2020-10-25 10/2020-10-25 15/2020-10-25 10/2020-10-24 10/2020-10-24 10/2020-10-24 15/2020-10-24 20/2020-10-24 10/2020-10-24 10/2020-10-24 10/2020-10-24 10/2020-10-24 10/2020-10-24 15/2020-10-24 15/2020-10-24 10/2020-10-24 15/2020-10-24 15/2020-10-24 10/2020-10-24 10/2020-10-24 15/2020-10-24 20/2020-10-24 15/2020-10-24 10/2020-10-23 10/2020-10-23 10/2020-10-23 150/2020-10-23 10/2020-10-19 10/2020-10-14 20/2020-09-24 10/2020-09-23 15/2020-09-23 15/2020-09-22 10/2020-09-22 10/2020-09-22 10/2020-09-21 10/2020-09-21 20/2020-09-21 10/2020-09-21 10/2020-09-20 10/2020-09-11 20/2020-09-11 20/2020-09-10 10/2020-09-09 20/2020-09-08 10/2020-09-08 15/2020-09-07 15/2020-09-07 5/2020-09-07 5/2020-09-06 1",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=SeanGreene&pageUrl=2,2020-10-25,,,986
17,,"22 Waghorn Street,  Chatham,  ME4 5LT","One Big Family - Helping The Homeless",False,2020-09-03,"Thank you for visiting our profile. One Big Family - Helping the Homeless help those who are homeless or in need. We operate in Medway, Maidstone and Yorkshire. We offer on street outreach giving food, sleeping bags, drinks, hygeine items etc.  We assist people with appointments for housing, benefits, addiction etc aswell as signposting to other services. In Medway we run a homeless Emergency Winter Refuge in Chatham which provides a safe place to stay and support to rough sleepers every Friday/Saturday and Sunday plus any night where the temperature is forecast zero degrees or below.  Over the last 2 years we have provided over 2000 beds.","2020-11-09 15/2020-11-04 10/2020-10-27 10/2020-10-25 10/2020-10-23 10/2020-10-22 15/2020-09-24 15/2020-09-15 20/2020-09-15 15/2020-09-14 15/2020-09-11 10/2020-09-10 15/2020-09-09 20/2020-09-09 20/2020-09-08 50/2020-09-04 10/2020-09-03 15",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=TaraHepden&pageUrl=2,2020-11-09,,,315
18,,"22 Waghorn Street,  Chatham,  ME4 5LT","One Big Family - Helping The Homeless",True,2020-09-01,"Thank you for visiting our profile. One Big Family - Helping the Homeless help those who are homeless or in need. We operate in Medway, Maidstone and Yorkshire. We offer on street outreach giving food, sleeping bags, drinks, hygeine items etc.  We assist people with appointments for housing, benefits, addiction etc aswell as signposting to other services. In Medway we run a homeless Emergency Winter Refuge in Chatham which provides a safe place to stay and support to rough sleepers every Friday/Saturday and Sunday plus any night where the temperature is forecast zero degrees or below.  Over the last 2 years we have provided over 2000 beds.","2020-10-29 20/2020-10-25 20/2020-10-25 15/2020-10-25 20/2020-10-25 10/2020-10-25 30/2020-10-25 15/2020-10-25 5/2020-10-24 10/2020-10-24 10/2020-10-24 10/2020-10-24 10/2020-10-23 20/2020-10-23 20/2020-10-23 20/2020-10-23 10/2020-09-12 30/2020-09-03 5/2020-09-03 20/2020-09-03 20/2020-09-01 10/2020-09-01 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=TimLawlor1&pageUrl=4,2020-10-29,,,350
19,,"22 Waghorn Street,  Chatham,  ME4 5LT","One Big Family - Helping The Homeless",True,,"Thank you for visiting our profile. One Big Family - Helping the Homeless help those who are homeless or in need. We operate in Medway, Maidstone and Yorkshire. We offer on street outreach giving food, sleeping bags, drinks, hygeine items etc.  We assist people with appointments for housing, benefits, addiction etc aswell as signposting to other services. In Medway we run a homeless Emergency Winter Refuge in Chatham which provides a safe place to stay and support to rough sleepers every Friday/Saturday and Sunday plus any night where the temperature is forecast zero degrees or below.  Over the last 2 years we have provided over 2000 beds.",,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=TonyCohen4&pageUrl=1,,,,0
20,,"22 Waghorn Street,  Chatham,  ME4 5LT","One Big Family - Helping The Homeless",True,2020-09-15,"Thank you for visiting our profile. One Big Family - Helping the Homeless help those who are homeless or in need. We operate in Medway, Maidstone and Yorkshire. We offer on street outreach giving food, sleeping bags, drinks, hygeine items etc.  We assist people with appointments for housing, benefits, addiction etc aswell as signposting to other services. In Medway we run a homeless Emergency Winter Refuge in Chatham which provides a safe place to stay and support to rough sleepers every Friday/Saturday and Sunday plus any night where the temperature is forecast zero degrees or below.  Over the last 2 years we have provided over 2000 beds.","2020-10-28 10/2020-10-26 10/2020-10-25 10/2020-10-25 10/2020-10-25 10/2020-10-25 20/2020-10-25 20/2020-10-25 60/2020-10-24 10/2020-10-24 30/2020-10-24 25/2020-10-24 15/2020-10-24 20/2020-10-23 20/2020-10-23 10/2020-10-23 10/2020-10-23 20/2020-10-21 50/2020-10-21 20/2020-10-20 20/2020-10-13 10/2020-09-28 20/2020-09-25 20/2020-09-24 5/2020-09-18 10/2020-09-18 30/2020-09-18 50/2020-09-17 15/2020-09-17 10/2020-09-15 10/2020-09-15 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=TonyCohen5&pageUrl=1,2020-10-28,,,590
21,"Education/Training
Sports/Recreation","Northside House, Northside Business Park,Hawkins Lane  Burton upon Trent,Staffordshire  DE14 1DB","YMCA Burton",False,2020-10-17,"YMCA Burton is a charity that provides a range of vital support services to people in and around Burton Upon Trent and District.     We offer safe, supported housing for 71 people, aged from 18-64, of all faiths or none - every single day of the year. However we understand that providing accomodation isn't the only way to end homelessness and provide a range of holistic opportunities for our clients. With the help of their support worker, they can learn the skills needed to live independently, address their past and build a positive future.    We offer homeless prevention and wellbeing education sessions, mediation, counselling, a foodbank and have 4 furniture shops selling quality donated items and new low cost white goods.  We operate an outreach programme to engage with and support rough sleepers plus offer daily support from our main homeless site, Reconnect.     We are affiliated to YMCA England, but are responsible for raising our own funds so every penny you raise is spent locally.    With your donation you are helping to change lives Thank you               ","2020-11-07 10/2020-11-01 10/2020-10-24 10/2020-10-18 10/2020-10-17 15/2020-10-17 10/2020-10-17 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=maylow&pageUrl=1,2020-11-07,"Throughout Wales",,80
